Date,County,Date in Selected Range Filter,Month Name,Product Detail Selector,Month Year,Tooltip Date,Sales,Sales Detail
1/1/2021,Coos,TRUE,January,Total,1/1/2021,Jan-21,110.78,110.78
1/1/2021,Deschutes,TRUE,January,Total,1/1/2021,Jan-21,954.06,954.06
1/1/2021,Grant,TRUE,January,Total,1/1/2021,Jan-21,105.54,105.54
1/1/2021,Lane,TRUE,January,Total,1/1/2021,Jan-21,51,51
1/1/2021,Multnomah,TRUE,January,Total,1/1/2021,Jan-21,20,20
1/1/2021,Multnomah,TRUE,January,Total,1/1/2021,Jan-21,989.63,989.63
1/1/2021,Polk,TRUE,January,Total,1/1/2021,Jan-21,5,5
1/1/2021,Umatilla,TRUE,January,Total,1/1/2021,Jan-21,137.49,137.49
1/1/2021,Washington,TRUE,January,Total,1/1/2021,Jan-21,119.25,119.25
1/1/2021,Yamhill,TRUE,January,Total,1/1/2021,Jan-21,108.75,108.75
2/1/2021,Clatsop,TRUE,February,Total,2/1/2021,Feb-21,219.01,219.01
2/1/2021,Coos,TRUE,February,Total,2/1/2021,Feb-21,204.71,204.71
2/1/2021,Deschutes,TRUE,February,Total,2/1/2021,Feb-21,583.02,583.02
2/1/2021,Douglas,TRUE,February,Total,2/1/2021,Feb-21,63.77,63.77
2/1/2021,Grant,TRUE,February,Total,2/1/2021,Feb-21,74.56,74.56
2/1/2021,Multnomah,TRUE,February,Total,2/1/2021,Feb-21,55,55
2/1/2021,Multnomah,TRUE,February,Total,2/1/2021,Feb-21,602.91,602.91
2/1/2021,Polk,TRUE,February,Total,2/1/2021,Feb-21,28.45,28.45
2/1/2021,Washington,TRUE,February,Total,2/1/2021,Feb-21,183.43,183.43
2/1/2021,Yamhill,TRUE,February,Total,2/1/2021,Feb-21,180,180
3/1/2021,Clatsop,TRUE,March,Total,3/1/2021,Mar-21,141.62,141.62
3/1/2021,Columbia,TRUE,March,Total,3/1/2021,Mar-21,143.78,143.78
3/1/2021,Coos,TRUE,March,Total,3/1/2021,Mar-21,174.96,174.96
3/1/2021,Deschutes,TRUE,March,Total,3/1/2021,Mar-21,603.36,603.36
3/1/2021,Douglas,TRUE,March,Total,3/1/2021,Mar-21,197.66,197.66
3/1/2021,Grant,TRUE,March,Total,3/1/2021,Mar-21,64.04,64.04
3/1/2021,Lane,TRUE,March,Total,3/1/2021,Mar-21,18,18
3/1/2021,Multnomah,TRUE,March,Total,3/1/2021,Mar-21,515.33,515.33
3/1/2021,Polk,TRUE,March,Total,3/1/2021,Mar-21,30,30
3/1/2021,Washington,TRUE,March,Total,3/1/2021,Mar-21,10,10
3/1/2021,Yamhill,TRUE,March,Total,3/1/2021,Mar-21,196.5,196.5
4/1/2021,Columbia,TRUE,April,Total,4/1/2021,Apr-21,428.63,428.63
4/1/2021,Coos,TRUE,April,Total,4/1/2021,Apr-21,7.51,7.51
4/1/2021,Deschutes,TRUE,April,Total,4/1/2021,Apr-21,237.04,237.04
4/1/2021,Douglas,TRUE,April,Total,4/1/2021,Apr-21,143.98,143.98
4/1/2021,Grant,TRUE,April,Total,4/1/2021,Apr-21,114.53,114.53
4/1/2021,Multnomah,TRUE,April,Total,4/1/2021,Apr-21,36.65,36.65
4/1/2021,Multnomah,TRUE,April,Total,4/1/2021,Apr-21,156.42,156.42
4/1/2021,Polk,TRUE,April,Total,4/1/2021,Apr-21,10,10
4/1/2021,Yamhill,TRUE,April,Total,4/1/2021,Apr-21,176.4,176.4
5/1/2021,Columbia,TRUE,May,Total,5/1/2021,May-21,82.45,82.45
5/1/2021,Coos,TRUE,May,Total,5/1/2021,May-21,5.81,5.81
5/1/2021,Deschutes,TRUE,May,Total,5/1/2021,May-21,649.05,649.05
5/1/2021,Grant,TRUE,May,Total,5/1/2021,May-21,297.37,297.37
5/1/2021,Multnomah,TRUE,May,Total,5/1/2021,May-21,2.5,2.5
5/1/2021,Multnomah,TRUE,May,Total,5/1/2021,May-21,269.94,269.94
5/1/2021,Polk,TRUE,May,Total,5/1/2021,May-21,19,19
5/1/2021,Yamhill,TRUE,May,Total,5/1/2021,May-21,126.6,126.6
6/1/2021,Coos,TRUE,June,Total,6/1/2021,Jun-21,17.43,17.43
6/1/2021,Deschutes,TRUE,June,Total,6/1/2021,Jun-21,616.18,616.18
6/1/2021,Grant,TRUE,June,Total,6/1/2021,Jun-21,414.04,414.04
6/1/2021,Multnomah,TRUE,June,Total,6/1/2021,Jun-21,7.77,7.77
6/1/2021,Multnomah,TRUE,June,Total,6/1/2021,Jun-21,397.59,397.59
6/1/2021,Polk,TRUE,June,Total,6/1/2021,Jun-21,10,10
6/1/2021,Washington,TRUE,June,Total,6/1/2021,Jun-21,10,10
6/1/2021,Yamhill,TRUE,June,Total,6/1/2021,Jun-21,142.8,142.8
7/1/2021,Coos,TRUE,July,Total,7/1/2021,Jul-21,18.26,18.26
7/1/2021,Deschutes,TRUE,July,Total,7/1/2021,Jul-21,456.27,456.27
7/1/2021,Grant,TRUE,July,Total,7/1/2021,Jul-21,96.02,96.02
7/1/2021,Multnomah,TRUE,July,Total,7/1/2021,Jul-21,2.5,2.5
7/1/2021,Multnomah,TRUE,July,Total,7/1/2021,Jul-21,350.37,350.37
7/1/2021,Polk,TRUE,July,Total,7/1/2021,Jul-21,10,10
7/1/2021,Yamhill,TRUE,July,Total,7/1/2021,Jul-21,167.4,167.4
8/1/2021,Deschutes,TRUE,August,Total,8/1/2021,Aug-21,463.76,463.76
8/1/2021,Grant,TRUE,August,Total,8/1/2021,Aug-21,84.31,84.31
8/1/2021,Multnomah,TRUE,August,Total,8/1/2021,Aug-21,20,20
8/1/2021,Multnomah,TRUE,August,Total,8/1/2021,Aug-21,383.59,383.59
9/1/2021,Coos,TRUE,September,Total,9/1/2021,Sep-21,1.4,1.4
9/1/2021,Deschutes,TRUE,September,Total,9/1/2021,Sep-21,198.31,198.31
9/1/2021,Grant,TRUE,September,Total,9/1/2021,Sep-21,146.85,146.85
9/1/2021,Malheur,TRUE,September,Total,9/1/2021,Sep-21,171.17,171.17
9/1/2021,Multnomah,TRUE,September,Total,9/1/2021,Sep-21,33.33,33.33
9/1/2021,Multnomah,TRUE,September,Total,9/1/2021,Sep-21,268.58,268.58
9/1/2021,Wasco,TRUE,September,Total,9/1/2021,Sep-21,81,81
10/1/2021,Deschutes,TRUE,October,Total,10/1/2021,Oct-21,320.67,320.67
10/1/2021,Grant,TRUE,October,Total,10/1/2021,Oct-21,52.97,52.97
10/1/2021,Lane,TRUE,October,Total,10/1/2021,Oct-21,280.41,280.41
10/1/2021,Lincoln,TRUE,October,Total,10/1/2021,Oct-21,99.8,99.8
10/1/2021,Malheur,TRUE,October,Total,10/1/2021,Oct-21,577.4,577.4
10/1/2021,Marion,TRUE,October,Total,10/1/2021,Oct-21,21,21
10/1/2021,Multnomah,TRUE,October,Total,10/1/2021,Oct-21,490.34,490.34
10/1/2021,Wasco,TRUE,October,Total,10/1/2021,Oct-21,63,63
11/1/2021,Coos,TRUE,November,Total,11/1/2021,Nov-21,14,14
11/1/2021,Deschutes,TRUE,November,Total,11/1/2021,Nov-21,334.2,334.2
11/1/2021,Grant,TRUE,November,Total,11/1/2021,Nov-21,21.43,21.43
11/1/2021,Lane,TRUE,November,Total,11/1/2021,Nov-21,160.07,160.07
11/1/2021,Lincoln,TRUE,November,Total,11/1/2021,Nov-21,74.15,74.15
11/1/2021,Malheur,TRUE,November,Total,11/1/2021,Nov-21,90.93,90.93
11/1/2021,Marion,TRUE,November,Total,11/1/2021,Nov-21,268.67,268.67
11/1/2021,Multnomah,TRUE,November,Total,11/1/2021,Nov-21,10,10
11/1/2021,Multnomah,TRUE,November,Total,11/1/2021,Nov-21,539.41,539.41
11/1/2021,Wasco,TRUE,November,Total,11/1/2021,Nov-21,164,164
11/1/2021,Yamhill,TRUE,November,Total,11/1/2021,Nov-21,4.95,4.95
12/1/2021,Coos,TRUE,December,Total,12/1/2021,Dec-21,14,14
12/1/2021,Deschutes,TRUE,December,Total,12/1/2021,Dec-21,118,118
12/1/2021,Grant,TRUE,December,Total,12/1/2021,Dec-21,29.39,29.39
12/1/2021,Lane,TRUE,December,Total,12/1/2021,Dec-21,364.37,364.37
12/1/2021,Lincoln,TRUE,December,Total,12/1/2021,Dec-21,55.5,55.5
12/1/2021,Marion,TRUE,December,Total,12/1/2021,Dec-21,67.66,67.66
12/1/2021,Marion,TRUE,December,Total,12/1/2021,Dec-21,184.18,184.18
12/1/2021,Multnomah,TRUE,December,Total,12/1/2021,Dec-21,381,381
12/1/2021,Wasco,TRUE,December,Total,12/1/2021,Dec-21,117,117
1/1/2021,Baker,TRUE,January,Total,1/1/2021,Jan-21,869.06,869.06
1/1/2021,Benton,TRUE,January,Total,1/1/2021,Jan-21,42.2,42.2
1/1/2021,Benton,TRUE,January,Total,1/1/2021,Jan-21,3493.2,3493.2
1/1/2021,Clackamas,TRUE,January,Total,1/1/2021,Jan-21,45,45
1/1/2021,Clackamas,TRUE,January,Total,1/1/2021,Jan-21,51992.81,51992.81
1/1/2021,Clatsop,TRUE,January,Total,1/1/2021,Jan-21,14275.82,14275.82
1/1/2021,Columbia,TRUE,January,Total,1/1/2021,Jan-21,12776.61,12776.61
1/1/2021,Coos,TRUE,January,Total,1/1/2021,Jan-21,13694.27,13694.27
1/1/2021,Curry,TRUE,January,Total,1/1/2021,Jan-21,21482.64,21482.64
1/1/2021,Deschutes,TRUE,January,Total,1/1/2021,Jan-21,807.13,807.13
1/1/2021,Deschutes,TRUE,January,Total,1/1/2021,Jan-21,53828.41,53828.41
1/1/2021,Douglas,TRUE,January,Total,1/1/2021,Jan-21,21378.92,21378.92
1/1/2021,Grant,TRUE,January,Total,1/1/2021,Jan-21,837.09,837.09
1/1/2021,Harney,TRUE,January,Total,1/1/2021,Jan-21,1217.39,1217.39
1/1/2021,Hood River,TRUE,January,Total,1/1/2021,Jan-21,167,167
1/1/2021,Hood River,TRUE,January,Total,1/1/2021,Jan-21,7636.97,7636.97
1/1/2021,Jackson,TRUE,January,Total,1/1/2021,Jan-21,80,80
1/1/2021,Jackson,TRUE,January,Total,1/1/2021,Jan-21,43456.1,43456.1
1/1/2021,Jefferson,TRUE,January,Total,1/1/2021,Jan-21,4303.55,4303.55
1/1/2021,Josephine,TRUE,January,Total,1/1/2021,Jan-21,20,20
1/1/2021,Josephine,TRUE,January,Total,1/1/2021,Jan-21,9888.17,9888.17
1/1/2021,Klamath,TRUE,January,Total,1/1/2021,Jan-21,9174.94,9174.94
1/1/2021,Lake,TRUE,January,Total,1/1/2021,Jan-21,520.06,520.06
1/1/2021,Lane,TRUE,January,Total,1/1/2021,Jan-21,2939.92,2939.92
1/1/2021,Lane,TRUE,January,Total,1/1/2021,Jan-21,91468.68,91468.68
1/1/2021,Lincoln,TRUE,January,Total,1/1/2021,Jan-21,27794.77,27794.77
1/1/2021,Linn,TRUE,January,Total,1/1/2021,Jan-21,9873.31,9873.31
1/1/2021,Malheur,TRUE,January,Total,1/1/2021,Jan-21,9885.57,9885.57
1/1/2021,Marion,TRUE,January,Total,1/1/2021,Jan-21,1157.44,1157.44
1/1/2021,Marion,TRUE,January,Total,1/1/2021,Jan-21,53591.87,53591.87
1/1/2021,Multnomah,TRUE,January,Total,1/1/2021,Jan-21,2776.2,2776.2
1/1/2021,Multnomah,TRUE,January,Total,1/1/2021,Jan-21,132802.74,132802.74
1/1/2021,Polk,TRUE,January,Total,1/1/2021,Jan-21,8148.69,8148.69
1/1/2021,Tillamook,TRUE,January,Total,1/1/2021,Jan-21,5886.34,5886.34
1/1/2021,Umatilla,TRUE,January,Total,1/1/2021,Jan-21,10702.18,10702.18
1/1/2021,Wallowa,TRUE,January,Total,1/1/2021,Jan-21,550.04,550.04
1/1/2021,Wasco,TRUE,January,Total,1/1/2021,Jan-21,3750.87,3750.87
1/1/2021,Washington,TRUE,January,Total,1/1/2021,Jan-21,78608.42,78608.42
1/1/2021,Yamhill,TRUE,January,Total,1/1/2021,Jan-21,14566.7,14566.7
2/1/2021,Baker,TRUE,February,Total,2/1/2021,Feb-21,684.68,684.68
2/1/2021,Benton,TRUE,February,Total,2/1/2021,Feb-21,53.2,53.2
2/1/2021,Benton,TRUE,February,Total,2/1/2021,Feb-21,2800.8,2800.8
2/1/2021,Clackamas,TRUE,February,Total,2/1/2021,Feb-21,82,82
2/1/2021,Clackamas,TRUE,February,Total,2/1/2021,Feb-21,40823.37,40823.37
2/1/2021,Clatsop,TRUE,February,Total,2/1/2021,Feb-21,11680.11,11680.11
2/1/2021,Columbia,TRUE,February,Total,2/1/2021,Feb-21,12480.4,12480.4
2/1/2021,Coos,TRUE,February,Total,2/1/2021,Feb-21,13372.06,13372.06
2/1/2021,Curry,TRUE,February,Total,2/1/2021,Feb-21,14516.58,14516.58
2/1/2021,Deschutes,TRUE,February,Total,2/1/2021,Feb-21,331.67,331.67
2/1/2021,Deschutes,TRUE,February,Total,2/1/2021,Feb-21,50674.96,50674.96
2/1/2021,Douglas,TRUE,February,Total,2/1/2021,Feb-21,20348.32,20348.32
2/1/2021,Grant,TRUE,February,Total,2/1/2021,Feb-21,863.25,863.25
2/1/2021,Harney,TRUE,February,Total,2/1/2021,Feb-21,1006.77,1006.77
2/1/2021,Hood River,TRUE,February,Total,2/1/2021,Feb-21,54.58,54.58
2/1/2021,Hood River,TRUE,February,Total,2/1/2021,Feb-21,6673.81,6673.81
2/1/2021,Jackson,TRUE,February,Total,2/1/2021,Feb-21,63,63
2/1/2021,Jackson,TRUE,February,Total,2/1/2021,Feb-21,42941.69,42941.69
2/1/2021,Jefferson,TRUE,February,Total,2/1/2021,Feb-21,2880.69,2880.69
2/1/2021,Josephine,TRUE,February,Total,2/1/2021,Feb-21,5,5
2/1/2021,Josephine,TRUE,February,Total,2/1/2021,Feb-21,9870.3,9870.3
2/1/2021,Klamath,TRUE,February,Total,2/1/2021,Feb-21,8233.79,8233.79
2/1/2021,Lake,TRUE,February,Total,2/1/2021,Feb-21,393.2,393.2
2/1/2021,Lane,TRUE,February,Total,2/1/2021,Feb-21,2485.15,2485.15
2/1/2021,Lane,TRUE,February,Total,2/1/2021,Feb-21,82063.02,82063.02
2/1/2021,Lincoln,TRUE,February,Total,2/1/2021,Feb-21,22261.06,22261.06
2/1/2021,Linn,TRUE,February,Total,2/1/2021,Feb-21,10083.76,10083.76
2/1/2021,Malheur,TRUE,February,Total,2/1/2021,Feb-21,10501.74,10501.74
2/1/2021,Marion,TRUE,February,Total,2/1/2021,Feb-21,718.92,718.92
2/1/2021,Marion,TRUE,February,Total,2/1/2021,Feb-21,40306.23,40306.23
2/1/2021,Multnomah,TRUE,February,Total,2/1/2021,Feb-21,3196.73,3196.73
2/1/2021,Multnomah,TRUE,February,Total,2/1/2021,Feb-21,112271.77,112271.77
2/1/2021,Polk,TRUE,February,Total,2/1/2021,Feb-21,7763.52,7763.52
2/1/2021,Tillamook,TRUE,February,Total,2/1/2021,Feb-21,7206.4,7206.4
2/1/2021,Umatilla,TRUE,February,Total,2/1/2021,Feb-21,10056.99,10056.99
2/1/2021,Wallowa,TRUE,February,Total,2/1/2021,Feb-21,320.84,320.84
2/1/2021,Wasco,TRUE,February,Total,2/1/2021,Feb-21,4026.62,4026.62
2/1/2021,Washington,TRUE,February,Total,2/1/2021,Feb-21,65660.48,65660.48
2/1/2021,Yamhill,TRUE,February,Total,2/1/2021,Feb-21,14027.38,14027.38
3/1/2021,Baker,TRUE,March,Total,3/1/2021,Mar-21,779.26,779.26
3/1/2021,Benton,TRUE,March,Total,3/1/2021,Mar-21,11.9,11.9
3/1/2021,Benton,TRUE,March,Total,3/1/2021,Mar-21,5000.35,5000.35
3/1/2021,Clackamas,TRUE,March,Total,3/1/2021,Mar-21,57.08,57.08
3/1/2021,Clackamas,TRUE,March,Total,3/1/2021,Mar-21,56100.83,56100.83
3/1/2021,Clatsop,TRUE,March,Total,3/1/2021,Mar-21,17757.96,17757.96
3/1/2021,Columbia,TRUE,March,Total,3/1/2021,Mar-21,14097.39,14097.39
3/1/2021,Coos,TRUE,March,Total,3/1/2021,Mar-21,15592.54,15592.54
3/1/2021,Curry,TRUE,March,Total,3/1/2021,Mar-21,22505.94,22505.94
3/1/2021,Deschutes,TRUE,March,Total,3/1/2021,Mar-21,706.64,706.64
3/1/2021,Deschutes,TRUE,March,Total,3/1/2021,Mar-21,57281.51,57281.51
3/1/2021,Douglas,TRUE,March,Total,3/1/2021,Mar-21,25418.98,25418.98
3/1/2021,Grant,TRUE,March,Total,3/1/2021,Mar-21,1060.55,1060.55
3/1/2021,Harney,TRUE,March,Total,3/1/2021,Mar-21,1938.06,1938.06
3/1/2021,Hood River,TRUE,March,Total,3/1/2021,Mar-21,8815.3,8815.3
3/1/2021,Jackson,TRUE,March,Total,3/1/2021,Mar-21,34,34
3/1/2021,Jackson,TRUE,March,Total,3/1/2021,Mar-21,51566.04,51566.04
3/1/2021,Jefferson,TRUE,March,Total,3/1/2021,Mar-21,4223.88,4223.88
3/1/2021,Josephine,TRUE,March,Total,3/1/2021,Mar-21,10393.44,10393.44
3/1/2021,Klamath,TRUE,March,Total,3/1/2021,Mar-21,10057.46,10057.46
3/1/2021,Lake,TRUE,March,Total,3/1/2021,Mar-21,1418.62,1418.62
3/1/2021,Lane,TRUE,March,Total,3/1/2021,Mar-21,2421.54,2421.54
3/1/2021,Lane,TRUE,March,Total,3/1/2021,Mar-21,102345.57,102345.57
3/1/2021,Lincoln,TRUE,March,Total,3/1/2021,Mar-21,30352.6,30352.6
3/1/2021,Linn,TRUE,March,Total,3/1/2021,Mar-21,14304.15,14304.15
3/1/2021,Malheur,TRUE,March,Total,3/1/2021,Mar-21,13743.25,13743.25
3/1/2021,Marion,TRUE,March,Total,3/1/2021,Mar-21,892.75,892.75
3/1/2021,Marion,TRUE,March,Total,3/1/2021,Mar-21,60154.66,60154.66
3/1/2021,Multnomah,TRUE,March,Total,3/1/2021,Mar-21,3883.91,3883.91
3/1/2021,Multnomah,TRUE,March,Total,3/1/2021,Mar-21,147635.06,147635.06
3/1/2021,Polk,TRUE,March,Total,3/1/2021,Mar-21,10400.66,10400.66
3/1/2021,Tillamook,TRUE,March,Total,3/1/2021,Mar-21,9859.1,9859.1
3/1/2021,Umatilla,TRUE,March,Total,3/1/2021,Mar-21,15345.94,15345.94
3/1/2021,Wallowa,TRUE,March,Total,3/1/2021,Mar-21,301.28,301.28
3/1/2021,Wasco,TRUE,March,Total,3/1/2021,Mar-21,5727.41,5727.41
3/1/2021,Washington,TRUE,March,Total,3/1/2021,Mar-21,80319.95,80319.95
3/1/2021,Yamhill,TRUE,March,Total,3/1/2021,Mar-21,16588.98,16588.98
4/1/2021,Baker,TRUE,April,Total,4/1/2021,Apr-21,1079.44,1079.44
4/1/2021,Benton,TRUE,April,Total,4/1/2021,Apr-21,45,45
4/1/2021,Benton,TRUE,April,Total,4/1/2021,Apr-21,3902.4,3902.4
4/1/2021,Clackamas,TRUE,April,Total,4/1/2021,Apr-21,45,45
4/1/2021,Clackamas,TRUE,April,Total,4/1/2021,Apr-21,55542.87,55542.87
4/1/2021,Clatsop,TRUE,April,Total,4/1/2021,Apr-21,16439.82,16439.82
4/1/2021,Columbia,TRUE,April,Total,4/1/2021,Apr-21,14520.28,14520.28
4/1/2021,Coos,TRUE,April,Total,4/1/2021,Apr-21,15948.8,15948.8
4/1/2021,Curry,TRUE,April,Total,4/1/2021,Apr-21,21792.14,21792.14
4/1/2021,Deschutes,TRUE,April,Total,4/1/2021,Apr-21,527.22,527.22
4/1/2021,Deschutes,TRUE,April,Total,4/1/2021,Apr-21,54264.83,54264.83
4/1/2021,Douglas,TRUE,April,Total,4/1/2021,Apr-21,5,5
4/1/2021,Douglas,TRUE,April,Total,4/1/2021,Apr-21,25359.5,25359.5
4/1/2021,Grant,TRUE,April,Total,4/1/2021,Apr-21,671.47,671.47
4/1/2021,Harney,TRUE,April,Total,4/1/2021,Apr-21,1728.81,1728.81
4/1/2021,Hood River,TRUE,April,Total,4/1/2021,Apr-21,8993.11,8993.11
4/1/2021,Jackson,TRUE,April,Total,4/1/2021,Apr-21,70,70
4/1/2021,Jackson,TRUE,April,Total,4/1/2021,Apr-21,52036.86,52036.86
4/1/2021,Jefferson,TRUE,April,Total,4/1/2021,Apr-21,4296.92,4296.92
4/1/2021,Josephine,TRUE,April,Total,4/1/2021,Apr-21,13894.06,13894.06
4/1/2021,Klamath,TRUE,April,Total,4/1/2021,Apr-21,9044.68,9044.68
4/1/2021,Lake,TRUE,April,Total,4/1/2021,Apr-21,885.53,885.53
4/1/2021,Lane,TRUE,April,Total,4/1/2021,Apr-21,3541.53,3541.53
4/1/2021,Lane,TRUE,April,Total,4/1/2021,Apr-21,103027.77,103027.77
4/1/2021,Lincoln,TRUE,April,Total,4/1/2021,Apr-21,30377.87,30377.87
4/1/2021,Linn,TRUE,April,Total,4/1/2021,Apr-21,6,6
4/1/2021,Linn,TRUE,April,Total,4/1/2021,Apr-21,16603.99,16603.99
4/1/2021,Malheur,TRUE,April,Total,4/1/2021,Apr-21,18708.62,18708.62
4/1/2021,Marion,TRUE,April,Total,4/1/2021,Apr-21,1218.92,1218.92
4/1/2021,Marion,TRUE,April,Total,4/1/2021,Apr-21,57880.97,57880.97
4/1/2021,Multnomah,TRUE,April,Total,4/1/2021,Apr-21,4801.58,4801.58
4/1/2021,Multnomah,TRUE,April,Total,4/1/2021,Apr-21,145619.32,145619.32
4/1/2021,Polk,TRUE,April,Total,4/1/2021,Apr-21,9911.14,9911.14
4/1/2021,Tillamook,TRUE,April,Total,4/1/2021,Apr-21,9365.86,9365.86
4/1/2021,Umatilla,TRUE,April,Total,4/1/2021,Apr-21,12577.16,12577.16
4/1/2021,Wallowa,TRUE,April,Total,4/1/2021,Apr-21,304.61,304.61
4/1/2021,Wasco,TRUE,April,Total,4/1/2021,Apr-21,4911.39,4911.39
4/1/2021,Washington,TRUE,April,Total,4/1/2021,Apr-21,85825.35,85825.35
4/1/2021,Yamhill,TRUE,April,Total,4/1/2021,Apr-21,15186.51,15186.51
5/1/2021,Baker,TRUE,May,Total,5/1/2021,May-21,735.06,735.06
5/1/2021,Benton,TRUE,May,Total,5/1/2021,May-21,21,21
5/1/2021,Benton,TRUE,May,Total,5/1/2021,May-21,5170.8,5170.8
5/1/2021,Clackamas,TRUE,May,Total,5/1/2021,May-21,148.66,148.66
5/1/2021,Clackamas,TRUE,May,Total,5/1/2021,May-21,53525.78,53525.78
5/1/2021,Clatsop,TRUE,May,Total,5/1/2021,May-21,15607.99,15607.99
5/1/2021,Columbia,TRUE,May,Total,5/1/2021,May-21,13647.38,13647.38
5/1/2021,Coos,TRUE,May,Total,5/1/2021,May-21,13811.12,13811.12
5/1/2021,Curry,TRUE,May,Total,5/1/2021,May-21,20640.41,20640.41
5/1/2021,Deschutes,TRUE,May,Total,5/1/2021,May-21,493,493
5/1/2021,Deschutes,TRUE,May,Total,5/1/2021,May-21,53165.37,53165.37
5/1/2021,Douglas,TRUE,May,Total,5/1/2021,May-21,23990.15,23990.15
5/1/2021,Grant,TRUE,May,Total,5/1/2021,May-21,592.41,592.41
5/1/2021,Harney,TRUE,May,Total,5/1/2021,May-21,1259.2,1259.2
5/1/2021,Hood River,TRUE,May,Total,5/1/2021,May-21,9243.08,9243.08
5/1/2021,Jackson,TRUE,May,Total,5/1/2021,May-21,46487.84,46487.84
5/1/2021,Jefferson,TRUE,May,Total,5/1/2021,May-21,3250.97,3250.97
5/1/2021,Josephine,TRUE,May,Total,5/1/2021,May-21,10797.57,10797.57
5/1/2021,Klamath,TRUE,May,Total,5/1/2021,May-21,9039.2,9039.2
5/1/2021,Lake,TRUE,May,Total,5/1/2021,May-21,766.62,766.62
5/1/2021,Lane,TRUE,May,Total,5/1/2021,May-21,2786.52,2786.52
5/1/2021,Lane,TRUE,May,Total,5/1/2021,May-21,94192.76,94192.76
5/1/2021,Lincoln,TRUE,May,Total,5/1/2021,May-21,30712.31,30712.31
5/1/2021,Linn,TRUE,May,Total,5/1/2021,May-21,13136.9,13136.9
5/1/2021,Malheur,TRUE,May,Total,5/1/2021,May-21,11521.43,11521.43
5/1/2021,Marion,TRUE,May,Total,5/1/2021,May-21,985.5,985.5
5/1/2021,Marion,TRUE,May,Total,5/1/2021,May-21,53915.27,53915.27
5/1/2021,Multnomah,TRUE,May,Total,5/1/2021,May-21,3356.44,3356.44
5/1/2021,Multnomah,TRUE,May,Total,5/1/2021,May-21,136855.59,136855.59
5/1/2021,Polk,TRUE,May,Total,5/1/2021,May-21,9085.7,9085.7
5/1/2021,Tillamook,TRUE,May,Total,5/1/2021,May-21,10606.35,10606.35
5/1/2021,Umatilla,TRUE,May,Total,5/1/2021,May-21,11237.56,11237.56
5/1/2021,Wallowa,TRUE,May,Total,5/1/2021,May-21,416.48,416.48
5/1/2021,Wasco,TRUE,May,Total,5/1/2021,May-21,4359.34,4359.34
5/1/2021,Washington,TRUE,May,Total,5/1/2021,May-21,73904.11,73904.11
5/1/2021,Yamhill,TRUE,May,Total,5/1/2021,May-21,14853.02,14853.02
6/1/2021,Baker,TRUE,June,Total,6/1/2021,Jun-21,732.78,732.78
6/1/2021,Benton,TRUE,June,Total,6/1/2021,Jun-21,3,3
6/1/2021,Benton,TRUE,June,Total,6/1/2021,Jun-21,6689.76,6689.76
6/1/2021,Clackamas,TRUE,June,Total,6/1/2021,Jun-21,20,20
6/1/2021,Clackamas,TRUE,June,Total,6/1/2021,Jun-21,46671.5,46671.5
6/1/2021,Clatsop,TRUE,June,Total,6/1/2021,Jun-21,16047.49,16047.49
6/1/2021,Columbia,TRUE,June,Total,6/1/2021,Jun-21,12573.1,12573.1
6/1/2021,Coos,TRUE,June,Total,6/1/2021,Jun-21,13326.1,13326.1
6/1/2021,Curry,TRUE,June,Total,6/1/2021,Jun-21,20451.48,20451.48
6/1/2021,Deschutes,TRUE,June,Total,6/1/2021,Jun-21,253,253
6/1/2021,Deschutes,TRUE,June,Total,6/1/2021,Jun-21,53418.77,53418.77
6/1/2021,Douglas,TRUE,June,Total,6/1/2021,Jun-21,9.6,9.6
6/1/2021,Douglas,TRUE,June,Total,6/1/2021,Jun-21,23780.19,23780.19
6/1/2021,Grant,TRUE,June,Total,6/1/2021,Jun-21,293,293
6/1/2021,Harney,TRUE,June,Total,6/1/2021,Jun-21,2078.03,2078.03
6/1/2021,Hood River,TRUE,June,Total,6/1/2021,Jun-21,8253.23,8253.23
6/1/2021,Jackson,TRUE,June,Total,6/1/2021,Jun-21,45625.93,45625.93
6/1/2021,Jefferson,TRUE,June,Total,6/1/2021,Jun-21,3335.07,3335.07
6/1/2021,Josephine,TRUE,June,Total,6/1/2021,Jun-21,27,27
6/1/2021,Josephine,TRUE,June,Total,6/1/2021,Jun-21,10172.89,10172.89
6/1/2021,Klamath,TRUE,June,Total,6/1/2021,Jun-21,7485.89,7485.89
6/1/2021,Lake,TRUE,June,Total,6/1/2021,Jun-21,704.55,704.55
6/1/2021,Lane,TRUE,June,Total,6/1/2021,Jun-21,2213.08,2213.08
6/1/2021,Lane,TRUE,June,Total,6/1/2021,Jun-21,91615.14,91615.14
6/1/2021,Lincoln,TRUE,June,Total,6/1/2021,Jun-21,32056.48,32056.48
6/1/2021,Linn,TRUE,June,Total,6/1/2021,Jun-21,15133.29,15133.29
6/1/2021,Malheur,TRUE,June,Total,6/1/2021,Jun-21,12234.22,12234.22
6/1/2021,Marion,TRUE,June,Total,6/1/2021,Jun-21,421.88,421.88
6/1/2021,Marion,TRUE,June,Total,6/1/2021,Jun-21,49032.88,49032.88
6/1/2021,Multnomah,TRUE,June,Total,6/1/2021,Jun-21,2492.32,2492.32
