Date,County,Date in Selected Range Filter,Month Name,Product Detail Selector,Month Year,Tooltip Date,Sales,Sales Detail
4/1/2017,Curry,TRUE,April,Total,4/1/2017,Apr-17,289453.25,289453.25
4/1/2017,Deschutes,TRUE,April,Total,4/1/2017,Apr-17,1116.26,1116.26
4/1/2017,Deschutes,TRUE,April,Total,4/1/2017,Apr-17,1297594.22,1297594.22
4/1/2017,Douglas,TRUE,April,Total,4/1/2017,Apr-17,297198.31,297198.31
4/1/2017,Hood River,TRUE,April,Total,4/1/2017,Apr-17,154503.06,154503.06
4/1/2017,Jackson,TRUE,April,Total,4/1/2017,Apr-17,1028254.45,1028254.45
4/1/2017,Jefferson,TRUE,April,Total,4/1/2017,Apr-17,118578.02,118578.02
4/1/2017,Josephine,TRUE,April,Total,4/1/2017,Apr-17,161063.3,161063.3
4/1/2017,Lane,TRUE,April,Total,4/1/2017,Apr-17,6568.35,6568.35
4/1/2017,Lane,TRUE,April,Total,4/1/2017,Apr-17,2601783.2,2601783.2
4/1/2017,Lincoln,TRUE,April,Total,4/1/2017,Apr-17,533641.04,533641.04
4/1/2017,Linn,TRUE,April,Total,4/1/2017,Apr-17,907.12,907.12
4/1/2017,Linn,TRUE,April,Total,4/1/2017,Apr-17,325356.52,325356.52
4/1/2017,Marion,TRUE,April,Total,4/1/2017,Apr-17,1660042.6,1660042.6
4/1/2017,Multnomah,TRUE,April,Total,4/1/2017,Apr-17,6206.81,6206.81
4/1/2017,Multnomah,TRUE,April,Total,4/1/2017,Apr-17,8780544.54,8780544.54
4/1/2017,Polk,TRUE,April,Total,4/1/2017,Apr-17,239904.8,239904.8
4/1/2017,Tillamook,TRUE,April,Total,4/1/2017,Apr-17,239168.83,239168.83
4/1/2017,Umatilla,TRUE,April,Total,4/1/2017,Apr-17,171699.4,171699.4
4/1/2017,Wasco,TRUE,April,Total,4/1/2017,Apr-17,91017.88,91017.88
4/1/2017,Washington,TRUE,April,Total,4/1/2017,Apr-17,2555063.12,2555063.12
4/1/2017,Yamhill,TRUE,April,Total,4/1/2017,Apr-17,479529.69,479529.69
5/1/2017,Baker,TRUE,May,Total,5/1/2017,May-17,722936.83,722936.83
5/1/2017,Benton,TRUE,May,Total,5/1/2017,May-17,569517.36,569517.36
5/1/2017,Clackamas,TRUE,May,Total,5/1/2017,May-17,1042645.19,1042645.19
5/1/2017,Clatsop,TRUE,May,Total,5/1/2017,May-17,142,142
5/1/2017,Clatsop,TRUE,May,Total,5/1/2017,May-17,381261.03,381261.03
5/1/2017,Columbia,TRUE,May,Total,5/1/2017,May-17,260866.01,260866.01
5/1/2017,Coos,TRUE,May,Total,5/1/2017,May-17,378604.15,378604.15
5/1/2017,Curry,TRUE,May,Total,5/1/2017,May-17,312581.24,312581.24
5/1/2017,Deschutes,TRUE,May,Total,5/1/2017,May-17,1616.19,1616.19
5/1/2017,Deschutes,TRUE,May,Total,5/1/2017,May-17,1351339.09,1351339.09
5/1/2017,Douglas,TRUE,May,Total,5/1/2017,May-17,306802.12,306802.12
5/1/2017,Hood River,TRUE,May,Total,5/1/2017,May-17,168979.28,168979.28
5/1/2017,Jackson,TRUE,May,Total,5/1/2017,May-17,1077379.71,1077379.71
5/1/2017,Jefferson,TRUE,May,Total,5/1/2017,May-17,120207.89,120207.89
5/1/2017,Josephine,TRUE,May,Total,5/1/2017,May-17,226391.64,226391.64
5/1/2017,Lane,TRUE,May,Total,5/1/2017,May-17,7324.04,7324.04
5/1/2017,Lane,TRUE,May,Total,5/1/2017,May-17,2636863.86,2636863.86
5/1/2017,Lincoln,TRUE,May,Total,5/1/2017,May-17,569169.01,569169.01
5/1/2017,Linn,TRUE,May,Total,5/1/2017,May-17,488.75,488.75
5/1/2017,Linn,TRUE,May,Total,5/1/2017,May-17,378303.99,378303.99
5/1/2017,Marion,TRUE,May,Total,5/1/2017,May-17,100,100
5/1/2017,Marion,TRUE,May,Total,5/1/2017,May-17,1706920.92,1706920.92
5/1/2017,Multnomah,TRUE,May,Total,5/1/2017,May-17,6746.3,6746.3
5/1/2017,Multnomah,TRUE,May,Total,5/1/2017,May-17,8825306.06,8825306.06
5/1/2017,Polk,TRUE,May,Total,5/1/2017,May-17,236216.22,236216.22
5/1/2017,Tillamook,TRUE,May,Total,5/1/2017,May-17,246678.36,246678.36
5/1/2017,Umatilla,TRUE,May,Total,5/1/2017,May-17,224646.79,224646.79
5/1/2017,Wasco,TRUE,May,Total,5/1/2017,May-17,102224.03,102224.03
5/1/2017,Washington,TRUE,May,Total,5/1/2017,May-17,2655737.11,2655737.11
5/1/2017,Yamhill,TRUE,May,Total,5/1/2017,May-17,489159.17,489159.17
6/1/2017,Baker,TRUE,June,Total,6/1/2017,Jun-17,770455.67,770455.67
6/1/2017,Benton,TRUE,June,Total,6/1/2017,Jun-17,627396.51,627396.51
6/1/2017,Clackamas,TRUE,June,Total,6/1/2017,Jun-17,1080626.26,1080626.26
6/1/2017,Clatsop,TRUE,June,Total,6/1/2017,Jun-17,246.01,246.01
6/1/2017,Clatsop,TRUE,June,Total,6/1/2017,Jun-17,395623.51,395623.51
6/1/2017,Columbia,TRUE,June,Total,6/1/2017,Jun-17,276008.18,276008.18
6/1/2017,Coos,TRUE,June,Total,6/1/2017,Jun-17,408578.4,408578.4
6/1/2017,Curry,TRUE,June,Total,6/1/2017,Jun-17,343139.57,343139.57
6/1/2017,Deschutes,TRUE,June,Total,6/1/2017,Jun-17,2711.46,2711.46
6/1/2017,Deschutes,TRUE,June,Total,6/1/2017,Jun-17,1431676.56,1431676.56
6/1/2017,Douglas,TRUE,June,Total,6/1/2017,Jun-17,331482.7,331482.7
6/1/2017,Hood River,TRUE,June,Total,6/1/2017,Jun-17,185622.23,185622.23
6/1/2017,Jackson,TRUE,June,Total,6/1/2017,Jun-17,1189760.62,1189760.62
6/1/2017,Jefferson,TRUE,June,Total,6/1/2017,Jun-17,129944.58,129944.58
6/1/2017,Josephine,TRUE,June,Total,6/1/2017,Jun-17,265843.75,265843.75
6/1/2017,Lane,TRUE,June,Total,6/1/2017,Jun-17,7116.8,7116.8
6/1/2017,Lane,TRUE,June,Total,6/1/2017,Jun-17,2765543.37,2765543.37
6/1/2017,Lincoln,TRUE,June,Total,6/1/2017,Jun-17,607405.46,607405.46
6/1/2017,Linn,TRUE,June,Total,6/1/2017,Jun-17,412.04,412.04
6/1/2017,Linn,TRUE,June,Total,6/1/2017,Jun-17,455925.1,455925.1
6/1/2017,Marion,TRUE,June,Total,6/1/2017,Jun-17,401,401
6/1/2017,Marion,TRUE,June,Total,6/1/2017,Jun-17,1762592.78,1762592.78
6/1/2017,Multnomah,TRUE,June,Total,6/1/2017,Jun-17,9391.32,9391.32
6/1/2017,Multnomah,TRUE,June,Total,6/1/2017,Jun-17,8944612.71,8944612.71
6/1/2017,Polk,TRUE,June,Total,6/1/2017,Jun-17,246290.84,246290.84
6/1/2017,Tillamook,TRUE,June,Total,6/1/2017,Jun-17,281334.89,281334.89
6/1/2017,Umatilla,TRUE,June,Total,6/1/2017,Jun-17,260186.21,260186.21
6/1/2017,Wasco,TRUE,June,Total,6/1/2017,Jun-17,119226.75,119226.75
6/1/2017,Washington,TRUE,June,Total,6/1/2017,Jun-17,331.4,331.4
6/1/2017,Washington,TRUE,June,Total,6/1/2017,Jun-17,2690118.71,2690118.71
6/1/2017,Yamhill,TRUE,June,Total,6/1/2017,Jun-17,481544.96,481544.96
7/1/2017,Baker,TRUE,July,Total,7/1/2017,Jul-17,811210.69,811210.69
7/1/2017,Benton,TRUE,July,Total,7/1/2017,Jul-17,55,55
7/1/2017,Benton,TRUE,July,Total,7/1/2017,Jul-17,574785.76,574785.76
7/1/2017,Clackamas,TRUE,July,Total,7/1/2017,Jul-17,1214037.28,1214037.28
7/1/2017,Clatsop,TRUE,July,Total,7/1/2017,Jul-17,612.01,612.01
7/1/2017,Clatsop,TRUE,July,Total,7/1/2017,Jul-17,460097.81,460097.81
7/1/2017,Columbia,TRUE,July,Total,7/1/2017,Jul-17,298653.85,298653.85
7/1/2017,Coos,TRUE,July,Total,7/1/2017,Jul-17,428628.31,428628.31
7/1/2017,Curry,TRUE,July,Total,7/1/2017,Jul-17,408301.08,408301.08
7/1/2017,Deschutes,TRUE,July,Total,7/1/2017,Jul-17,2664.46,2664.46
7/1/2017,Deschutes,TRUE,July,Total,7/1/2017,Jul-17,1600809.59,1600809.59
7/1/2017,Douglas,TRUE,July,Total,7/1/2017,Jul-17,350485.8,350485.8
7/1/2017,Hood River,TRUE,July,Total,7/1/2017,Jul-17,216993.07,216993.07
7/1/2017,Jackson,TRUE,July,Total,7/1/2017,Jul-17,1250022.92,1250022.92
7/1/2017,Jefferson,TRUE,July,Total,7/1/2017,Jul-17,137061.86,137061.86
7/1/2017,Josephine,TRUE,July,Total,7/1/2017,Jul-17,337087.54,337087.54
7/1/2017,Lane,TRUE,July,Total,7/1/2017,Jul-17,8414.44,8414.44
7/1/2017,Lane,TRUE,July,Total,7/1/2017,Jul-17,2944163.89,2944163.89
7/1/2017,Lincoln,TRUE,July,Total,7/1/2017,Jul-17,711429.74,711429.74
7/1/2017,Linn,TRUE,July,Total,7/1/2017,Jul-17,508.2,508.2
7/1/2017,Linn,TRUE,July,Total,7/1/2017,Jul-17,513576.59,513576.59
7/1/2017,Marion,TRUE,July,Total,7/1/2017,Jul-17,1206.96,1206.96
7/1/2017,Marion,TRUE,July,Total,7/1/2017,Jul-17,1904144.08,1904144.08
7/1/2017,Multnomah,TRUE,July,Total,7/1/2017,Jul-17,10300.04,10300.04
7/1/2017,Multnomah,TRUE,July,Total,7/1/2017,Jul-17,9451369.56,9451369.56
7/1/2017,Polk,TRUE,July,Total,7/1/2017,Jul-17,258044.58,258044.58
7/1/2017,Tillamook,TRUE,July,Total,7/1/2017,Jul-17,324213.45,324213.45
7/1/2017,Umatilla,TRUE,July,Total,7/1/2017,Jul-17,315428.24,315428.24
7/1/2017,Wasco,TRUE,July,Total,7/1/2017,Jul-17,143009.33,143009.33
7/1/2017,Washington,TRUE,July,Total,7/1/2017,Jul-17,1327.33,1327.33
7/1/2017,Washington,TRUE,July,Total,7/1/2017,Jul-17,2868313.52,2868313.52
7/1/2017,Yamhill,TRUE,July,Total,7/1/2017,Jul-17,528061.64,528061.64
8/1/2017,Baker,TRUE,August,Total,8/1/2017,Aug-17,1004943.21,1004943.21
8/1/2017,Benton,TRUE,August,Total,8/1/2017,Aug-17,21.24,21.24
8/1/2017,Benton,TRUE,August,Total,8/1/2017,Aug-17,573198.81,573198.81
8/1/2017,Clackamas,TRUE,August,Total,8/1/2017,Aug-17,35,35
8/1/2017,Clackamas,TRUE,August,Total,8/1/2017,Aug-17,1371032.36,1371032.36
8/1/2017,Clatsop,TRUE,August,Total,8/1/2017,Aug-17,229,229
8/1/2017,Clatsop,TRUE,August,Total,8/1/2017,Aug-17,491976.95,491976.95
8/1/2017,Columbia,TRUE,August,Total,8/1/2017,Aug-17,306925.67,306925.67
8/1/2017,Coos,TRUE,August,Total,8/1/2017,Aug-17,464100.89,464100.89
8/1/2017,Curry,TRUE,August,Total,8/1/2017,Aug-17,447541.53,447541.53
8/1/2017,Deschutes,TRUE,August,Total,8/1/2017,Aug-17,3100.1,3100.1
8/1/2017,Deschutes,TRUE,August,Total,8/1/2017,Aug-17,1808496.71,1808496.71
8/1/2017,Douglas,TRUE,August,Total,8/1/2017,Aug-17,377099.17,377099.17
8/1/2017,Harney,TRUE,August,Total,8/1/2017,Aug-17,20564.19,20564.19
8/1/2017,Hood River,TRUE,August,Total,8/1/2017,Aug-17,223017.66,223017.66
8/1/2017,Jackson,TRUE,August,Total,8/1/2017,Aug-17,1361595.94,1361595.94
8/1/2017,Jefferson,TRUE,August,Total,8/1/2017,Aug-17,159961.39,159961.39
8/1/2017,Josephine,TRUE,August,Total,8/1/2017,Aug-17,381810.18,381810.18
8/1/2017,Lane,TRUE,August,Total,8/1/2017,Aug-17,6233.87,6233.87
8/1/2017,Lane,TRUE,August,Total,8/1/2017,Aug-17,3124656.01,3124656.01
8/1/2017,Lincoln,TRUE,August,Total,8/1/2017,Aug-17,779036.62,779036.62
8/1/2017,Linn,TRUE,August,Total,8/1/2017,Aug-17,1012,1012
8/1/2017,Linn,TRUE,August,Total,8/1/2017,Aug-17,617475.27,617475.27
8/1/2017,Marion,TRUE,August,Total,8/1/2017,Aug-17,2831.94,2831.94
8/1/2017,Marion,TRUE,August,Total,8/1/2017,Aug-17,2059216.15,2059216.15
8/1/2017,Multnomah,TRUE,August,Total,8/1/2017,Aug-17,18304.83,18304.83
8/1/2017,Multnomah,TRUE,August,Total,8/1/2017,Aug-17,9824802.75,9824802.75
8/1/2017,Polk,TRUE,August,Total,8/1/2017,Aug-17,287731.73,287731.73
8/1/2017,Tillamook,TRUE,August,Total,8/1/2017,Aug-17,337504.57,337504.57
8/1/2017,Umatilla,TRUE,August,Total,8/1/2017,Aug-17,361271.92,361271.92
8/1/2017,Wasco,TRUE,August,Total,8/1/2017,Aug-17,155810.02,155810.02
8/1/2017,Washington,TRUE,August,Total,8/1/2017,Aug-17,1568.95,1568.95
8/1/2017,Washington,TRUE,August,Total,8/1/2017,Aug-17,2854902.95,2854902.95
8/1/2017,Yamhill,TRUE,August,Total,8/1/2017,Aug-17,581437.05,581437.05
9/1/2017,Baker,TRUE,September,Total,9/1/2017,Sep-17,1127392.85,1127392.85
9/1/2017,Benton,TRUE,September,Total,9/1/2017,Sep-17,952.5,952.5
9/1/2017,Benton,TRUE,September,Total,9/1/2017,Sep-17,555120.75,555120.75
9/1/2017,Clackamas,TRUE,September,Total,9/1/2017,Sep-17,211.58,211.58
9/1/2017,Clackamas,TRUE,September,Total,9/1/2017,Sep-17,1355905.39,1355905.39
9/1/2017,Clatsop,TRUE,September,Total,9/1/2017,Sep-17,216.52,216.52
9/1/2017,Clatsop,TRUE,September,Total,9/1/2017,Sep-17,488093.41,488093.41
9/1/2017,Columbia,TRUE,September,Total,9/1/2017,Sep-17,293363.98,293363.98
9/1/2017,Coos,TRUE,September,Total,9/1/2017,Sep-17,468255.82,468255.82
9/1/2017,Curry,TRUE,September,Total,9/1/2017,Sep-17,417295.79,417295.79
9/1/2017,Deschutes,TRUE,September,Total,9/1/2017,Sep-17,2944.02,2944.02
9/1/2017,Deschutes,TRUE,September,Total,9/1/2017,Sep-17,1602688.36,1602688.36
9/1/2017,Douglas,TRUE,September,Total,9/1/2017,Sep-17,393058.51,393058.51
9/1/2017,Harney,TRUE,September,Total,9/1/2017,Sep-17,44245.46,44245.46
9/1/2017,Hood River,TRUE,September,Total,9/1/2017,Sep-17,181173.36,181173.36
9/1/2017,Jackson,TRUE,September,Total,9/1/2017,Sep-17,1330494.91,1330494.91
9/1/2017,Jefferson,TRUE,September,Total,9/1/2017,Sep-17,138894.61,138894.61
9/1/2017,Josephine,TRUE,September,Total,9/1/2017,Sep-17,358304.2,358304.2
9/1/2017,Lane,TRUE,September,Total,9/1/2017,Sep-17,11359.47,11359.47
9/1/2017,Lane,TRUE,September,Total,9/1/2017,Sep-17,3013906.79,3013906.79
9/1/2017,Lincoln,TRUE,September,Total,9/1/2017,Sep-17,678787.62,678787.62
9/1/2017,Linn,TRUE,September,Total,9/1/2017,Sep-17,4.17,4.17
9/1/2017,Linn,TRUE,September,Total,9/1/2017,Sep-17,682,682
9/1/2017,Linn,TRUE,September,Total,9/1/2017,Sep-17,606713.04,606713.04
9/1/2017,Marion,TRUE,September,Total,9/1/2017,Sep-17,4581.91,4581.91
9/1/2017,Marion,TRUE,September,Total,9/1/2017,Sep-17,2058839.06,2058839.06
9/1/2017,Multnomah,TRUE,September,Total,9/1/2017,Sep-17,18771.68,18771.68
9/1/2017,Multnomah,TRUE,September,Total,9/1/2017,Sep-17,9451885.43,9451885.43
9/1/2017,Polk,TRUE,September,Total,9/1/2017,Sep-17,282925.07,282925.07
9/1/2017,Tillamook,TRUE,September,Total,9/1/2017,Sep-17,320994.31,320994.31
9/1/2017,Umatilla,TRUE,September,Total,9/1/2017,Sep-17,397173.83,397173.83
9/1/2017,Wasco,TRUE,September,Total,9/1/2017,Sep-17,169162.47,169162.47
9/1/2017,Washington,TRUE,September,Total,9/1/2017,Sep-17,2644.49,2644.49
9/1/2017,Washington,TRUE,September,Total,9/1/2017,Sep-17,3094827.99,3094827.99
9/1/2017,Yamhill,TRUE,September,Total,9/1/2017,Sep-17,578687.66,578687.66
10/1/2017,Baker,TRUE,October,Total,10/1/2017,Oct-17,1046157.88,1046157.88
10/1/2017,Benton,TRUE,October,Total,10/1/2017,Oct-17,449.49,449.49
10/1/2017,Benton,TRUE,October,Total,10/1/2017,Oct-17,533561.7,533561.7
10/1/2017,Clackamas,TRUE,October,Total,10/1/2017,Oct-17,210.74,210.74
10/1/2017,Clackamas,TRUE,October,Total,10/1/2017,Oct-17,1193381.74,1193381.74
10/1/2017,Clatsop,TRUE,October,Total,10/1/2017,Oct-17,159.01,159.01
10/1/2017,Clatsop,TRUE,October,Total,10/1/2017,Oct-17,406163.26,406163.26
10/1/2017,Columbia,TRUE,October,Total,10/1/2017,Oct-17,249717.55,249717.55
10/1/2017,Coos,TRUE,October,Total,10/1/2017,Oct-17,363209.24,363209.24
10/1/2017,Curry,TRUE,October,Total,10/1/2017,Oct-17,343043.1,343043.1
10/1/2017,Deschutes,TRUE,October,Total,10/1/2017,Oct-17,2443.68,2443.68
10/1/2017,Deschutes,TRUE,October,Total,10/1/2017,Oct-17,1433787.71,1433787.71
10/1/2017,Douglas,TRUE,October,Total,10/1/2017,Oct-17,327691.42,327691.42
10/1/2017,Harney,TRUE,October,Total,10/1/2017,Oct-17,30508.78,30508.78
10/1/2017,Hood River,TRUE,October,Total,10/1/2017,Oct-17,151778.62,151778.62
10/1/2017,Jackson,TRUE,October,Total,10/1/2017,Oct-17,1124965,1124965
10/1/2017,Jefferson,TRUE,October,Total,10/1/2017,Oct-17,116442.01,116442.01
10/1/2017,Josephine,TRUE,October,Total,10/1/2017,Oct-17,305510.84,305510.84
10/1/2017,Lane,TRUE,October,Total,10/1/2017,Oct-17,11490.55,11490.55
10/1/2017,Lane,TRUE,October,Total,10/1/2017,Oct-17,2559054.87,2559054.87
10/1/2017,Lincoln,TRUE,October,Total,10/1/2017,Oct-17,562100.68,562100.68
10/1/2017,Linn,TRUE,October,Total,10/1/2017,Oct-17,670,670
10/1/2017,Linn,TRUE,October,Total,10/1/2017,Oct-17,510994.68,510994.68
10/1/2017,Marion,TRUE,October,Total,10/1/2017,Oct-17,3800.93,3800.93
10/1/2017,Marion,TRUE,October,Total,10/1/2017,Oct-17,1799367.7,1799367.7
10/1/2017,Multnomah,TRUE,October,Total,10/1/2017,Oct-17,16882.09,16882.09
10/1/2017,Multnomah,TRUE,October,Total,10/1/2017,Oct-17,8913478.16,8913478.16
10/1/2017,Polk,TRUE,October,Total,10/1/2017,Oct-17,242287.5,242287.5
10/1/2017,Tillamook,TRUE,October,Total,10/1/2017,Oct-17,258530.08,258530.08
10/1/2017,Umatilla,TRUE,October,Total,10/1/2017,Oct-17,328723.6,328723.6
10/1/2017,Wasco,TRUE,October,Total,10/1/2017,Oct-17,142806.5,142806.5
10/1/2017,Washington,TRUE,October,Total,10/1/2017,Oct-17,2356.82,2356.82
10/1/2017,Washington,TRUE,October,Total,10/1/2017,Oct-17,2815434.99,2815434.99
10/1/2017,Yamhill,TRUE,October,Total,10/1/2017,Oct-17,478480.38,478480.38
11/1/2017,Baker,TRUE,November,Total,11/1/2017,Nov-17,953817.2,953817.2
11/1/2017,Benton,TRUE,November,Total,11/1/2017,Nov-17,688.14,688.14
11/1/2017,Benton,TRUE,November,Total,11/1/2017,Nov-17,466991.03,466991.03
11/1/2017,Clackamas,TRUE,November,Total,11/1/2017,Nov-17,72.3,72.3
11/1/2017,Clackamas,TRUE,November,Total,11/1/2017,Nov-17,1129219.69,1129219.69
11/1/2017,Clatsop,TRUE,November,Total,11/1/2017,Nov-17,251.83,251.83
11/1/2017,Clatsop,TRUE,November,Total,11/1/2017,Nov-17,376328.59,376328.59
11/1/2017,Columbia,TRUE,November,Total,11/1/2017,Nov-17,238571.24,238571.24
11/1/2017,Coos,TRUE,November,Total,11/1/2017,Nov-17,359497.04,359497.04
11/1/2017,Curry,TRUE,November,Total,11/1/2017,Nov-17,308495.93,308495.93
11/1/2017,Deschutes,TRUE,November,Total,11/1/2017,Nov-17,1630.73,1630.73
11/1/2017,Deschutes,TRUE,November,Total,11/1/2017,Nov-17,1206140.06,1206140.06
11/1/2017,Douglas,TRUE,November,Total,11/1/2017,Nov-17,266198.02,266198.02
11/1/2017,Harney,TRUE,November,Total,11/1/2017,Nov-17,23191.75,23191.75
11/1/2017,Hood River,TRUE,November,Total,11/1/2017,Nov-17,120591.62,120591.62
11/1/2017,Jackson,TRUE,November,Total,11/1/2017,Nov-17,880528.14,880528.14
11/1/2017,Jefferson,TRUE,November,Total,11/1/2017,Nov-17,104563.51,104563.51
11/1/2017,Josephine,TRUE,November,Total,11/1/2017,Nov-17,212803.15,212803.15
11/1/2017,Lane,TRUE,November,Total,11/1/2017,Nov-17,16434.77,16434.77
11/1/2017,Lane,TRUE,November,Total,11/1/2017,Nov-17,2273545.79,2273545.79
11/1/2017,Lincoln,TRUE,November,Total,11/1/2017,Nov-17,17.5,17.5
11/1/2017,Lincoln,TRUE,November,Total,11/1/2017,Nov-17,489676.9,489676.9
11/1/2017,Linn,TRUE,November,Total,11/1/2017,Nov-17,577,577
11/1/2017,Linn,TRUE,November,Total,11/1/2017,Nov-17,461947,461947
11/1/2017,Marion,TRUE,November,Total,11/1/2017,Nov-17,5721.07,5721.07
11/1/2017,Marion,TRUE,November,Total,11/1/2017,Nov-17,1681692.59,1681692.59
11/1/2017,Multnomah,TRUE,November,Total,11/1/2017,Nov-17,22927.08,22927.08
11/1/2017,Multnomah,TRUE,November,Total,11/1/2017,Nov-17,8053385.94,8053385.94
11/1/2017,Polk,TRUE,November,Total,11/1/2017,Nov-17,211536.08,211536.08
11/1/2017,Tillamook,TRUE,November,Total,11/1/2017,Nov-17,214236.14,214236.14
11/1/2017,Umatilla,TRUE,November,Total,11/1/2017,Nov-17,60,60
11/1/2017,Umatilla,TRUE,November,Total,11/1/2017,Nov-17,295065.68,295065.68
11/1/2017,Wasco,TRUE,November,Total,11/1/2017,Nov-17,112580.54,112580.54
11/1/2017,Washington,TRUE,November,Total,11/1/2017,Nov-17,2351.65,2351.65
11/1/2017,Washington,TRUE,November,Total,11/1/2017,Nov-17,2608708.82,2608708.82
11/1/2017,Yamhill,TRUE,November,Total,11/1/2017,Nov-17,432287.7,432287.7
12/1/2017,Baker,TRUE,December,Total,12/1/2017,Dec-17,920272.59,920272.59
12/1/2017,Benton,TRUE,December,Total,12/1/2017,Dec-17,432.19,432.19
12/1/2017,Benton,TRUE,December,Total,12/1/2017,Dec-17,447070.03,447070.03
12/1/2017,Clackamas,TRUE,December,Total,12/1/2017,Dec-17,122,122
12/1/2017,Clackamas,TRUE,December,Total,12/1/2017,Dec-17,1267813.35,1267813.35
12/1/2017,Clatsop,TRUE,December,Total,12/1/2017,Dec-17,357.34,357.34
12/1/2017,Clatsop,TRUE,December,Total,12/1/2017,Dec-17,370326.49,370326.49
12/1/2017,Columbia,TRUE,December,Total,12/1/2017,Dec-17,266768.45,266768.45
12/1/2017,Coos,TRUE,December,Total,12/1/2017,Dec-17,398759.26,398759.26
12/1/2017,Curry,TRUE,December,Total,12/1/2017,Dec-17,308958.15,308958.15
12/1/2017,Deschutes,TRUE,December,Total,12/1/2017,Dec-17,1733.85,1733.85
12/1/2017,Deschutes,TRUE,December,Total,12/1/2017,Dec-17,1263783.65,1263783.65
12/1/2017,Douglas,TRUE,December,Total,12/1/2017,Dec-17,284269.28,284269.28
12/1/2017,Harney,TRUE,December,Total,12/1/2017,Dec-17,32006.75,32006.75
12/1/2017,Hood River,TRUE,December,Total,12/1/2017,Dec-17,137440.83,137440.83
12/1/2017,Jackson,TRUE,December,Total,12/1/2017,Dec-17,883932.02,883932.02
12/1/2017,Jefferson,TRUE,December,Total,12/1/2017,Dec-17,117722.67,117722.67
12/1/2017,Josephine,TRUE,December,Total,12/1/2017,Dec-17,205440.81,205440.81
12/1/2017,Lane,TRUE,December,Total,12/1/2017,Dec-17,15060.86,15060.86
12/1/2017,Lane,TRUE,December,Total,12/1/2017,Dec-17,2400417.39,2400417.39
12/1/2017,Lincoln,TRUE,December,Total,12/1/2017,Dec-17,17.5,17.5
12/1/2017,Lincoln,TRUE,December,Total,12/1/2017,Dec-17,493498.95,493498.95
12/1/2017,Linn,TRUE,December,Total,12/1/2017,Dec-17,445,445
12/1/2017,Linn,TRUE,December,Total,12/1/2017,Dec-17,542063.21,542063.21
12/1/2017,Marion,TRUE,December,Total,12/1/2017,Dec-17,8324.14,8324.14
12/1/2017,Marion,TRUE,December,Total,12/1/2017,Dec-17,1821821.55,1821821.55
12/1/2017,Multnomah,TRUE,December,Total,12/1/2017,Dec-17,27037.05,27037.05
12/1/2017,Multnomah,TRUE,December,Total,12/1/2017,Dec-17,8369899.83,8369899.83
12/1/2017,Polk,TRUE,December,Total,12/1/2017,Dec-17,227077.94,227077.94
12/1/2017,Tillamook,TRUE,December,Total,12/1/2017,Dec-17,214571.4,214571.4
12/1/2017,Umatilla,TRUE,December,Total,12/1/2017,Dec-17,5,5
12/1/2017,Umatilla,TRUE,December,Total,12/1/2017,Dec-17,295820.93,295820.93
12/1/2017,Wasco,TRUE,December,Total,12/1/2017,Dec-17,125539.01,125539.01
12/1/2017,Washington,TRUE,December,Total,12/1/2017,Dec-17,2684.1,2684.1
12/1/2017,Washington,TRUE,December,Total,12/1/2017,Dec-17,2808562.28,2808562.28
12/1/2017,Yamhill,TRUE,December,Total,12/1/2017,Dec-17,465533.64,465533.64
1/1/2018,Baker,TRUE,January,Total,1/1/2018,Jan-18,4513.75,4513.75
1/1/2018,Baker,TRUE,January,Total,1/1/2018,Jan-18,693997.68,693997.68
1/1/2018,Benton,TRUE,January,Total,1/1/2018,Jan-18,30,30
1/1/2018,Benton,TRUE,January,Total,1/1/2018,Jan-18,379,379
1/1/2018,Benton,TRUE,January,Total,1/1/2018,Jan-18,7182.02,7182.02
1/1/2018,Benton,TRUE,January,Total,1/1/2018,Jan-18,188603.46,188603.46
1/1/2018,Clackamas,TRUE,January,Total,1/1/2018,Jan-18,31.35,31.35
1/1/2018,Clackamas,TRUE,January,Total,1/1/2018,Jan-18,12592.13,12592.13
1/1/2018,Clackamas,TRUE,January,Total,1/1/2018,Jan-18,584003.45,584003.45
1/1/2018,Clatsop,TRUE,January,Total,1/1/2018,Jan-18,240,240
1/1/2018,Clatsop,TRUE,January,Total,1/1/2018,Jan-18,10175.74,10175.74
1/1/2018,Clatsop,TRUE,January,Total,1/1/2018,Jan-18,136757.07,136757.07
1/1/2018,Columbia,TRUE,January,Total,1/1/2018,Jan-18,4776.62,4776.62
1/1/2018,Columbia,TRUE,January,Total,1/1/2018,Jan-18,103693.12,103693.12
1/1/2018,Coos,TRUE,January,Total,1/1/2018,Jan-18,15389.65,15389.65
1/1/2018,Coos,TRUE,January,Total,1/1/2018,Jan-18,127838.28,127838.28
1/1/2018,Curry,TRUE,January,Total,1/1/2018,Jan-18,7493.45,7493.45
1/1/2018,Curry,TRUE,January,Total,1/1/2018,Jan-18,155047.98,155047.98
1/1/2018,Deschutes,TRUE,January,Total,1/1/2018,Jan-18,1323.95,1323.95
1/1/2018,Deschutes,TRUE,January,Total,1/1/2018,Jan-18,22445.64,22445.64
1/1/2018,Deschutes,TRUE,January,Total,1/1/2018,Jan-18,676994.96,676994.96
1/1/2018,Douglas,TRUE,January,Total,1/1/2018,Jan-18,14881.41,14881.41
