SalesMonthDate,Product Type,County,Market Share County,Sales
2016-10-01,Concentrate/Extract,Clackamas,15.14,947.2
2016-10-01,Concentrate/Extract,Clatsop,19.55,13057.0
2016-10-01,Concentrate/Extract,Deschutes,12.36,9763.45
2016-10-01,Concentrate/Extract,Hood River,21.23,23438.440000000002
2016-10-01,Concentrate/Extract,Jackson,31.27,95346.45000000001
2016-10-01,Concentrate/Extract,Lane,23.0,13703.61
2016-10-01,Concentrate/Extract,Lincoln,17.0,4466.93
2016-10-01,Concentrate/Extract,Marion,26.42,64188.72
2016-10-01,Concentrate/Extract,Multnomah,26.77,327793.35
2016-10-01,Concentrate/Extract,Tillamook,13.96,414.65
2016-10-01,Concentrate/Extract,Washington,18.93,55698.67
2016-10-01,Concentrate/Extract,Yamhill,21.53,14157.5
2016-10-01,Edible/Tincture,Clackamas,9.31,582.73
2016-10-01,Edible/Tincture,Clatsop,5.61,3747.5
2016-10-01,Edible/Tincture,Deschutes,8.56,6764.469999999999
2016-10-01,Edible/Tincture,Hood River,15.73,17368.420000000002
2016-10-01,Edible/Tincture,Jackson,10.72,32686.29
2016-10-01,Edible/Tincture,Lane,13.24,7888.93
2016-10-01,Edible/Tincture,Lincoln,11.81,3102.56
2016-10-01,Edible/Tincture,Marion,8.85,21504.34
2016-10-01,Edible/Tincture,Multnomah,10.88,133268.1
2016-10-01,Edible/Tincture,Tillamook,0.81,24.0
2016-10-01,Edible/Tincture,Washington,9.21,27106.44
2016-10-01,Edible/Tincture,Yamhill,14.43,9492.44
2016-10-01,Other,Clackamas,1.13,70.5
2016-10-01,Other,Clatsop,1.79,1198.0
2016-10-01,Other,Deschutes,1.44,1137.4
2016-10-01,Other,Hood River,4.6,5074.48
2016-10-01,Other,Jackson,8.96,27307.68
2016-10-01,Other,Lane,1.41,841.41
2016-10-01,Other,Lincoln,7.84,2060.6
2016-10-01,Other,Marion,0.68,1643.1799999999998
2016-10-01,Other,Multnomah,4.06,49734.89
2016-10-01,Other,Tillamook,1.88,56.0
2016-10-01,Other,Washington,3.6,10596.0
2016-10-01,Other,Yamhill,2.52,1657.94
2016-10-01,Usable MJ,Baker,100.0,59078.51
2016-10-01,Usable MJ,Clackamas,74.42,4655.74
2016-10-01,Usable MJ,Clatsop,73.04,48781.29
2016-10-01,Usable MJ,Deschutes,77.65,61356.78
2016-10-01,Usable MJ,Hood River,58.45,64533.21
2016-10-01,Usable MJ,Jackson,49.05,149574.35
2016-10-01,Usable MJ,Lane,62.35,37157.41
2016-10-01,Usable MJ,Lincoln,63.36,16649.81
2016-10-01,Usable MJ,Marion,64.05,155589.37000000002
2016-10-01,Usable MJ,Multnomah,58.28,713625.92
2016-10-01,Usable MJ,Tillamook,83.35,2476.27
2016-10-01,Usable MJ,Washington,68.26,200895.47999999998
2016-10-01,Usable MJ,Yamhill,61.52,40456.35
2016-11-01,Concentrate/Extract,Clackamas,13.58,3296.78
2016-11-01,Concentrate/Extract,Clatsop,6.28,3525.0
2016-11-01,Concentrate/Extract,Columbia,8.7,3538.8
2016-11-01,Concentrate/Extract,Deschutes,11.63,29003.4
2016-11-01,Concentrate/Extract,Douglas,29.59,30604.47
2016-11-01,Concentrate/Extract,Hood River,22.69,24669.02
2016-11-01,Concentrate/Extract,Jackson,16.01,34518.64
2016-11-01,Concentrate/Extract,Lane,11.23,24483.57
2016-11-01,Concentrate/Extract,Lincoln,24.05,25683.8
2016-11-01,Concentrate/Extract,Marion,12.43,41952.67
2016-11-01,Concentrate/Extract,Multnomah,22.29,474987.58
2016-11-01,Concentrate/Extract,Tillamook,20.85,15261.05
2016-11-01,Concentrate/Extract,Washington,15.27,84748.72
2016-11-01,Concentrate/Extract,Yamhill,11.19,9295.359999999999
2016-11-01,Edible/Tincture,Clackamas,4.98,1210.36
2016-11-01,Edible/Tincture,Clatsop,3.79,2130.5
2016-11-01,Edible/Tincture,Columbia,1.76,717.56
2016-11-01,Edible/Tincture,Deschutes,7.44,18536.66
2016-11-01,Edible/Tincture,Douglas,4.24,4387.92
2016-11-01,Edible/Tincture,Hood River,16.0,17400.83
2016-11-01,Edible/Tincture,Jackson,10.48,22590.989999999998
2016-11-01,Edible/Tincture,Lane,6.06,13207.25
2016-11-01,Edible/Tincture,Lincoln,7.7,8220.39
2016-11-01,Edible/Tincture,Marion,2.82,9503.26
2016-11-01,Edible/Tincture,Multnomah,9.02,192128.62
2016-11-01,Edible/Tincture,Tillamook,1.89,1383.47
2016-11-01,Edible/Tincture,Washington,8.07,44783.21
2016-11-01,Edible/Tincture,Yamhill,17.26,14340.92
2016-11-01,Other,Clackamas,2.35,571.23
2016-11-01,Other,Clatsop,1.26,705.0
2016-11-01,Other,Columbia,0.5,203.0
2016-11-01,Other,Deschutes,4.99,12449.14
2016-11-01,Other,Douglas,0.17,172.0
2016-11-01,Other,Hood River,3.49,3797.32
2016-11-01,Other,Jackson,7.06,15219.05
2016-11-01,Other,Lane,0.71,1540.99
2016-11-01,Other,Lincoln,3.12,3336.54
2016-11-01,Other,Marion,1.5,5070.77
2016-11-01,Other,Multnomah,3.79,80806.12
2016-11-01,Other,Tillamook,0.25,184.0
2016-11-01,Other,Washington,3.52,19523.4
2016-11-01,Other,Yamhill,2.13,1773.54
2016-11-01,Usable MJ,Baker,100.0,190163.62
2016-11-01,Usable MJ,Clackamas,79.09,19202.82
2016-11-01,Usable MJ,Clatsop,88.67,49786.35
2016-11-01,Usable MJ,Columbia,89.04,36226.22
2016-11-01,Usable MJ,Curry,100.0,3074.0
2016-11-01,Usable MJ,Deschutes,75.94,189302.11000000002
2016-11-01,Usable MJ,Douglas,66.0,68258.38
2016-11-01,Usable MJ,Hood River,57.82,62864.45
2016-11-01,Usable MJ,Jackson,66.44,143220.73
2016-11-01,Usable MJ,Lane,82.0,178731.46
2016-11-01,Usable MJ,Lincoln,65.13,69557.87000000001
2016-11-01,Usable MJ,Marion,83.25,280869.09
2016-11-01,Usable MJ,Multnomah,64.9,1382824.18
2016-11-01,Usable MJ,Tillamook,77.01,56363.49
2016-11-01,Usable MJ,Washington,73.14,405801.73000000004
2016-11-01,Usable MJ,Yamhill,69.42,57691.8
2016-12-01,Concentrate/Extract,Baker,6.96,15868.06
2016-12-01,Concentrate/Extract,Clackamas,10.46,5730.549999999999
2016-12-01,Concentrate/Extract,Clatsop,12.49,11840.0
2016-12-01,Concentrate/Extract,Columbia,4.75,3714.2799999999997
2016-12-01,Concentrate/Extract,Curry,25.0,10059.97
2016-12-01,Concentrate/Extract,Deschutes,11.42,56910.869999999995
2016-12-01,Concentrate/Extract,Douglas,14.82,17928.5
2016-12-01,Concentrate/Extract,Hood River,21.45,23971.16
2016-12-01,Concentrate/Extract,Jackson,20.18,64770.86
2016-12-01,Concentrate/Extract,Lane,13.86,70054.66
2016-12-01,Concentrate/Extract,Lincoln,25.94,64166.32
2016-12-01,Concentrate/Extract,Marion,14.13,63686.76
2016-12-01,Concentrate/Extract,Multnomah,19.35,671638.15
2016-12-01,Concentrate/Extract,Polk,21.3,9899.5
2016-12-01,Concentrate/Extract,Tillamook,19.14,18292.75
2016-12-01,Concentrate/Extract,Wasco,9.15,1170.43
2016-12-01,Concentrate/Extract,Washington,21.95,191540.01
2016-12-01,Concentrate/Extract,Yamhill,13.48,13500.97
2016-12-01,Edible/Tincture,Baker,2.93,6684.99
2016-12-01,Edible/Tincture,Clackamas,8.81,4823.44
2016-12-01,Edible/Tincture,Clatsop,5.08,4819.37
2016-12-01,Edible/Tincture,Columbia,2.03,1584.1100000000001
2016-12-01,Edible/Tincture,Coos,7.54,676.8
2016-12-01,Edible/Tincture,Curry,6.73,2706.84
2016-12-01,Edible/Tincture,Deschutes,4.74,23613.61
2016-12-01,Edible/Tincture,Douglas,2.34,2832.2
2016-12-01,Edible/Tincture,Hood River,17.46,19513.92
2016-12-01,Edible/Tincture,Jackson,12.9,41399.880000000005
2016-12-01,Edible/Tincture,Lane,7.7,38929.7
2016-12-01,Edible/Tincture,Lincoln,7.65,18915.62
2016-12-01,Edible/Tincture,Marion,5.36,24136.859999999997
2016-12-01,Edible/Tincture,Multnomah,9.85,341706.0
2016-12-01,Edible/Tincture,Polk,6.92,3214.0
2016-12-01,Edible/Tincture,Tillamook,3.58,3419.12
2016-12-01,Edible/Tincture,Washington,6.92,60364.28
2016-12-01,Edible/Tincture,Yamhill,15.17,15196.460000000001
2016-12-01,Other,Baker,0.24,550.0
2016-12-01,Other,Clackamas,3.49,1913.39
2016-12-01,Other,Clatsop,2.31,2194.15
2016-12-01,Other,Columbia,0.98,769.3000000000001
2016-12-01,Other,Curry,4.3,1729.76
2016-12-01,Other,Deschutes,5.58,27804.85
2016-12-01,Other,Douglas,0.15,180.0
2016-12-01,Other,Hood River,3.26,3643.34
2016-12-01,Other,Jackson,3.16,10150.29
2016-12-01,Other,Lane,1.57,7943.7699999999995
2016-12-01,Other,Lincoln,2.85,7053.5199999999995
2016-12-01,Other,Marion,3.77,16990.96
2016-12-01,Other,Multnomah,2.9,100614.92
2016-12-01,Other,Polk,1.03,478.0
2016-12-01,Other,Tillamook,0.71,681.61
2016-12-01,Other,Washington,2.89,25184.85
2016-12-01,Other,Yamhill,2.41,2418.6299999999997
2016-12-01,Usable MJ,Baker,89.87,204960.15999999997
2016-12-01,Usable MJ,Clackamas,77.23,42292.46000000001
2016-12-01,Usable MJ,Clatsop,80.11,75955.41
2016-12-01,Usable MJ,Columbia,92.24,72145.01999999999
2016-12-01,Usable MJ,Coos,92.46,8299.34
2016-12-01,Usable MJ,Curry,63.97,25740.21
2016-12-01,Usable MJ,Deschutes,78.27,390143.72000000003
2016-12-01,Usable MJ,Douglas,82.7,100073.09999999999
2016-12-01,Usable MJ,Hood River,57.82,64615.119999999995
2016-12-01,Usable MJ,Jackson,63.75,204579.27000000002
2016-12-01,Usable MJ,Lane,76.86,388427.82
2016-12-01,Usable MJ,Lincoln,63.56,157231.35
2016-12-01,Usable MJ,Marion,76.74,345824.70999999996
2016-12-01,Usable MJ,Multnomah,67.9,2356772.05
2016-12-01,Usable MJ,Polk,70.76,32883.22
2016-12-01,Usable MJ,Tillamook,76.56,73157.95
2016-12-01,Usable MJ,Wasco,90.85,11624.26
2016-12-01,Usable MJ,Washington,68.24,595395.33
2016-12-01,Usable MJ,Yamhill,68.93,69042.06999999999
2017-01-01,Concentrate/Extract,Baker,26.35,135995.1
2017-01-01,Concentrate/Extract,Benton,21.95,213859.4
2017-01-01,Concentrate/Extract,Clackamas,21.1,261445.75999999998
2017-01-01,Concentrate/Extract,Clatsop,17.33,73502.26
2017-01-01,Concentrate/Extract,Columbia,15.98,34780.04
2017-01-01,Concentrate/Extract,Coos,15.06,64737.899999999994
2017-01-01,Concentrate/Extract,Curry,23.1,77677.24
2017-01-01,Concentrate/Extract,Deschutes,23.59,409854.83999999997
2017-01-01,Concentrate/Extract,Douglas,13.95,33288.090000000004
2017-01-01,Concentrate/Extract,Hood River,18.68,35733.09
2017-01-01,Concentrate/Extract,Jackson,25.65,298914.45999999996
2017-01-01,Concentrate/Extract,Jefferson,23.41,28482.54
2017-01-01,Concentrate/Extract,Josephine,31.25,30151.050000000003
2017-01-01,Concentrate/Extract,Lane,20.18,631571.44
2017-01-01,Concentrate/Extract,Lincoln,22.51,170710.23
2017-01-01,Concentrate/Extract,Marion,20.05,369276.45
2017-01-01,Concentrate/Extract,Multnomah,18.71,2319712.43
2017-01-01,Concentrate/Extract,Polk,19.98,43297.99
2017-01-01,Concentrate/Extract,Tillamook,19.33,55551.979999999996
2017-01-01,Concentrate/Extract,Wasco,24.74,22804.84
2017-01-01,Concentrate/Extract,Washington,19.92,702404.26
2017-01-01,Concentrate/Extract,Yamhill,20.58,116069.24
2017-01-01,Edible/Tincture,Baker,3.9,20129.1
2017-01-01,Edible/Tincture,Benton,5.09,49557.14
2017-01-01,Edible/Tincture,Clackamas,5.53,68584.51999999999
2017-01-01,Edible/Tincture,Clatsop,6.54,27722.86
2017-01-01,Edible/Tincture,Columbia,3.19,6944.54
2017-01-01,Edible/Tincture,Coos,4.59,19734.62
2017-01-01,Edible/Tincture,Curry,7.31,24592.23
2017-01-01,Edible/Tincture,Deschutes,8.88,154351.48
2017-01-01,Edible/Tincture,Douglas,2.06,4915.91
2017-01-01,Edible/Tincture,Hood River,10.26,19622.03
2017-01-01,Edible/Tincture,Jackson,8.63,100534.60999999999
2017-01-01,Edible/Tincture,Jefferson,4.75,5774.81
2017-01-01,Edible/Tincture,Josephine,12.64,12195.9
2017-01-01,Edible/Tincture,Lane,6.44,201661.47999999998
2017-01-01,Edible/Tincture,Lincoln,7.5,56887.64
2017-01-01,Edible/Tincture,Marion,5.29,97381.79000000001
2017-01-01,Edible/Tincture,Multnomah,7.05,874467.85
2017-01-01,Edible/Tincture,Polk,6.09,13189.19
2017-01-01,Edible/Tincture,Tillamook,7.89,22680.27
2017-01-01,Edible/Tincture,Wasco,5.27,4858.370000000001
2017-01-01,Edible/Tincture,Washington,6.95,245200.61
2017-01-01,Edible/Tincture,Yamhill,7.12,40135.95
2017-01-01,Other,Baker,0.45,2311.5
2017-01-01,Other,Benton,1.13,11002.42
2017-01-01,Other,Clackamas,0.68,8434.789999999999
2017-01-01,Other,Clatsop,3.26,13843.27
2017-01-01,Other,Columbia,0.28,608.85
2017-01-01,Other,Coos,0.93,3991.08
2017-01-01,Other,Curry,2.87,9666.39
2017-01-01,Other,Deschutes,2.55,44340.11
2017-01-01,Other,Douglas,0.11,262.03
2017-01-01,Other,Hood River,1.37,2612.8900000000003
2017-01-01,Other,Jackson,2.23,26004.969999999998
2017-01-01,Other,Jefferson,0.37,451.52
2017-01-01,Other,Josephine,2.01,1939.3
2017-01-01,Other,Lane,1.71,53380.51
2017-01-01,Other,Lincoln,2.11,16040.3
2017-01-01,Other,Marion,2.39,44046.12
2017-01-01,Other,Multnomah,1.83,226736.49
2017-01-01,Other,Polk,1.57,3403.8999999999996
2017-01-01,Other,Tillamook,2.66,7656.65
2017-01-01,Other,Wasco,0.29,267.35
2017-01-01,Other,Washington,1.62,56973.06999999999
2017-01-01,Other,Yamhill,1.31,7378.96
2017-01-01,Usable MJ,Baker,69.31,357767.43
2017-01-01,Usable MJ,Benton,71.83,699834.48
2017-01-01,Usable MJ,Clackamas,72.68,900643.0499999999
2017-01-01,Usable MJ,Clatsop,72.87,309134.74
2017-01-01,Usable MJ,Columbia,80.55,175288.04
2017-01-01,Usable MJ,Coos,79.43,341511.99
2017-01-01,Usable MJ,Curry,66.72,224399.55
2017-01-01,Usable MJ,Deschutes,64.97,1128696.52
2017-01-01,Usable MJ,Douglas,83.88,200152.3
2017-01-01,Usable MJ,Hood River,69.7,133364.91
2017-01-01,Usable MJ,Jackson,63.49,739984.83
2017-01-01,Usable MJ,Jefferson,71.47,86968.49
2017-01-01,Usable MJ,Josephine,54.1,52204.36
2017-01-01,Usable MJ,Lane,71.67,2243296.85
2017-01-01,Usable MJ,Lincoln,67.88,514856.06999999995
2017-01-01,Usable MJ,Marion,72.27,1331108.05
2017-01-01,Usable MJ,Multnomah,72.41,8979087.6
2017-01-01,Usable MJ,Polk,72.36,156822.03
2017-01-01,Usable MJ,Tillamook,70.11,201469.00999999998
2017-01-01,Usable MJ,Wasco,69.7,64238.549999999996
2017-01-01,Usable MJ,Washington,71.51,2521513.4
2017-01-01,Usable MJ,Yamhill,70.99,400377.99
2017-02-01,Concentrate/Extract,Baker,29.54,215893.18
2017-02-01,Concentrate/Extract,Benton,22.26,219127.27000000002
2017-02-01,Concentrate/Extract,Clackamas,22.05,292186.79000000004
2017-02-01,Concentrate/Extract,Clatsop,17.01,82633.34
2017-02-01,Concentrate/Extract,Columbia,20.35,59750.7
2017-02-01,Concentrate/Extract,Coos,17.81,84567.08
2017-02-01,Concentrate/Extract,Curry,23.02,91024.79
2017-02-01,Concentrate/Extract,Deschutes,25.01,529994.87
2017-02-01,Concentrate/Extract,Douglas,18.41,59244.079999999994
2017-02-01,Concentrate/Extract,Hood River,20.47,46846.02
2017-02-01,Concentrate/Extract,Jackson,27.52,381669.83
2017-02-01,Concentrate/Extract,Jefferson,26.21,43292.509999999995
2017-02-01,Concentrate/Extract,Josephine,27.49,47253.7
2017-02-01,Concentrate/Extract,Lane,20.92,729186.42
2017-02-01,Concentrate/Extract,Lincoln,24.68,207776.7
2017-02-01,Concentrate/Extract,Linn,18.03,21496.059999999998
2017-02-01,Concentrate/Extract,Marion,20.96,446826.56
2017-02-01,Concentrate/Extract,Multnomah,19.38,2443112.87
2017-02-01,Concentrate/Extract,Polk,19.32,66565.06999999999
2017-02-01,Concentrate/Extract,Tillamook,19.48,63812.22
2017-02-01,Concentrate/Extract,Wasco,18.27,21158.24
2017-02-01,Concentrate/Extract,Washington,21.64,776705.25
2017-02-01,Concentrate/Extract,Yamhill,21.73,143097.99
2017-02-01,Edible/Tincture,Baker,4.58,33510.0
2017-02-01,Edible/Tincture,Benton,5.44,53604.38
2017-02-01,Edible/Tincture,Clackamas,6.79,89970.16
2017-02-01,Edible/Tincture,Clatsop,6.78,32943.93
2017-02-01,Edible/Tincture,Columbia,3.87,11355.91
2017-02-01,Edible/Tincture,Coos,5.37,25488.91
2017-02-01,Edible/Tincture,Curry,6.88,27187.64
2017-02-01,Edible/Tincture,Deschutes,9.34,197963.05
2017-02-01,Edible/Tincture,Douglas,5.89,18952.69
2017-02-01,Edible/Tincture,Hood River,10.36,23707.74
2017-02-01,Edible/Tincture,Jackson,8.3,115046.47
2017-02-01,Edible/Tincture,Jefferson,5.52,9113.79
2017-02-01,Edible/Tincture,Josephine,8.32,14299.08
2017-02-01,Edible/Tincture,Lane,6.87,239312.08
2017-02-01,Edible/Tincture,Lincoln,8.07,67910.63
2017-02-01,Edible/Tincture,Linn,3.99,4750.79
2017-02-01,Edible/Tincture,Marion,5.75,122618.54
2017-02-01,Edible/Tincture,Multnomah,7.58,955114.32
2017-02-01,Edible/Tincture,Polk,7.64,26327.050000000003
2017-02-01,Edible/Tincture,Tillamook,7.82,25628.82
2017-02-01,Edible/Tincture,Wasco,6.39,7402.33
2017-02-01,Edible/Tincture,Washington,7.59,272559.60000000003
2017-02-01,Edible/Tincture,Yamhill,7.43,48899.630000000005
2017-02-01,Other,Baker,0.77,5601.8
2017-02-01,Other,Benton,0.79,7788.570000000001
2017-02-01,Other,Clackamas,0.72,9550.05
2017-02-01,Other,Clatsop,2.11,10231.619999999999
2017-02-01,Other,Columbia,1.33,3891.18
2017-02-01,Other,Coos,0.99,4707.88
2017-02-01,Other,Curry,2.44,9666.929999999998
2017-02-01,Other,Deschutes,2.14,45383.509999999995
2017-02-01,Other,Douglas,1.14,3656.55
2017-02-01,Other,Hood River,2.42,5529.639999999999
2017-02-01,Other,Jackson,2.72,37677.409999999996
2017-02-01,Other,Jefferson,0.54,890.87
2017-02-01,Other,Josephine,2.99,5132.799999999999
2017-02-01,Other,Lane,2.36,82357.33
2017-02-01,Other,Lincoln,3.03,25542.809999999998
2017-02-01,Other,Linn,2.15,2559.25
2017-02-01,Other,Marion,2.26,48078.700000000004
2017-02-01,Other,Multnomah,1.5,189441.46
2017-02-01,Other,Polk,6.02,20745.47
2017-02-01,Other,Tillamook,2.33,7647.65
2017-02-01,Other,Wasco,1.27,1476.3400000000001
2017-02-01,Other,Washington,0.83,29727.65
2017-02-01,Other,Yamhill,1.73,11372.16
2017-02-01,Usable MJ,Baker,65.11,475869.63
2017-02-01,Usable MJ,Benton,71.51,704026.35
2017-02-01,Usable MJ,Clackamas,70.44,933314.51
2017-02-01,Usable MJ,Clatsop,74.11,360083.14999999997
2017-02-01,Usable MJ,Columbia,74.46,218661.8
2017-02-01,Usable MJ,Coos,75.83,360133.91
2017-02-01,Usable MJ,Curry,67.66,267502.94
2017-02-01,Usable MJ,Deschutes,63.5,1345481.2499999998
2017-02-01,Usable MJ,Douglas,74.56,239912.72
2017-02-01,Usable MJ,Hood River,66.76,152812.37
2017-02-01,Usable MJ,Jackson,61.47,852395.76
2017-02-01,Usable MJ,Jefferson,67.73,111858.16
2017-02-01,Usable MJ,Josephine,61.2,105206.34
2017-02-01,Usable MJ,Lane,69.85,2434000.9699999997
2017-02-01,Usable MJ,Lincoln,64.22,540716.15
2017-02-01,Usable MJ,Linn,75.84,90410.14
2017-02-01,Usable MJ,Marion,71.03,1514396.92
2017-02-01,Usable MJ,Multnomah,71.54,9018695.94
2017-02-01,Usable MJ,Polk,67.02,230922.53
2017-02-01,Usable MJ,Tillamook,70.36,230451.55
2017-02-01,Usable MJ,Wasco,74.06,85767.06
2017-02-01,Usable MJ,Washington,69.94,2511009.8600000003
2017-02-01,Usable MJ,Yamhill,69.12,455118.49
2017-03-01,Concentrate/Extract,Baker,32.4,314362.71
2017-03-01,Concentrate/Extract,Benton,22.24,227668.12
2017-03-01,Concentrate/Extract,Clackamas,22.8,363068.97
2017-03-01,Concentrate/Extract,Clatsop,20.32,122876.76999999999
2017-03-01,Concentrate/Extract,Columbia,21.49,79742.45999999999
2017-03-01,Concentrate/Extract,Coos,19.14,107911.39
2017-03-01,Concentrate/Extract,Curry,24.91,129129.62999999999
2017-03-01,Concentrate/Extract,Deschutes,25.56,643414.3
2017-03-01,Concentrate/Extract,Douglas,21.42,100771.54000000001
2017-03-01,Concentrate/Extract,Hood River,19.88,57127.130000000005
2017-03-01,Concentrate/Extract,Jackson,27.23,499592.45
2017-03-01,Concentrate/Extract,Jefferson,22.83,43765.2
2017-03-01,Concentrate/Extract,Josephine,29.16,79699.42
2017-03-01,Concentrate/Extract,Lane,21.17,880161.64
2017-03-01,Concentrate/Extract,Lincoln,25.33,276959.41000000003
2017-03-01,Concentrate/Extract,Linn,21.35,87462.37
2017-03-01,Concentrate/Extract,Marion,22.62,621833.4
2017-03-01,Concentrate/Extract,Multnomah,19.46,2819342.6499999994
2017-03-01,Concentrate/Extract,Polk,22.05,93880.22
2017-03-01,Concentrate/Extract,Tillamook,21.3,87753.65
2017-03-01,Concentrate/Extract,Umatilla,18.92,27692.36
2017-03-01,Concentrate/Extract,Wasco,18.69,25215.940000000002
2017-03-01,Concentrate/Extract,Washington,22.26,931867.16
2017-03-01,Concentrate/Extract,Yamhill,21.36,159593.05
2017-03-01,Edible/Tincture,Baker,5.61,54452.0
2017-03-01,Edible/Tincture,Benton,7.5,76779.12
2017-03-01,Edible/Tincture,Clackamas,8.05,128136.20999999999
2017-03-01,Edible/Tincture,Clatsop,7.55,45657.49
2017-03-01,Edible/Tincture,Columbia,5.64,20931.59
2017-03-01,Edible/Tincture,Coos,6.85,38639.61
2017-03-01,Edible/Tincture,Curry,8.08,41866.92
2017-03-01,Edible/Tincture,Deschutes,9.48,238741.33000000002
2017-03-01,Edible/Tincture,Douglas,7.14,33606.74
2017-03-01,Edible/Tincture,Hood River,10.38,29834.73
2017-03-01,Edible/Tincture,Jackson,8.51,156142.69
2017-03-01,Edible/Tincture,Jefferson,7.14,13693.529999999999
2017-03-01,Edible/Tincture,Josephine,8.16,22290.85
2017-03-01,Edible/Tincture,Lane,7.98,331868.45
2017-03-01,Edible/Tincture,Lincoln,9.33,102035.07999999999
2017-03-01,Edible/Tincture,Linn,6.78,27784.149999999998
2017-03-01,Edible/Tincture,Marion,6.55,179959.39
2017-03-01,Edible/Tincture,Multnomah,8.85,1281321.57
2017-03-01,Edible/Tincture,Polk,7.37,31367.789999999997
2017-03-01,Edible/Tincture,Tillamook,8.82,36328.92
2017-03-01,Edible/Tincture,Umatilla,11.01,16120.2
2017-03-01,Edible/Tincture,Wasco,6.49,8754.02
2017-03-01,Edible/Tincture,Washington,9.22,386239.04
2017-03-01,Edible/Tincture,Yamhill,8.86,66216.51000000001
2017-03-01,Other,Baker,0.74,7175.8
2017-03-01,Other,Benton,0.81,8310.96
2017-03-01,Other,Clackamas,1.26,19988.45
2017-03-01,Other,Clatsop,1.44,8682.49
2017-03-01,Other,Columbia,1.34,4972.25
2017-03-01,Other,Coos,1.17,6571.7
2017-03-01,Other,Curry,1.83,9465.949999999999
2017-03-01,Other,Deschutes,2.06,51913.83
2017-03-01,Other,Douglas,2.72,12788.19
2017-03-01,Other,Hood River,3.98,11427.400000000001
2017-03-01,Other,Jackson,3.79,69471.72
2017-03-01,Other,Jefferson,1.17,2241.8900000000003
2017-03-01,Other,Josephine,5.67,15501.99
2017-03-01,Other,Lane,2.12,88222.32
2017-03-01,Other,Lincoln,3.03,33145.08
2017-03-01,Other,Linn,1.84,7555.860000000001
2017-03-01,Other,Marion,2.02,55410.58
2017-03-01,Other,Multnomah,1.35,194973.82
2017-03-01,Other,Polk,5.78,24604.670000000002
2017-03-01,Other,Tillamook,2.5,10297.08
2017-03-01,Other,Umatilla,5.03,7369.7
2017-03-01,Other,Wasco,1.63,2203.44
2017-03-01,Other,Washington,1.0,42022.229999999996
2017-03-01,Other,Yamhill,1.69,12625.86
2017-03-01,Usable MJ,Baker,61.24,594154.25
2017-03-01,Usable MJ,Benton,69.45,710834.16
2017-03-01,Usable MJ,Clackamas,67.9,1081202.68
2017-03-01,Usable MJ,Clatsop,70.69,427363.12000000005
2017-03-01,Usable MJ,Columbia,71.53,265402.6
2017-03-01,Usable MJ,Coos,72.85,410802.4
2017-03-01,Usable MJ,Curry,65.18,337879.36
2017-03-01,Usable MJ,Deschutes,62.9,1583424.4300000002
2017-03-01,Usable MJ,Douglas,68.72,323280.72
2017-03-01,Usable MJ,Hood River,65.76,188927.94999999998
2017-03-01,Usable MJ,Jackson,60.47,1109428.5
2017-03-01,Usable MJ,Jefferson,68.85,131975.55
2017-03-01,Usable MJ,Josephine,57.01,155795.51
2017-03-01,Usable MJ,Lane,68.72,2857156.55
2017-03-01,Usable MJ,Lincoln,62.31,681419.33
2017-03-01,Usable MJ,Linn,70.02,286841.52999999997
2017-03-01,Usable MJ,Marion,68.82,1892345.6400000001
2017-03-01,Usable MJ,Multnomah,70.35,10189742.350000001
2017-03-01,Usable MJ,Polk,64.8,275847.79
2017-03-01,Usable MJ,Tillamook,67.38,277636.38
2017-03-01,Usable MJ,Umatilla,65.03,95191.03
2017-03-01,Usable MJ,Wasco,73.19,98775.66
2017-03-01,Usable MJ,Washington,67.52,2826880.35
2017-03-01,Usable MJ,Yamhill,68.08,508659.61
2017-04-01,Concentrate/Extract,Baker,31.9,331820.64
2017-04-01,Concentrate/Extract,Benton,22.19,218580.22
2017-04-01,Concentrate/Extract,Clackamas,23.04,392448.10000000003
2017-04-01,Concentrate/Extract,Clatsop,21.27,129503.26
2017-04-01,Concentrate/Extract,Columbia,22.66,92826.83
2017-04-01,Concentrate/Extract,Coos,19.11,106970.93000000001
2017-04-01,Concentrate/Extract,Curry,24.5,126864.43000000001
2017-04-01,Concentrate/Extract,Deschutes,24.14,609255.77
2017-04-01,Concentrate/Extract,Douglas,22.42,109866.86999999998
2017-04-01,Concentrate/Extract,Hood River,20.07,56731.51
2017-04-01,Concentrate/Extract,Jackson,27.8,547366.16
2017-04-01,Concentrate/Extract,Jefferson,23.94,47348.54
2017-04-01,Concentrate/Extract,Josephine,29.96,97650.74
2017-04-01,Concentrate/Extract,Lane,21.29,936968.7699999999
2017-04-01,Concentrate/Extract,Lincoln,24.6,262009.88
2017-04-01,Concentrate/Extract,Linn,21.64,118070.87000000001
2017-04-01,Concentrate/Extract,Marion,22.92,640137.72
2017-04-01,Concentrate/Extract,Multnomah,19.74,2874705.92
2017-04-01,Concentrate/Extract,Polk,23.01,93700.33
2017-04-01,Concentrate/Extract,Tillamook,22.04,94097.20000000001
2017-04-01,Concentrate/Extract,Umatilla,20.23,55107.88
2017-04-01,Concentrate/Extract,Wasco,23.34,33132.35
2017-04-01,Concentrate/Extract,Washington,22.88,963381.8
2017-04-01,Concentrate/Extract,Yamhill,21.47,167173.19999999998
