SalesMonthDate,Product Type,County,Market Share County,Sales
2018-11-01,Industrial Hemp Commodity/Product,Yamhill,1.64,17414.22
2018-11-01,Other,Baker,22.52,658282.14
2018-11-01,Other,Benton,9.07,81029.66999999998
2018-11-01,Other,Clackamas,12.63,359599.32
2018-11-01,Other,Clatsop,13.05,111897.87999999999
2018-11-01,Other,Columbia,14.13,86754.78
2018-11-01,Other,Coos,9.16,81314.96
2018-11-01,Other,Curry,12.77,87717.38
2018-11-01,Other,Deschutes,11.46,362322.33999999997
2018-11-01,Other,Douglas,7.79,62596.01
2018-11-01,Other,Grant,14.45,9677.15
2018-11-01,Other,Harney,18.41,17781.32
2018-11-01,Other,Hood River,7.36,24094.81
2018-11-01,Other,Jackson,10.14,259641.61000000002
2018-11-01,Other,Jefferson,8.94,22706.98
2018-11-01,Other,Josephine,16.97,121603.03
2018-11-01,Other,Klamath,2.51,714.93
2018-11-01,Other,Lake,11.4,9809.06
2018-11-01,Other,Lane,8.82,451194.73
2018-11-01,Other,Lincoln,11.75,133930.88999999998
2018-11-01,Other,Linn,8.15,92906.47
2018-11-01,Other,Marion,9.43,341361.62
2018-11-01,Other,Multnomah,7.27,1145863.8499999999
2018-11-01,Other,Polk,6.98,36361.659999999996
2018-11-01,Other,Tillamook,9.0,46004.159999999996
2018-11-01,Other,Umatilla,10.2,79353.77
2018-11-01,Other,Wasco,13.93,42312.64
2018-11-01,Other,Washington,12.31,737659.32
2018-11-01,Other,Yamhill,7.04,74772.23
2018-11-01,Usable MJ,Baker,48.38,1414125.54
2018-11-01,Usable MJ,Benton,50.81,453781.06
2018-11-01,Usable MJ,Clackamas,49.66,1414044.5399999998
2018-11-01,Usable MJ,Clatsop,52.0,445976.98
2018-11-01,Usable MJ,Columbia,50.39,309401.12
2018-11-01,Usable MJ,Coos,51.86,460329.02
2018-11-01,Usable MJ,Curry,49.07,337059.09
2018-11-01,Usable MJ,Deschutes,45.97,1453073.58
2018-11-01,Usable MJ,Douglas,44.51,357509.46
2018-11-01,Usable MJ,Grant,40.32,27010.5
2018-11-01,Usable MJ,Harney,47.91,46286.68
2018-11-01,Usable MJ,Hood River,52.69,172510.3
2018-11-01,Usable MJ,Jackson,42.72,1094055.46
2018-11-01,Usable MJ,Jefferson,49.36,125405.29999999999
2018-11-01,Usable MJ,Josephine,37.69,270047.1
2018-11-01,Usable MJ,Klamath,57.2,16268.3
2018-11-01,Usable MJ,Lake,52.61,45289.060000000005
2018-11-01,Usable MJ,Lane,51.29,2623704.6399999997
2018-11-01,Usable MJ,Lincoln,52.13,594309.63
2018-11-01,Usable MJ,Linn,48.29,550336.11
2018-11-01,Usable MJ,Marion,48.76,1764814.4400000002
2018-11-01,Usable MJ,Multnomah,55.01,8668063.610000001
2018-11-01,Usable MJ,Polk,47.14,245615.47999999998
2018-11-01,Usable MJ,Tillamook,48.83,249649.87
2018-11-01,Usable MJ,Umatilla,50.06,389645.06
2018-11-01,Usable MJ,Wasco,50.11,152234.88
2018-11-01,Usable MJ,Washington,47.56,2849725.3000000003
2018-11-01,Usable MJ,Yamhill,45.51,483247.83999999997
2018-12-01,Concentrate/Extract,Baker,18.86,529289.99
2018-12-01,Concentrate/Extract,Benton,28.41,241266.85
2018-12-01,Concentrate/Extract,Clackamas,25.07,775510.2
2018-12-01,Concentrate/Extract,Clatsop,23.19,202811.03999999998
2018-12-01,Concentrate/Extract,Columbia,25.26,166762.65
2018-12-01,Concentrate/Extract,Coos,27.88,264305.38
2018-12-01,Concentrate/Extract,Curry,26.56,187965.37999999998
2018-12-01,Concentrate/Extract,Deschutes,27.56,918957.04
2018-12-01,Concentrate/Extract,Douglas,36.42,322383.35
2018-12-01,Concentrate/Extract,Grant,38.75,24009.72
2018-12-01,Concentrate/Extract,Harney,20.97,19982.4
2018-12-01,Concentrate/Extract,Hood River,27.45,97214.09
2018-12-01,Concentrate/Extract,Jackson,33.45,872973.8400000001
2018-12-01,Concentrate/Extract,Jefferson,34.55,94997.98999999999
2018-12-01,Concentrate/Extract,Josephine,34.94,260192.61
2018-12-01,Concentrate/Extract,Klamath,34.43,10380.939999999999
2018-12-01,Concentrate/Extract,Lake,23.79,19968.42
2018-12-01,Concentrate/Extract,Lane,28.16,1493002.6300000001
2018-12-01,Concentrate/Extract,Lincoln,23.18,258389.30000000002
2018-12-01,Concentrate/Extract,Linn,34.24,429332.61
2018-12-01,Concentrate/Extract,Marion,31.74,1239424.35
2018-12-01,Concentrate/Extract,Multnomah,24.1,4019444.31
2018-12-01,Concentrate/Extract,Polk,34.73,189853.03
2018-12-01,Concentrate/Extract,Tillamook,27.46,140236.78
2018-12-01,Concentrate/Extract,Umatilla,32.41,252286.01
2018-12-01,Concentrate/Extract,Wasco,27.54,84577.34
2018-12-01,Concentrate/Extract,Washington,26.19,1649463.2
2018-12-01,Concentrate/Extract,Yamhill,34.59,386430.22
2018-12-01,Edible/Tincture,Baker,7.18,201607.58
2018-12-01,Edible/Tincture,Benton,12.03,102126.87
2018-12-01,Edible/Tincture,Clackamas,10.8,334015.80000000005
2018-12-01,Edible/Tincture,Clatsop,12.05,105361.45999999999
2018-12-01,Edible/Tincture,Columbia,8.42,55583.61
2018-12-01,Edible/Tincture,Coos,8.54,80961.70999999999
2018-12-01,Edible/Tincture,Curry,8.78,62105.43
2018-12-01,Edible/Tincture,Deschutes,12.99,433034.54
2018-12-01,Edible/Tincture,Douglas,9.2,81401.51000000001
2018-12-01,Edible/Tincture,Grant,6.83,4229.79
2018-12-01,Edible/Tincture,Harney,8.08,7697.48
2018-12-01,Edible/Tincture,Hood River,12.83,45419.880000000005
2018-12-01,Edible/Tincture,Jackson,10.82,282383.74
2018-12-01,Edible/Tincture,Jefferson,7.64,20999.800000000003
2018-12-01,Edible/Tincture,Josephine,10.06,74917.0
2018-12-01,Edible/Tincture,Klamath,7.73,2329.25
2018-12-01,Edible/Tincture,Lake,7.16,6010.57
2018-12-01,Edible/Tincture,Lane,10.62,563208.32
2018-12-01,Edible/Tincture,Lincoln,10.77,120061.71999999999
2018-12-01,Edible/Tincture,Linn,8.34,104619.3
2018-12-01,Edible/Tincture,Marion,9.54,372617.48
2018-12-01,Edible/Tincture,Multnomah,12.92,2155680.1599999997
2018-12-01,Edible/Tincture,Polk,10.42,56944.59
2018-12-01,Edible/Tincture,Tillamook,13.2,67399.27
2018-12-01,Edible/Tincture,Umatilla,7.24,56385.25
2018-12-01,Edible/Tincture,Wasco,7.94,24386.719999999998
2018-12-01,Edible/Tincture,Washington,12.75,802786.62
2018-12-01,Edible/Tincture,Yamhill,10.78,120460.76
2018-12-01,Industrial Hemp,Columbia,0.02,125.39999999999999
2018-12-01,Industrial Hemp,Lane,0.01,501.13
2018-12-01,Industrial Hemp Commodity/Product,Baker,1.89,52953.310000000005
2018-12-01,Industrial Hemp Commodity/Product,Benton,1.29,10960.66
2018-12-01,Industrial Hemp Commodity/Product,Clackamas,1.89,58403.32
2018-12-01,Industrial Hemp Commodity/Product,Clatsop,1.68,14664.720000000001
2018-12-01,Industrial Hemp Commodity/Product,Columbia,2.71,17916.37
2018-12-01,Industrial Hemp Commodity/Product,Coos,0.95,9038.16
2018-12-01,Industrial Hemp Commodity/Product,Curry,2.9,20515.89
2018-12-01,Industrial Hemp Commodity/Product,Deschutes,1.77,59129.33
2018-12-01,Industrial Hemp Commodity/Product,Douglas,2.51,22230.62
2018-12-01,Industrial Hemp Commodity/Product,Grant,1.03,639.4799999999999
2018-12-01,Industrial Hemp Commodity/Product,Harney,2.39,2273.23
2018-12-01,Industrial Hemp Commodity/Product,Hood River,2.89,10246.08
2018-12-01,Industrial Hemp Commodity/Product,Jackson,2.57,67202.12
2018-12-01,Industrial Hemp Commodity/Product,Jefferson,0.91,2496.67
2018-12-01,Industrial Hemp Commodity/Product,Josephine,1.74,12950.96
2018-12-01,Industrial Hemp Commodity/Product,Lake,1.44,1211.0
2018-12-01,Industrial Hemp Commodity/Product,Lane,1.31,69456.47
2018-12-01,Industrial Hemp Commodity/Product,Lincoln,2.13,23801.370000000003
2018-12-01,Industrial Hemp Commodity/Product,Linn,0.71,8912.73
2018-12-01,Industrial Hemp Commodity/Product,Marion,1.24,48556.26
2018-12-01,Industrial Hemp Commodity/Product,Multnomah,1.07,178762.18000000002
2018-12-01,Industrial Hemp Commodity/Product,Polk,1.44,7853.7
2018-12-01,Industrial Hemp Commodity/Product,Tillamook,1.83,9366.650000000001
2018-12-01,Industrial Hemp Commodity/Product,Umatilla,2.29,17862.14
2018-12-01,Industrial Hemp Commodity/Product,Wasco,1.56,4776.62
2018-12-01,Industrial Hemp Commodity/Product,Washington,1.47,92801.56999999999
2018-12-01,Industrial Hemp Commodity/Product,Yamhill,1.69,18875.43
2018-12-01,Other,Baker,23.1,648100.32
2018-12-01,Other,Benton,9.04,76749.56000000001
2018-12-01,Other,Clackamas,12.9,399026.89
2018-12-01,Other,Clatsop,11.74,102650.01000000001
2018-12-01,Other,Columbia,13.05,86114.18
2018-12-01,Other,Coos,8.97,85005.76999999999
2018-12-01,Other,Curry,11.98,84790.79
2018-12-01,Other,Deschutes,12.38,412862.58999999997
2018-12-01,Other,Douglas,7.63,67516.74
2018-12-01,Other,Grant,11.54,7151.74
2018-12-01,Other,Harney,16.98,16177.28
2018-12-01,Other,Hood River,7.82,27687.61
2018-12-01,Other,Jackson,10.84,282947.64
2018-12-01,Other,Jefferson,9.91,27248.08
2018-12-01,Other,Josephine,16.31,121499.81
2018-12-01,Other,Klamath,3.47,1046.36
2018-12-01,Other,Lake,12.85,10782.800000000001
2018-12-01,Other,Lane,9.34,494971.67
2018-12-01,Other,Lincoln,10.99,122544.20000000001
2018-12-01,Other,Linn,8.22,103064.0
2018-12-01,Other,Marion,9.23,360381.33999999997
2018-12-01,Other,Multnomah,7.56,1260851.8800000001
2018-12-01,Other,Polk,7.64,41764.76
2018-12-01,Other,Tillamook,8.05,41138.99
2018-12-01,Other,Umatilla,8.59,66870.61
2018-12-01,Other,Wasco,12.45,38241.57
2018-12-01,Other,Washington,11.93,751010.51
2018-12-01,Other,Yamhill,7.57,84576.56999999999
2018-12-01,Usable MJ,Baker,48.97,1374020.0
2018-12-01,Usable MJ,Benton,49.23,418050.61
2018-12-01,Usable MJ,Clackamas,49.34,1526242.94
2018-12-01,Usable MJ,Clatsop,51.35,449183.78
2018-12-01,Usable MJ,Columbia,50.54,333607.37
2018-12-01,Usable MJ,Coos,53.66,508733.01
2018-12-01,Usable MJ,Curry,49.78,352203.83999999997
2018-12-01,Usable MJ,Deschutes,45.29,1510128.37
2018-12-01,Usable MJ,Douglas,44.24,391588.62
2018-12-01,Usable MJ,Grant,41.84,25922.96
2018-12-01,Usable MJ,Harney,51.58,49146.780000000006
2018-12-01,Usable MJ,Hood River,49.0,173519.81000000003
2018-12-01,Usable MJ,Jackson,42.31,1104335.92
2018-12-01,Usable MJ,Jefferson,47.0,129231.06
2018-12-01,Usable MJ,Josephine,36.95,275187.75
2018-12-01,Usable MJ,Klamath,54.38,16395.42
2018-12-01,Usable MJ,Lake,54.76,45966.08
2018-12-01,Usable MJ,Lane,50.56,2680657.9899999998
2018-12-01,Usable MJ,Lincoln,52.93,590067.76
2018-12-01,Usable MJ,Linn,48.49,608015.9700000001
2018-12-01,Usable MJ,Marion,48.24,1883666.0200000003
2018-12-01,Usable MJ,Multnomah,54.34,9064064.22
2018-12-01,Usable MJ,Polk,45.77,250223.77
2018-12-01,Usable MJ,Tillamook,49.46,252600.65999999997
2018-12-01,Usable MJ,Umatilla,49.47,385102.65
2018-12-01,Usable MJ,Wasco,50.51,155119.1
2018-12-01,Usable MJ,Washington,47.66,3001094.89
2018-12-01,Usable MJ,Yamhill,45.37,506855.07
2019-01-01,Concentrate/Extract,Baker,21.75,637543.89
2019-01-01,Concentrate/Extract,Benton,29.7,261807.05000000002
2019-01-01,Concentrate/Extract,Clackamas,25.41,751556.95
2019-01-01,Concentrate/Extract,Clatsop,22.6,191926.41000000003
2019-01-01,Concentrate/Extract,Columbia,24.86,158063.0
2019-01-01,Concentrate/Extract,Coos,27.09,252647.33000000002
2019-01-01,Concentrate/Extract,Curry,29.24,201079.33000000002
2019-01-01,Concentrate/Extract,Deschutes,27.71,879009.17
2019-01-01,Concentrate/Extract,Douglas,35.94,311916.16000000003
2019-01-01,Concentrate/Extract,Grant,33.81,20577.05
2019-01-01,Concentrate/Extract,Harney,25.79,23171.56
2019-01-01,Concentrate/Extract,Hood River,26.26,89140.81
2019-01-01,Concentrate/Extract,Jackson,34.49,866471.79
2019-01-01,Concentrate/Extract,Jefferson,34.37,90194.18
2019-01-01,Concentrate/Extract,Josephine,35.09,247149.55
2019-01-01,Concentrate/Extract,Klamath,33.98,9525.29
2019-01-01,Concentrate/Extract,Lake,24.17,19447.2
2019-01-01,Concentrate/Extract,Lane,27.92,1477373.34
2019-01-01,Concentrate/Extract,Lincoln,22.51,252797.06
2019-01-01,Concentrate/Extract,Linn,33.17,417291.77
2019-01-01,Concentrate/Extract,Marion,31.46,1186999.37
2019-01-01,Concentrate/Extract,Multnomah,24.57,3860987.4899999998
2019-01-01,Concentrate/Extract,Polk,35.06,185546.90000000002
2019-01-01,Concentrate/Extract,Tillamook,27.13,129520.51
2019-01-01,Concentrate/Extract,Umatilla,31.08,243252.44999999998
2019-01-01,Concentrate/Extract,Wasco,26.55,82367.11000000002
2019-01-01,Concentrate/Extract,Washington,26.6,1584659.97
2019-01-01,Concentrate/Extract,Yamhill,34.47,368293.51
2019-01-01,Edible/Tincture,Baker,7.38,216306.3
2019-01-01,Edible/Tincture,Benton,10.46,92231.98000000001
2019-01-01,Edible/Tincture,Clackamas,10.29,304375.43
2019-01-01,Edible/Tincture,Clatsop,11.69,99262.49
2019-01-01,Edible/Tincture,Columbia,8.31,52856.11
2019-01-01,Edible/Tincture,Coos,7.89,73611.52
2019-01-01,Edible/Tincture,Curry,8.56,58835.340000000004
2019-01-01,Edible/Tincture,Deschutes,12.16,385874.85
2019-01-01,Edible/Tincture,Douglas,8.41,72999.45
2019-01-01,Edible/Tincture,Grant,5.76,3507.45
2019-01-01,Edible/Tincture,Harney,7.8,7008.92
2019-01-01,Edible/Tincture,Hood River,11.24,38146.51
2019-01-01,Edible/Tincture,Jackson,9.32,234202.88999999998
2019-01-01,Edible/Tincture,Jefferson,7.52,19744.58
2019-01-01,Edible/Tincture,Josephine,9.36,65913.26
2019-01-01,Edible/Tincture,Klamath,6.5,1821.44
2019-01-01,Edible/Tincture,Lake,6.63,5330.28
2019-01-01,Edible/Tincture,Lane,9.75,515657.56
2019-01-01,Edible/Tincture,Lincoln,10.27,115308.99
2019-01-01,Edible/Tincture,Linn,8.12,102158.46
2019-01-01,Edible/Tincture,Marion,8.9,335983.83999999997
2019-01-01,Edible/Tincture,Multnomah,11.69,1837218.58
2019-01-01,Edible/Tincture,Polk,9.78,51777.17
2019-01-01,Edible/Tincture,Tillamook,12.0,57297.469999999994
2019-01-01,Edible/Tincture,Umatilla,6.45,50498.24
2019-01-01,Edible/Tincture,Wasco,7.64,23693.32
2019-01-01,Edible/Tincture,Washington,11.82,704214.16
2019-01-01,Edible/Tincture,Yamhill,10.04,107251.88
2019-01-01,Industrial Hemp,Columbia,0.03,181.35
2019-01-01,Industrial Hemp,Lane,0.01,612.4599999999999
2019-01-01,Industrial Hemp Commodity/Product,Baker,1.77,51962.119999999995
2019-01-01,Industrial Hemp Commodity/Product,Benton,1.13,9963.859999999999
2019-01-01,Industrial Hemp Commodity/Product,Clackamas,2.04,60416.229999999996
2019-01-01,Industrial Hemp Commodity/Product,Clatsop,1.69,14365.65
2019-01-01,Industrial Hemp Commodity/Product,Columbia,2.71,17258.6
2019-01-01,Industrial Hemp Commodity/Product,Coos,0.92,8536.31
2019-01-01,Industrial Hemp Commodity/Product,Curry,3.27,22496.18
2019-01-01,Industrial Hemp Commodity/Product,Deschutes,1.75,55458.18
2019-01-01,Industrial Hemp Commodity/Product,Douglas,2.76,23910.53
2019-01-01,Industrial Hemp Commodity/Product,Grant,0.72,437.01
2019-01-01,Industrial Hemp Commodity/Product,Harney,2.06,1853.7
2019-01-01,Industrial Hemp Commodity/Product,Hood River,1.72,5832.29
2019-01-01,Industrial Hemp Commodity/Product,Jackson,2.62,65826.85
2019-01-01,Industrial Hemp Commodity/Product,Jefferson,0.87,2281.04
2019-01-01,Industrial Hemp Commodity/Product,Josephine,1.6,11252.369999999999
2019-01-01,Industrial Hemp Commodity/Product,Lake,1.28,1030.14
2019-01-01,Industrial Hemp Commodity/Product,Lane,1.2,63523.299999999996
2019-01-01,Industrial Hemp Commodity/Product,Lincoln,2.08,23380.32
2019-01-01,Industrial Hemp Commodity/Product,Linn,0.85,10701.050000000001
2019-01-01,Industrial Hemp Commodity/Product,Marion,1.39,52335.920000000006
2019-01-01,Industrial Hemp Commodity/Product,Multnomah,1.02,160766.47
2019-01-01,Industrial Hemp Commodity/Product,Polk,1.51,8009.73
2019-01-01,Industrial Hemp Commodity/Product,Tillamook,1.6,7635.96
2019-01-01,Industrial Hemp Commodity/Product,Umatilla,1.66,12958.179999999998
2019-01-01,Industrial Hemp Commodity/Product,Wasco,1.79,5554.360000000001
2019-01-01,Industrial Hemp Commodity/Product,Washington,1.41,84037.23000000001
2019-01-01,Industrial Hemp Commodity/Product,Yamhill,1.79,19169.62
2019-01-01,Other,Baker,20.61,604086.51
2019-01-01,Other,Benton,8.27,72897.95
2019-01-01,Other,Clackamas,13.12,387956.94
2019-01-01,Other,Clatsop,11.68,99212.96
2019-01-01,Other,Columbia,12.95,82385.25
2019-01-01,Other,Coos,9.64,89880.15
2019-01-01,Other,Curry,9.84,67663.41
2019-01-01,Other,Deschutes,11.97,379858.65
2019-01-01,Other,Douglas,8.13,70539.95999999999
2019-01-01,Other,Grant,13.26,8069.620000000001
2019-01-01,Other,Harney,14.34,12886.56
2019-01-01,Other,Hood River,7.53,25557.33
2019-01-01,Other,Jackson,10.05,252435.08000000002
2019-01-01,Other,Jefferson,9.14,23991.3
2019-01-01,Other,Josephine,14.69,103444.86
2019-01-01,Other,Klamath,2.38,666.84
2019-01-01,Other,Lake,10.76,8659.04
2019-01-01,Other,Lane,8.82,466740.61000000004
2019-01-01,Other,Lincoln,11.62,130439.85999999999
2019-01-01,Other,Linn,9.06,114025.13
2019-01-01,Other,Marion,9.77,368492.17000000004
2019-01-01,Other,Multnomah,7.43,1167192.9499999997
2019-01-01,Other,Polk,8.66,45845.63
2019-01-01,Other,Tillamook,7.79,37216.490000000005
2019-01-01,Other,Umatilla,11.35,88847.91
2019-01-01,Other,Wasco,12.85,39858.68
2019-01-01,Other,Washington,12.56,748414.98
2019-01-01,Other,Yamhill,7.18,76683.19
2019-01-01,Usable MJ,Baker,48.48,1420757.12
2019-01-01,Usable MJ,Benton,50.43,444482.44
2019-01-01,Usable MJ,Clackamas,49.13,1453141.7
2019-01-01,Usable MJ,Clatsop,52.34,444443.21
2019-01-01,Usable MJ,Columbia,51.14,325191.23000000004
2019-01-01,Usable MJ,Coos,54.47,507981.5
2019-01-01,Usable MJ,Curry,49.09,337588.38
2019-01-01,Usable MJ,Deschutes,46.41,1472327.56
2019-01-01,Usable MJ,Douglas,44.77,388525.56
2019-01-01,Usable MJ,Grant,46.44,28262.07
2019-01-01,Usable MJ,Harney,50.01,44942.5
2019-01-01,Usable MJ,Hood River,53.26,180838.65999999997
2019-01-01,Usable MJ,Jackson,43.52,1093359.19
2019-01-01,Usable MJ,Jefferson,48.1,126236.94
2019-01-01,Usable MJ,Josephine,39.27,276616.94
2019-01-01,Usable MJ,Klamath,57.14,16016.12
2019-01-01,Usable MJ,Lake,57.16,45984.86
2019-01-01,Usable MJ,Lane,52.3,2767351.7
2019-01-01,Usable MJ,Lincoln,53.52,601088.77
2019-01-01,Usable MJ,Linn,48.79,613805.82
2019-01-01,Usable MJ,Marion,48.49,1829769.16
2019-01-01,Usable MJ,Multnomah,55.29,8689880.24
2019-01-01,Usable MJ,Polk,44.98,238050.28
2019-01-01,Usable MJ,Tillamook,51.48,245819.7
2019-01-01,Usable MJ,Umatilla,49.46,387053.13
2019-01-01,Usable MJ,Wasco,51.17,158738.96
2019-01-01,Usable MJ,Washington,47.61,2836687.2199999997
2019-01-01,Usable MJ,Yamhill,46.52,496949.66000000003
2019-02-01,Concentrate/Extract,Baker,19.8,552296.58
2019-02-01,Concentrate/Extract,Benton,29.45,243969.12
2019-02-01,Concentrate/Extract,Clackamas,24.82,706146.5
2019-02-01,Concentrate/Extract,Clatsop,23.18,183760.30000000002
2019-02-01,Concentrate/Extract,Columbia,25.92,163124.52
2019-02-01,Concentrate/Extract,Coos,28.07,260408.09
2019-02-01,Concentrate/Extract,Curry,28.35,200733.72999999998
2019-02-01,Concentrate/Extract,Deschutes,27.7,823257.02
2019-02-01,Concentrate/Extract,Douglas,36.1,313304.3
2019-02-01,Concentrate/Extract,Grant,36.9,20446.67
2019-02-01,Concentrate/Extract,Harney,25.84,23141.29
2019-02-01,Concentrate/Extract,Hood River,25.72,81946.56000000001
2019-02-01,Concentrate/Extract,Jackson,33.21,819162.85
2019-02-01,Concentrate/Extract,Jefferson,34.15,85965.87
2019-02-01,Concentrate/Extract,Josephine,34.51,253429.59
2019-02-01,Concentrate/Extract,Klamath,30.44,31436.239999999998
2019-02-01,Concentrate/Extract,Lake,27.42,22803.94
2019-02-01,Concentrate/Extract,Lane,27.38,1393517.25
2019-02-01,Concentrate/Extract,Lincoln,22.45,243512.2
2019-02-01,Concentrate/Extract,Linn,32.25,399315.58
2019-02-01,Concentrate/Extract,Marion,30.1,1162783.1099999999
2019-02-01,Concentrate/Extract,Multnomah,24.46,3706924.59
2019-02-01,Concentrate/Extract,Polk,32.9,175227.58000000002
2019-02-01,Concentrate/Extract,Tillamook,27.58,129822.70999999999
2019-02-01,Concentrate/Extract,Umatilla,31.18,232077.67
2019-02-01,Concentrate/Extract,Wasco,29.65,94132.76
2019-02-01,Concentrate/Extract,Washington,27.02,1559892.34
2019-02-01,Concentrate/Extract,Yamhill,33.98,355688.0
2019-02-01,Edible/Tincture,Baker,6.78,189020.48
2019-02-01,Edible/Tincture,Benton,10.49,86924.08
2019-02-01,Edible/Tincture,Clackamas,10.11,287606.26
2019-02-01,Edible/Tincture,Clatsop,11.7,92763.09
2019-02-01,Edible/Tincture,Columbia,8.54,53704.549999999996
2019-02-01,Edible/Tincture,Coos,8.13,75471.39
2019-02-01,Edible/Tincture,Curry,7.48,52936.520000000004
2019-02-01,Edible/Tincture,Deschutes,12.27,364575.12
2019-02-01,Edible/Tincture,Douglas,7.61,66014.16
2019-02-01,Edible/Tincture,Grant,5.88,3256.7700000000004
2019-02-01,Edible/Tincture,Harney,8.23,7367.95
2019-02-01,Edible/Tincture,Hood River,10.5,33442.329999999994
2019-02-01,Edible/Tincture,Jackson,9.17,226183.85
2019-02-01,Edible/Tincture,Jefferson,7.38,18568.36
2019-02-01,Edible/Tincture,Josephine,9.05,66461.20999999999
2019-02-01,Edible/Tincture,Klamath,6.12,6321.3099999999995
2019-02-01,Edible/Tincture,Lake,5.66,4706.79
2019-02-01,Edible/Tincture,Lane,9.71,494278.01
2019-02-01,Edible/Tincture,Lincoln,10.42,113017.86
2019-02-01,Edible/Tincture,Linn,8.55,105910.67
2019-02-01,Edible/Tincture,Marion,8.38,323563.38
2019-02-01,Edible/Tincture,Multnomah,12.0,1818878.9100000001
2019-02-01,Edible/Tincture,Polk,10.29,54791.61
2019-02-01,Edible/Tincture,Tillamook,12.47,58695.39
2019-02-01,Edible/Tincture,Umatilla,6.02,44794.58
2019-02-01,Edible/Tincture,Wasco,7.24,22984.47
2019-02-01,Edible/Tincture,Washington,11.9,687088.0800000001
2019-02-01,Edible/Tincture,Yamhill,9.99,104554.49
2019-02-01,Industrial Hemp,Columbia,0.01,79.0
2019-02-01,Industrial Hemp,Lane,0.01,291.64
2019-02-01,Industrial Hemp Commodity/Product,Baker,1.7,47280.94
2019-02-01,Industrial Hemp Commodity/Product,Benton,0.98,8130.72
2019-02-01,Industrial Hemp Commodity/Product,Clackamas,2.02,57348.01
2019-02-01,Industrial Hemp Commodity/Product,Clatsop,1.94,15367.54
2019-02-01,Industrial Hemp Commodity/Product,Columbia,2.93,18415.21
2019-02-01,Industrial Hemp Commodity/Product,Coos,1.4,12952.720000000001
2019-02-01,Industrial Hemp Commodity/Product,Curry,2.94,20807.7
2019-02-01,Industrial Hemp Commodity/Product,Deschutes,1.51,44944.14
2019-02-01,Industrial Hemp Commodity/Product,Douglas,2.71,23551.589999999997
2019-02-01,Industrial Hemp Commodity/Product,Grant,0.89,493.82
2019-02-01,Industrial Hemp Commodity/Product,Harney,3.15,2824.2400000000002
2019-02-01,Industrial Hemp Commodity/Product,Hood River,1.95,6226.26
2019-02-01,Industrial Hemp Commodity/Product,Jackson,2.38,58677.39
2019-02-01,Industrial Hemp Commodity/Product,Jefferson,0.8,2021.4199999999998
2019-02-01,Industrial Hemp Commodity/Product,Josephine,1.28,9391.359999999999
2019-02-01,Industrial Hemp Commodity/Product,Klamath,0.72,745.0
2019-02-01,Industrial Hemp Commodity/Product,Lake,1.16,962.5
2019-02-01,Industrial Hemp Commodity/Product,Lane,1.34,68058.98999999999
2019-02-01,Industrial Hemp Commodity/Product,Lincoln,2.24,24302.98
2019-02-01,Industrial Hemp Commodity/Product,Linn,0.82,10124.08
2019-02-01,Industrial Hemp Commodity/Product,Marion,1.34,51595.55
2019-02-01,Industrial Hemp Commodity/Product,Multnomah,1.0,151616.21
2019-02-01,Industrial Hemp Commodity/Product,Polk,1.4,7470.92
2019-02-01,Industrial Hemp Commodity/Product,Tillamook,1.72,8086.89
2019-02-01,Industrial Hemp Commodity/Product,Umatilla,1.78,13263.21
2019-02-01,Industrial Hemp Commodity/Product,Wasco,1.29,4094.18
2019-02-01,Industrial Hemp Commodity/Product,Washington,1.45,83781.42
2019-02-01,Industrial Hemp Commodity/Product,Yamhill,1.8,18845.81
2019-02-01,Other,Baker,22.82,636489.5
2019-02-01,Other,Benton,8.03,66508.08
2019-02-01,Other,Clackamas,13.37,380446.45
2019-02-01,Other,Clatsop,11.82,93708.01
2019-02-01,Other,Columbia,11.2,70473.70000000001
2019-02-01,Other,Coos,9.88,91694.43999999999
2019-02-01,Other,Curry,11.84,83842.33
2019-02-01,Other,Deschutes,11.52,342399.17
2019-02-01,Other,Douglas,8.83,76668.65
2019-02-01,Other,Grant,11.86,6570.929999999999
2019-02-01,Other,Harney,11.95,10702.51
2019-02-01,Other,Hood River,7.16,22796.059999999998
2019-02-01,Other,Jackson,10.81,266546.32
2019-02-01,Other,Jefferson,9.58,24122.91
2019-02-01,Other,Josephine,13.28,97485.26999999999
2019-02-01,Other,Klamath,4.6,4746.0599999999995
2019-02-01,Other,Lake,12.69,10554.34
2019-02-01,Other,Lane,8.76,445892.72
2019-02-01,Other,Lincoln,11.52,124904.27
2019-02-01,Other,Linn,9.81,121493.18
2019-02-01,Other,Marion,11.1,428615.10000000003
2019-02-01,Other,Multnomah,7.48,1134079.1600000001
2019-02-01,Other,Polk,10.52,56042.21
2019-02-01,Other,Tillamook,7.07,33280.19
2019-02-01,Other,Umatilla,11.3,84130.87
2019-02-01,Other,Wasco,10.44,33135.270000000004
2019-02-01,Other,Washington,11.88,685759.71
2019-02-01,Other,Yamhill,6.79,71076.25
2019-02-01,Usable MJ,Baker,48.91,1364059.92
2019-02-01,Usable MJ,Benton,51.05,422898.76
2019-02-01,Usable MJ,Clackamas,49.69,1413895.89
2019-02-01,Usable MJ,Clatsop,51.37,407286.6
2019-02-01,Usable MJ,Columbia,51.4,323428.41
2019-02-01,Usable MJ,Coos,52.52,487293.87
2019-02-01,Usable MJ,Curry,49.39,349727.53
