Date,Product Type,County,Month Name,Month Year,Tooltip Date,Market Share County,Sales,Sales Detail
3/1/2021,Concentrate/Extract,Coos,March,3/1/2021,March 2021,26.44,467469.45,467469.45
3/1/2021,Concentrate/Extract,Curry,March,3/1/2021,March 2021,26.75,28,28
3/1/2021,Concentrate/Extract,Curry,March,3/1/2021,March 2021,26.75,332.27,332.27
3/1/2021,Concentrate/Extract,Curry,March,3/1/2021,March 2021,26.75,311507.74,311507.74
3/1/2021,Concentrate/Extract,Deschutes,March,3/1/2021,March 2021,27.53,2736.7,2736.7
3/1/2021,Concentrate/Extract,Deschutes,March,3/1/2021,March 2021,27.53,14135.78,14135.78
3/1/2021,Concentrate/Extract,Deschutes,March,3/1/2021,March 2021,27.53,1333703.67,1333703.67
3/1/2021,Concentrate/Extract,Douglas,March,3/1/2021,March 2021,31.79,859.53,859.53
3/1/2021,Concentrate/Extract,Douglas,March,3/1/2021,March 2021,31.79,1119.26,1119.26
3/1/2021,Concentrate/Extract,Douglas,March,3/1/2021,March 2021,31.79,712085.02,712085.02
3/1/2021,Concentrate/Extract,Grant,March,3/1/2021,March 2021,31.94,211.93,211.93
3/1/2021,Concentrate/Extract,Grant,March,3/1/2021,March 2021,31.94,34179.1,34179.1
3/1/2021,Concentrate/Extract,Harney,March,3/1/2021,March 2021,24.49,145.84,145.84
3/1/2021,Concentrate/Extract,Harney,March,3/1/2021,March 2021,24.49,40027.18,40027.18
3/1/2021,Concentrate/Extract,Hood River,March,3/1/2021,March 2021,23.57,46.67,46.67
3/1/2021,Concentrate/Extract,Hood River,March,3/1/2021,March 2021,23.57,457.5,457.5
3/1/2021,Concentrate/Extract,Hood River,March,3/1/2021,March 2021,23.57,146772.4,146772.4
3/1/2021,Concentrate/Extract,Jackson,March,3/1/2021,March 2021,29.37,626.65,626.65
3/1/2021,Concentrate/Extract,Jackson,March,3/1/2021,March 2021,29.37,16757.86,16757.86
3/1/2021,Concentrate/Extract,Jackson,March,3/1/2021,March 2021,29.37,1378754.52,1378754.52
3/1/2021,Concentrate/Extract,Jefferson,March,3/1/2021,March 2021,30.21,154635.57,154635.57
3/1/2021,Concentrate/Extract,Josephine,March,3/1/2021,March 2021,31.88,424.52,424.52
3/1/2021,Concentrate/Extract,Josephine,March,3/1/2021,March 2021,31.88,3235.36,3235.36
3/1/2021,Concentrate/Extract,Josephine,March,3/1/2021,March 2021,31.88,536465.1,536465.1
3/1/2021,Concentrate/Extract,Klamath,March,3/1/2021,March 2021,34.09,8676.9,8676.9
3/1/2021,Concentrate/Extract,Klamath,March,3/1/2021,March 2021,34.09,491109.38,491109.38
3/1/2021,Concentrate/Extract,Lake,March,3/1/2021,March 2021,30.58,41201.59,41201.59
3/1/2021,Concentrate/Extract,Lane,March,3/1/2021,March 2021,25.96,303.24,303.24
3/1/2021,Concentrate/Extract,Lane,March,3/1/2021,March 2021,25.96,30232.79,30232.79
3/1/2021,Concentrate/Extract,Lane,March,3/1/2021,March 2021,25.96,82763.89,82763.89
3/1/2021,Concentrate/Extract,Lane,March,3/1/2021,March 2021,25.96,2308165.18,2308165.18
3/1/2021,Concentrate/Extract,Lincoln,March,3/1/2021,March 2021,23.67,955.68,955.68
3/1/2021,Concentrate/Extract,Lincoln,March,3/1/2021,March 2021,23.67,423777.85,423777.85
3/1/2021,Concentrate/Extract,Linn,March,3/1/2021,March 2021,28.57,462,462
3/1/2021,Concentrate/Extract,Linn,March,3/1/2021,March 2021,28.57,4304.27,4304.27
3/1/2021,Concentrate/Extract,Linn,March,3/1/2021,March 2021,28.57,686380.31,686380.31
3/1/2021,Concentrate/Extract,Malheur,March,3/1/2021,March 2021,28.29,1215.96,1215.96
3/1/2021,Concentrate/Extract,Malheur,March,3/1/2021,March 2021,28.29,18829.75,18829.75
3/1/2021,Concentrate/Extract,Malheur,March,3/1/2021,March 2021,28.29,2896338.95,2896338.95
3/1/2021,Concentrate/Extract,Marion,March,3/1/2021,March 2021,29.4,21.6,21.6
3/1/2021,Concentrate/Extract,Marion,March,3/1/2021,March 2021,29.4,14447.67,14447.67
3/1/2021,Concentrate/Extract,Marion,March,3/1/2021,March 2021,29.4,61124.54,61124.54
3/1/2021,Concentrate/Extract,Marion,March,3/1/2021,March 2021,29.4,1890939.97,1890939.97
3/1/2021,Concentrate/Extract,Multnomah,March,3/1/2021,March 2021,19.78,447.11,447.11
3/1/2021,Concentrate/Extract,Multnomah,March,3/1/2021,March 2021,19.78,62341.02,62341.02
3/1/2021,Concentrate/Extract,Multnomah,March,3/1/2021,March 2021,19.78,131735.92,131735.92
3/1/2021,Concentrate/Extract,Multnomah,March,3/1/2021,March 2021,19.78,4967875,4967875
3/1/2021,Concentrate/Extract,Polk,March,3/1/2021,March 2021,34.8,3920.63,3920.63
3/1/2021,Concentrate/Extract,Polk,March,3/1/2021,March 2021,34.8,376941.42,376941.42
3/1/2021,Concentrate/Extract,Tillamook,March,3/1/2021,March 2021,22.86,1357.2,1357.2
3/1/2021,Concentrate/Extract,Tillamook,March,3/1/2021,March 2021,22.86,180350.12,180350.12
3/1/2021,Concentrate/Extract,Umatilla,March,3/1/2021,March 2021,34.53,130,130
3/1/2021,Concentrate/Extract,Umatilla,March,3/1/2021,March 2021,34.53,6408.25,6408.25
3/1/2021,Concentrate/Extract,Umatilla,March,3/1/2021,March 2021,34.53,650484.15,650484.15
3/1/2021,Concentrate/Extract,Wallowa,March,3/1/2021,March 2021,29.66,26982.27,26982.27
3/1/2021,Concentrate/Extract,Wasco,March,3/1/2021,March 2021,30.73,154.15,154.15
3/1/2021,Concentrate/Extract,Wasco,March,3/1/2021,March 2021,30.73,179294.54,179294.54
3/1/2021,Concentrate/Extract,Washington,March,3/1/2021,March 2021,24.46,4676.03,4676.03
3/1/2021,Concentrate/Extract,Washington,March,3/1/2021,March 2021,24.46,7173.98,7173.98
3/1/2021,Concentrate/Extract,Washington,March,3/1/2021,March 2021,24.46,2317821.42,2317821.42
3/1/2021,Concentrate/Extract,Yamhill,March,3/1/2021,March 2021,31.75,315,315
3/1/2021,Concentrate/Extract,Yamhill,March,3/1/2021,March 2021,31.75,662.76,662.76
3/1/2021,Concentrate/Extract,Yamhill,March,3/1/2021,March 2021,31.75,590256.79,590256.79
4/1/2021,Concentrate/Extract,Baker,April,4/1/2021,April 2021,21.16,95489.83,95489.83
4/1/2021,Concentrate/Extract,Benton,April,4/1/2021,April 2021,24.31,0,0
4/1/2021,Concentrate/Extract,Benton,April,4/1/2021,April 2021,24.31,182.87,182.87
4/1/2021,Concentrate/Extract,Benton,April,4/1/2021,April 2021,24.31,3847.63,3847.63
4/1/2021,Concentrate/Extract,Benton,April,4/1/2021,April 2021,24.31,354304.12,354304.12
4/1/2021,Concentrate/Extract,Clackamas,April,4/1/2021,April 2021,24.06,1093.6,1093.6
4/1/2021,Concentrate/Extract,Clackamas,April,4/1/2021,April 2021,24.06,8027.26,8027.26
4/1/2021,Concentrate/Extract,Clackamas,April,4/1/2021,April 2021,24.06,1252682.75,1252682.75
4/1/2021,Concentrate/Extract,Clatsop,April,4/1/2021,April 2021,22.25,920.43,920.43
4/1/2021,Concentrate/Extract,Clatsop,April,4/1/2021,April 2021,22.25,334801.91,334801.91
4/1/2021,Concentrate/Extract,Columbia,April,4/1/2021,April 2021,25.71,1925.49,1925.49
4/1/2021,Concentrate/Extract,Columbia,April,4/1/2021,April 2021,25.71,262627.21,262627.21
4/1/2021,Concentrate/Extract,Coos,April,4/1/2021,April 2021,25.78,232.5,232.5
4/1/2021,Concentrate/Extract,Coos,April,4/1/2021,April 2021,25.78,1917.93,1917.93
4/1/2021,Concentrate/Extract,Coos,April,4/1/2021,April 2021,25.78,463314.61,463314.61
4/1/2021,Concentrate/Extract,Curry,April,4/1/2021,April 2021,25.07,72.8,72.8
4/1/2021,Concentrate/Extract,Curry,April,4/1/2021,April 2021,25.07,296143.56,296143.56
4/1/2021,Concentrate/Extract,Deschutes,April,4/1/2021,April 2021,26.86,2750.79,2750.79
4/1/2021,Concentrate/Extract,Deschutes,April,4/1/2021,April 2021,26.86,12725.51,12725.51
4/1/2021,Concentrate/Extract,Deschutes,April,4/1/2021,April 2021,26.86,1287371.3,1287371.3
4/1/2021,Concentrate/Extract,Douglas,April,4/1/2021,April 2021,30.57,594.56,594.56
4/1/2021,Concentrate/Extract,Douglas,April,4/1/2021,April 2021,30.57,989.29,989.29
4/1/2021,Concentrate/Extract,Douglas,April,4/1/2021,April 2021,30.57,718874.76,718874.76
4/1/2021,Concentrate/Extract,Grant,April,4/1/2021,April 2021,29.89,16.5,16.5
4/1/2021,Concentrate/Extract,Grant,April,4/1/2021,April 2021,29.89,26291.09,26291.09
4/1/2021,Concentrate/Extract,Harney,April,4/1/2021,April 2021,23.58,975,975
4/1/2021,Concentrate/Extract,Harney,April,4/1/2021,April 2021,23.58,40140.38,40140.38
4/1/2021,Concentrate/Extract,Hood River,April,4/1/2021,April 2021,21.43,40,40
4/1/2021,Concentrate/Extract,Hood River,April,4/1/2021,April 2021,21.43,121.95,121.95
4/1/2021,Concentrate/Extract,Hood River,April,4/1/2021,April 2021,21.43,145849.13,145849.13
4/1/2021,Concentrate/Extract,Jackson,April,4/1/2021,April 2021,27.74,1038.2,1038.2
4/1/2021,Concentrate/Extract,Jackson,April,4/1/2021,April 2021,27.74,11090.07,11090.07
4/1/2021,Concentrate/Extract,Jackson,April,4/1/2021,April 2021,27.74,1336367.08,1336367.08
4/1/2021,Concentrate/Extract,Jefferson,April,4/1/2021,April 2021,29.03,151273.79,151273.79
4/1/2021,Concentrate/Extract,Josephine,April,4/1/2021,April 2021,30.63,377.06,377.06
4/1/2021,Concentrate/Extract,Josephine,April,4/1/2021,April 2021,30.63,2703.6,2703.6
4/1/2021,Concentrate/Extract,Josephine,April,4/1/2021,April 2021,30.63,538189.16,538189.16
4/1/2021,Concentrate/Extract,Klamath,April,4/1/2021,April 2021,31.36,6206.96,6206.96
4/1/2021,Concentrate/Extract,Klamath,April,4/1/2021,April 2021,31.36,461938.77,461938.77
4/1/2021,Concentrate/Extract,Lake,April,4/1/2021,April 2021,33.4,50348.54,50348.54
4/1/2021,Concentrate/Extract,Lane,April,4/1/2021,April 2021,25.11,260.66,260.66
4/1/2021,Concentrate/Extract,Lane,April,4/1/2021,April 2021,25.11,26282.22,26282.22
4/1/2021,Concentrate/Extract,Lane,April,4/1/2021,April 2021,25.11,73982.25,73982.25
4/1/2021,Concentrate/Extract,Lane,April,4/1/2021,April 2021,25.11,2292170.66,2292170.66
4/1/2021,Concentrate/Extract,Lincoln,April,4/1/2021,April 2021,22.7,1062.78,1062.78
4/1/2021,Concentrate/Extract,Lincoln,April,4/1/2021,April 2021,22.7,429048.22,429048.22
4/1/2021,Concentrate/Extract,Linn,April,4/1/2021,April 2021,26.67,523,523
4/1/2021,Concentrate/Extract,Linn,April,4/1/2021,April 2021,26.67,4517.41,4517.41
4/1/2021,Concentrate/Extract,Linn,April,4/1/2021,April 2021,26.67,646858.82,646858.82
4/1/2021,Concentrate/Extract,Malheur,April,4/1/2021,April 2021,25.95,1343.86,1343.86
4/1/2021,Concentrate/Extract,Malheur,April,4/1/2021,April 2021,25.95,16355.24,16355.24
4/1/2021,Concentrate/Extract,Malheur,April,4/1/2021,April 2021,25.95,2538433.87,2538433.87
4/1/2021,Concentrate/Extract,Marion,April,4/1/2021,April 2021,27.01,1045.5,1045.5
4/1/2021,Concentrate/Extract,Marion,April,4/1/2021,April 2021,27.01,11173.97,11173.97
4/1/2021,Concentrate/Extract,Marion,April,4/1/2021,April 2021,27.01,53046.55,53046.55
4/1/2021,Concentrate/Extract,Marion,April,4/1/2021,April 2021,27.01,1746886.18,1746886.18
4/1/2021,Concentrate/Extract,Multnomah,April,4/1/2021,April 2021,18.82,1122.36,1122.36
4/1/2021,Concentrate/Extract,Multnomah,April,4/1/2021,April 2021,18.82,64800.29,64800.29
4/1/2021,Concentrate/Extract,Multnomah,April,4/1/2021,April 2021,18.82,130565.71,130565.71
4/1/2021,Concentrate/Extract,Multnomah,April,4/1/2021,April 2021,18.82,4829527.78,4829527.78
4/1/2021,Concentrate/Extract,Polk,April,4/1/2021,April 2021,33.31,4126.52,4126.52
4/1/2021,Concentrate/Extract,Polk,April,4/1/2021,April 2021,33.31,372583.8,372583.8
4/1/2021,Concentrate/Extract,Tillamook,April,4/1/2021,April 2021,21.53,1665.19,1665.19
4/1/2021,Concentrate/Extract,Tillamook,April,4/1/2021,April 2021,21.53,173588.37,173588.37
4/1/2021,Concentrate/Extract,Umatilla,April,4/1/2021,April 2021,32.48,18,18
4/1/2021,Concentrate/Extract,Umatilla,April,4/1/2021,April 2021,32.48,3460.86,3460.86
4/1/2021,Concentrate/Extract,Umatilla,April,4/1/2021,April 2021,32.48,518747.75,518747.75
4/1/2021,Concentrate/Extract,Wallowa,April,4/1/2021,April 2021,27.15,24912.96,24912.96
4/1/2021,Concentrate/Extract,Wasco,April,4/1/2021,April 2021,30.26,92.49,92.49
4/1/2021,Concentrate/Extract,Wasco,April,4/1/2021,April 2021,30.26,173705.94,173705.94
4/1/2021,Concentrate/Extract,Washington,April,4/1/2021,April 2021,24.24,4486.78,4486.78
4/1/2021,Concentrate/Extract,Washington,April,4/1/2021,April 2021,24.24,8643.9,8643.9
4/1/2021,Concentrate/Extract,Washington,April,4/1/2021,April 2021,24.24,2287929.91,2287929.91
4/1/2021,Concentrate/Extract,Yamhill,April,4/1/2021,April 2021,30.97,105.5,105.5
4/1/2021,Concentrate/Extract,Yamhill,April,4/1/2021,April 2021,30.97,151.25,151.25
4/1/2021,Concentrate/Extract,Yamhill,April,4/1/2021,April 2021,30.97,574008.59,574008.59
5/1/2021,Concentrate/Extract,Baker,May,5/1/2021,May 2021,20.56,343.65,343.65
5/1/2021,Concentrate/Extract,Baker,May,5/1/2021,May 2021,20.56,90118.43,90118.43
5/1/2021,Concentrate/Extract,Benton,May,5/1/2021,May 2021,24.21,69.5,69.5
5/1/2021,Concentrate/Extract,Benton,May,5/1/2021,May 2021,24.21,3578.13,3578.13
5/1/2021,Concentrate/Extract,Benton,May,5/1/2021,May 2021,24.21,324690.48,324690.48
5/1/2021,Concentrate/Extract,Clackamas,May,5/1/2021,May 2021,23.95,1032.4,1032.4
5/1/2021,Concentrate/Extract,Clackamas,May,5/1/2021,May 2021,23.95,4971,4971
5/1/2021,Concentrate/Extract,Clackamas,May,5/1/2021,May 2021,23.95,1214831.02,1214831.02
5/1/2021,Concentrate/Extract,Clatsop,May,5/1/2021,May 2021,21.84,557.51,557.51
5/1/2021,Concentrate/Extract,Clatsop,May,5/1/2021,May 2021,21.84,323501.12,323501.12
5/1/2021,Concentrate/Extract,Columbia,May,5/1/2021,May 2021,25.14,1571.97,1571.97
5/1/2021,Concentrate/Extract,Columbia,May,5/1/2021,May 2021,25.14,243113.49,243113.49
5/1/2021,Concentrate/Extract,Coos,May,5/1/2021,May 2021,25.13,70,70
5/1/2021,Concentrate/Extract,Coos,May,5/1/2021,May 2021,25.13,1480.12,1480.12
5/1/2021,Concentrate/Extract,Coos,May,5/1/2021,May 2021,25.13,424787.38,424787.38
5/1/2021,Concentrate/Extract,Curry,May,5/1/2021,May 2021,24.2,1260.36,1260.36
5/1/2021,Concentrate/Extract,Curry,May,5/1/2021,May 2021,24.2,264494.49,264494.49
5/1/2021,Concentrate/Extract,Deschutes,May,5/1/2021,May 2021,26.18,985.47,985.47
5/1/2021,Concentrate/Extract,Deschutes,May,5/1/2021,May 2021,26.18,10740.63,10740.63
5/1/2021,Concentrate/Extract,Deschutes,May,5/1/2021,May 2021,26.18,1216325.84,1216325.84
5/1/2021,Concentrate/Extract,Douglas,May,5/1/2021,May 2021,29.23,459.41,459.41
5/1/2021,Concentrate/Extract,Douglas,May,5/1/2021,May 2021,29.23,1116.09,1116.09
5/1/2021,Concentrate/Extract,Douglas,May,5/1/2021,May 2021,29.23,652685.79,652685.79
5/1/2021,Concentrate/Extract,Grant,May,5/1/2021,May 2021,26.68,26864.1,26864.1
5/1/2021,Concentrate/Extract,Harney,May,5/1/2021,May 2021,19.71,830.13,830.13
5/1/2021,Concentrate/Extract,Harney,May,5/1/2021,May 2021,19.71,32987.54,32987.54
5/1/2021,Concentrate/Extract,Hood River,May,5/1/2021,May 2021,20.49,14.22,14.22
5/1/2021,Concentrate/Extract,Hood River,May,5/1/2021,May 2021,20.49,400,400
5/1/2021,Concentrate/Extract,Hood River,May,5/1/2021,May 2021,20.49,132271.55,132271.55
5/1/2021,Concentrate/Extract,Jackson,May,5/1/2021,May 2021,27.66,791.8,791.8
5/1/2021,Concentrate/Extract,Jackson,May,5/1/2021,May 2021,27.66,6631.52,6631.52
5/1/2021,Concentrate/Extract,Jackson,May,5/1/2021,May 2021,27.66,1261372.45,1261372.45
5/1/2021,Concentrate/Extract,Jefferson,May,5/1/2021,May 2021,28.58,194.91,194.91
5/1/2021,Concentrate/Extract,Jefferson,May,5/1/2021,May 2021,28.58,141319.04,141319.04
5/1/2021,Concentrate/Extract,Josephine,May,5/1/2021,May 2021,29.17,836,836
5/1/2021,Concentrate/Extract,Josephine,May,5/1/2021,May 2021,29.17,3765.17,3765.17
5/1/2021,Concentrate/Extract,Josephine,May,5/1/2021,May 2021,29.17,503215.31,503215.31
5/1/2021,Concentrate/Extract,Klamath,May,5/1/2021,May 2021,32.15,2094.71,2094.71
5/1/2021,Concentrate/Extract,Klamath,May,5/1/2021,May 2021,32.15,428147.37,428147.37
5/1/2021,Concentrate/Extract,Lake,May,5/1/2021,May 2021,32.32,47442.1,47442.1
5/1/2021,Concentrate/Extract,Lane,May,5/1/2021,May 2021,24.67,251.84,251.84
5/1/2021,Concentrate/Extract,Lane,May,5/1/2021,May 2021,24.67,24066.21,24066.21
5/1/2021,Concentrate/Extract,Lane,May,5/1/2021,May 2021,24.67,74643.39,74643.39
5/1/2021,Concentrate/Extract,Lane,May,5/1/2021,May 2021,24.67,2131435.68,2131435.68
5/1/2021,Concentrate/Extract,Lincoln,May,5/1/2021,May 2021,21.52,533.05,533.05
5/1/2021,Concentrate/Extract,Lincoln,May,5/1/2021,May 2021,21.52,390718.27,390718.27
5/1/2021,Concentrate/Extract,Linn,May,5/1/2021,May 2021,26.47,139,139
5/1/2021,Concentrate/Extract,Linn,May,5/1/2021,May 2021,26.47,1491.37,1491.37
5/1/2021,Concentrate/Extract,Linn,May,5/1/2021,May 2021,26.47,606628.44,606628.44
5/1/2021,Concentrate/Extract,Malheur,May,5/1/2021,May 2021,25.24,932.26,932.26
5/1/2021,Concentrate/Extract,Malheur,May,5/1/2021,May 2021,25.24,11491.79,11491.79
5/1/2021,Concentrate/Extract,Malheur,May,5/1/2021,May 2021,25.24,2404371.79,2404371.79
5/1/2021,Concentrate/Extract,Marion,May,5/1/2021,May 2021,26.72,941,941
5/1/2021,Concentrate/Extract,Marion,May,5/1/2021,May 2021,26.72,11772.13,11772.13
5/1/2021,Concentrate/Extract,Marion,May,5/1/2021,May 2021,26.72,47032.27,47032.27
5/1/2021,Concentrate/Extract,Marion,May,5/1/2021,May 2021,26.72,1657468.91,1657468.91
5/1/2021,Concentrate/Extract,Multnomah,May,5/1/2021,May 2021,18.92,1222.6,1222.6
5/1/2021,Concentrate/Extract,Multnomah,May,5/1/2021,May 2021,18.92,59327.83,59327.83
5/1/2021,Concentrate/Extract,Multnomah,May,5/1/2021,May 2021,18.92,109018.83,109018.83
5/1/2021,Concentrate/Extract,Multnomah,May,5/1/2021,May 2021,18.92,4622632.4,4622632.4
5/1/2021,Concentrate/Extract,Polk,May,5/1/2021,May 2021,32.06,3044.8,3044.8
5/1/2021,Concentrate/Extract,Polk,May,5/1/2021,May 2021,32.06,336877.68,336877.68
5/1/2021,Concentrate/Extract,Tillamook,May,5/1/2021,May 2021,21.23,1723.78,1723.78
5/1/2021,Concentrate/Extract,Tillamook,May,5/1/2021,May 2021,21.23,165109.07,165109.07
5/1/2021,Concentrate/Extract,Umatilla,May,5/1/2021,May 2021,32.07,6168.38,6168.38
5/1/2021,Concentrate/Extract,Umatilla,May,5/1/2021,May 2021,32.07,470791.81,470791.81
5/1/2021,Concentrate/Extract,Wallowa,May,5/1/2021,May 2021,25.19,23497.38,23497.38
5/1/2021,Concentrate/Extract,Wasco,May,5/1/2021,May 2021,29.08,164171.67,164171.67
5/1/2021,Concentrate/Extract,Washington,May,5/1/2021,May 2021,23.92,3907.07,3907.07
5/1/2021,Concentrate/Extract,Washington,May,5/1/2021,May 2021,23.92,10742.98,10742.98
5/1/2021,Concentrate/Extract,Washington,May,5/1/2021,May 2021,23.92,2194932.07,2194932.07
5/1/2021,Concentrate/Extract,Yamhill,May,5/1/2021,May 2021,30.32,370.08,370.08
5/1/2021,Concentrate/Extract,Yamhill,May,5/1/2021,May 2021,30.32,488,488
5/1/2021,Concentrate/Extract,Yamhill,May,5/1/2021,May 2021,30.32,538153.78,538153.78
6/1/2021,Concentrate/Extract,Baker,June,6/1/2021,June 2021,18.93,221.02,221.02
6/1/2021,Concentrate/Extract,Baker,June,6/1/2021,June 2021,18.93,72954.31,72954.31
6/1/2021,Concentrate/Extract,Benton,June,6/1/2021,June 2021,24.47,4.28,4.28
6/1/2021,Concentrate/Extract,Benton,June,6/1/2021,June 2021,24.47,2872.59,2872.59
6/1/2021,Concentrate/Extract,Benton,June,6/1/2021,June 2021,24.47,299277.56,299277.56
6/1/2021,Concentrate/Extract,Clackamas,June,6/1/2021,June 2021,23.25,1454.8,1454.8
6/1/2021,Concentrate/Extract,Clackamas,June,6/1/2021,June 2021,23.25,3090.61,3090.61
6/1/2021,Concentrate/Extract,Clackamas,June,6/1/2021,June 2021,23.25,1106380.2,1106380.2
6/1/2021,Concentrate/Extract,Clatsop,June,6/1/2021,June 2021,20.07,472.01,472.01
6/1/2021,Concentrate/Extract,Clatsop,June,6/1/2021,June 2021,20.07,293031.82,293031.82
6/1/2021,Concentrate/Extract,Columbia,June,6/1/2021,June 2021,24.08,2055.45,2055.45
6/1/2021,Concentrate/Extract,Columbia,June,6/1/2021,June 2021,24.08,219359.24,219359.24
6/1/2021,Concentrate/Extract,Coos,June,6/1/2021,June 2021,25.03,211.11,211.11
6/1/2021,Concentrate/Extract,Coos,June,6/1/2021,June 2021,25.03,732.3,732.3
6/1/2021,Concentrate/Extract,Coos,June,6/1/2021,June 2021,25.03,408076.53,408076.53
6/1/2021,Concentrate/Extract,Curry,June,6/1/2021,June 2021,23.95,1152.87,1152.87
6/1/2021,Concentrate/Extract,Curry,June,6/1/2021,June 2021,23.95,261515.62,261515.62
6/1/2021,Concentrate/Extract,Deschutes,June,6/1/2021,June 2021,25.41,1092.32,1092.32
6/1/2021,Concentrate/Extract,Deschutes,June,6/1/2021,June 2021,25.41,10870.07,10870.07
6/1/2021,Concentrate/Extract,Deschutes,June,6/1/2021,June 2021,25.41,1165337.03,1165337.03
6/1/2021,Concentrate/Extract,Douglas,June,6/1/2021,June 2021,28.69,704.34,704.34
6/1/2021,Concentrate/Extract,Douglas,June,6/1/2021,June 2021,28.69,769.68,769.68
6/1/2021,Concentrate/Extract,Douglas,June,6/1/2021,June 2021,28.69,603667.84,603667.84
6/1/2021,Concentrate/Extract,Grant,June,6/1/2021,June 2021,28.26,28350.92,28350.92
6/1/2021,Concentrate/Extract,Harney,June,6/1/2021,June 2021,20.43,200.02,200.02
6/1/2021,Concentrate/Extract,Harney,June,6/1/2021,June 2021,20.43,36124.64,36124.64
6/1/2021,Concentrate/Extract,Hood River,June,6/1/2021,June 2021,20.76,80.42,80.42
6/1/2021,Concentrate/Extract,Hood River,June,6/1/2021,June 2021,20.76,129891.97,129891.97
6/1/2021,Concentrate/Extract,Jackson,June,6/1/2021,June 2021,26.93,332,332
6/1/2021,Concentrate/Extract,Jackson,June,6/1/2021,June 2021,26.93,4536.17,4536.17
6/1/2021,Concentrate/Extract,Jackson,June,6/1/2021,June 2021,26.93,1163853.13,1163853.13
6/1/2021,Concentrate/Extract,Jefferson,June,6/1/2021,June 2021,28.32,25,25
6/1/2021,Concentrate/Extract,Jefferson,June,6/1/2021,June 2021,28.32,135837.04,135837.04
6/1/2021,Concentrate/Extract,Josephine,June,6/1/2021,June 2021,28.51,541,541
6/1/2021,Concentrate/Extract,Josephine,June,6/1/2021,June 2021,28.51,2937.23,2937.23
6/1/2021,Concentrate/Extract,Josephine,June,6/1/2021,June 2021,28.51,460014.02,460014.02
6/1/2021,Concentrate/Extract,Klamath,June,6/1/2021,June 2021,31.07,2965.19,2965.19
6/1/2021,Concentrate/Extract,Klamath,June,6/1/2021,June 2021,31.07,406380.91,406380.91
6/1/2021,Concentrate/Extract,Lake,June,6/1/2021,June 2021,32.36,45435.1,45435.1
6/1/2021,Concentrate/Extract,Lane,June,6/1/2021,June 2021,24.26,205.2,205.2
6/1/2021,Concentrate/Extract,Lane,June,6/1/2021,June 2021,24.26,21944,21944
6/1/2021,Concentrate/Extract,Lane,June,6/1/2021,June 2021,24.26,67052.39,67052.39
6/1/2021,Concentrate/Extract,Lane,June,6/1/2021,June 2021,24.26,1946663.14,1946663.14
6/1/2021,Concentrate/Extract,Lincoln,June,6/1/2021,June 2021,20.67,911.92,911.92
6/1/2021,Concentrate/Extract,Lincoln,June,6/1/2021,June 2021,20.67,385088.06,385088.06
6/1/2021,Concentrate/Extract,Linn,June,6/1/2021,June 2021,26.35,350,350
6/1/2021,Concentrate/Extract,Linn,June,6/1/2021,June 2021,26.35,1902.66,1902.66
6/1/2021,Concentrate/Extract,Linn,June,6/1/2021,June 2021,26.35,570590.9,570590.9
6/1/2021,Concentrate/Extract,Malheur,June,6/1/2021,June 2021,26.01,1296.81,1296.81
6/1/2021,Concentrate/Extract,Malheur,June,6/1/2021,June 2021,26.01,7285.72,7285.72
6/1/2021,Concentrate/Extract,Malheur,June,6/1/2021,June 2021,26.01,2257062.07,2257062.07
6/1/2021,Concentrate/Extract,Marion,June,6/1/2021,June 2021,26,515.82,515.82
6/1/2021,Concentrate/Extract,Marion,June,6/1/2021,June 2021,26,11704.8,11704.8
6/1/2021,Concentrate/Extract,Marion,June,6/1/2021,June 2021,26,43321.59,43321.59
6/1/2021,Concentrate/Extract,Marion,June,6/1/2021,June 2021,26,1489037.46,1489037.46
6/1/2021,Concentrate/Extract,Multnomah,June,6/1/2021,June 2021,18.37,1610.82,1610.82
6/1/2021,Concentrate/Extract,Multnomah,June,6/1/2021,June 2021,18.37,47243.67,47243.67
6/1/2021,Concentrate/Extract,Multnomah,June,6/1/2021,June 2021,18.37,102597.01,102597.01
6/1/2021,Concentrate/Extract,Multnomah,June,6/1/2021,June 2021,18.37,4234588.51,4234588.51
6/1/2021,Concentrate/Extract,Polk,June,6/1/2021,June 2021,32.36,2309.94,2309.94
6/1/2021,Concentrate/Extract,Polk,June,6/1/2021,June 2021,32.36,324011.4,324011.4
6/1/2021,Concentrate/Extract,Tillamook,June,6/1/2021,June 2021,20.65,1648.16,1648.16
6/1/2021,Concentrate/Extract,Tillamook,June,6/1/2021,June 2021,20.65,167371.94,167371.94
6/1/2021,Concentrate/Extract,Umatilla,June,6/1/2021,June 2021,32.22,76,76
6/1/2021,Concentrate/Extract,Umatilla,June,6/1/2021,June 2021,32.22,1726.09,1726.09
6/1/2021,Concentrate/Extract,Umatilla,June,6/1/2021,June 2021,32.22,447207.61,447207.61
6/1/2021,Concentrate/Extract,Wallowa,June,6/1/2021,June 2021,25.5,25041.17,25041.17
6/1/2021,Concentrate/Extract,Wasco,June,6/1/2021,June 2021,27.18,148246.68,148246.68
6/1/2021,Concentrate/Extract,Washington,June,6/1/2021,June 2021,23.64,2621.07,2621.07
6/1/2021,Concentrate/Extract,Washington,June,6/1/2021,June 2021,23.64,6818.07,6818.07
