Date,Product Type,County,Month Name,Month Year,Tooltip Date,Market Share County,Sales,Sales Detail
11/1/2019,Usable MJ,Yamhill,November,11/1/2019,November 2019,50.67,95292.17,95292.17
11/1/2019,Usable MJ,Yamhill,November,11/1/2019,November 2019,50.67,515875.35,515875.35
12/1/2019,Usable MJ,Baker,December,12/1/2019,December 2019,57.14,21770.4,21770.4
12/1/2019,Usable MJ,Baker,December,12/1/2019,December 2019,57.14,339544.02,339544.02
12/1/2019,Usable MJ,Benton,December,12/1/2019,December 2019,56.72,28,28
12/1/2019,Usable MJ,Benton,December,12/1/2019,December 2019,56.72,197.83,197.83
12/1/2019,Usable MJ,Benton,December,12/1/2019,December 2019,56.72,78259.76,78259.76
12/1/2019,Usable MJ,Benton,December,12/1/2019,December 2019,56.72,416836.49,416836.49
12/1/2019,Usable MJ,Clackamas,December,12/1/2019,December 2019,55.41,40,40
12/1/2019,Usable MJ,Clackamas,December,12/1/2019,December 2019,55.41,299769.78,299769.78
12/1/2019,Usable MJ,Clackamas,December,12/1/2019,December 2019,55.41,1605741.59,1605741.59
12/1/2019,Usable MJ,Clatsop,December,12/1/2019,December 2019,57.38,100104.56,100104.56
12/1/2019,Usable MJ,Clatsop,December,12/1/2019,December 2019,57.38,417682.32,417682.32
12/1/2019,Usable MJ,Columbia,December,12/1/2019,December 2019,55.3,59552.27,59552.27
12/1/2019,Usable MJ,Columbia,December,12/1/2019,December 2019,55.3,327103.6,327103.6
12/1/2019,Usable MJ,Coos,December,12/1/2019,December 2019,58.39,98829.64,98829.64
12/1/2019,Usable MJ,Coos,December,12/1/2019,December 2019,58.39,515572.22,515572.22
12/1/2019,Usable MJ,Curry,December,12/1/2019,December 2019,59.46,43561.22,43561.22
12/1/2019,Usable MJ,Curry,December,12/1/2019,December 2019,59.46,323632.47,323632.47
12/1/2019,Usable MJ,Deschutes,December,12/1/2019,December 2019,51.9,404.88,404.88
12/1/2019,Usable MJ,Deschutes,December,12/1/2019,December 2019,51.9,4411.89,4411.89
12/1/2019,Usable MJ,Deschutes,December,12/1/2019,December 2019,51.9,285395.88,285395.88
12/1/2019,Usable MJ,Deschutes,December,12/1/2019,December 2019,51.9,1470323.99,1470323.99
12/1/2019,Usable MJ,Douglas,December,12/1/2019,December 2019,51.35,82799.82,82799.82
12/1/2019,Usable MJ,Douglas,December,12/1/2019,December 2019,51.35,496554.26,496554.26
12/1/2019,Usable MJ,Grant,December,12/1/2019,December 2019,53.43,804.17,804.17
12/1/2019,Usable MJ,Grant,December,12/1/2019,December 2019,53.43,34544.55,34544.55
12/1/2019,Usable MJ,Harney,December,12/1/2019,December 2019,49.55,11921.14,11921.14
12/1/2019,Usable MJ,Harney,December,12/1/2019,December 2019,49.55,45800.4,45800.4
12/1/2019,Usable MJ,Hood River,December,12/1/2019,December 2019,56.09,23472.34,23472.34
12/1/2019,Usable MJ,Hood River,December,12/1/2019,December 2019,56.09,177890.96,177890.96
12/1/2019,Usable MJ,Jackson,December,12/1/2019,December 2019,51.17,80.6,80.6
12/1/2019,Usable MJ,Jackson,December,12/1/2019,December 2019,51.17,366.13,366.13
12/1/2019,Usable MJ,Jackson,December,12/1/2019,December 2019,51.17,257429.06,257429.06
12/1/2019,Usable MJ,Jackson,December,12/1/2019,December 2019,51.17,1198421.17,1198421.17
12/1/2019,Usable MJ,Jefferson,December,12/1/2019,December 2019,54.12,33150.88,33150.88
12/1/2019,Usable MJ,Jefferson,December,12/1/2019,December 2019,54.12,134604.05,134604.05
12/1/2019,Usable MJ,Josephine,December,12/1/2019,December 2019,46.07,40,40
12/1/2019,Usable MJ,Josephine,December,12/1/2019,December 2019,46.07,69,69
12/1/2019,Usable MJ,Josephine,December,12/1/2019,December 2019,46.07,80621.84,80621.84
12/1/2019,Usable MJ,Josephine,December,12/1/2019,December 2019,46.07,356504.16,356504.16
12/1/2019,Usable MJ,Klamath,December,12/1/2019,December 2019,51.93,71955.41,71955.41
12/1/2019,Usable MJ,Klamath,December,12/1/2019,December 2019,51.93,292998.86,292998.86
12/1/2019,Usable MJ,Lake,December,12/1/2019,December 2019,57,5906.45,5906.45
12/1/2019,Usable MJ,Lake,December,12/1/2019,December 2019,57,37966.6,37966.6
12/1/2019,Usable MJ,Lane,December,12/1/2019,December 2019,56.96,3723.66,3723.66
12/1/2019,Usable MJ,Lane,December,12/1/2019,December 2019,56.96,38663.59,38663.59
12/1/2019,Usable MJ,Lane,December,12/1/2019,December 2019,56.96,487705.43,487705.43
12/1/2019,Usable MJ,Lane,December,12/1/2019,December 2019,56.96,2768282.26,2768282.26
12/1/2019,Usable MJ,Lincoln,December,12/1/2019,December 2019,59.02,27.71,27.71
12/1/2019,Usable MJ,Lincoln,December,12/1/2019,December 2019,59.02,650.02,650.02
12/1/2019,Usable MJ,Lincoln,December,12/1/2019,December 2019,59.02,96244.33,96244.33
12/1/2019,Usable MJ,Lincoln,December,12/1/2019,December 2019,59.02,560110.4,560110.4
12/1/2019,Usable MJ,Linn,December,12/1/2019,December 2019,54.45,479,479
12/1/2019,Usable MJ,Linn,December,12/1/2019,December 2019,54.45,139942.99,139942.99
12/1/2019,Usable MJ,Linn,December,12/1/2019,December 2019,54.45,674276.42,674276.42
12/1/2019,Usable MJ,Malheur,December,12/1/2019,December 2019,52.52,320140.62,320140.62
12/1/2019,Usable MJ,Malheur,December,12/1/2019,December 2019,52.52,2279891,2279891
12/1/2019,Usable MJ,Marion,December,12/1/2019,December 2019,54.26,2587.63,2587.63
12/1/2019,Usable MJ,Marion,December,12/1/2019,December 2019,54.26,15958.24,15958.24
12/1/2019,Usable MJ,Marion,December,12/1/2019,December 2019,54.26,440845.79,440845.79
12/1/2019,Usable MJ,Marion,December,12/1/2019,December 2019,54.26,1899088.86,1899088.86
12/1/2019,Usable MJ,Multnomah,December,12/1/2019,December 2019,61.05,18575.62,18575.62
12/1/2019,Usable MJ,Multnomah,December,12/1/2019,December 2019,61.05,83441.74,83441.74
12/1/2019,Usable MJ,Multnomah,December,12/1/2019,December 2019,61.05,1528416.42,1528416.42
12/1/2019,Usable MJ,Multnomah,December,12/1/2019,December 2019,61.05,8756053.95,8756053.95
12/1/2019,Usable MJ,Polk,December,12/1/2019,December 2019,49.13,56654.81,56654.81
12/1/2019,Usable MJ,Polk,December,12/1/2019,December 2019,49.13,243987.84,243987.84
12/1/2019,Usable MJ,Tillamook,December,12/1/2019,December 2019,56.88,52360.53,52360.53
12/1/2019,Usable MJ,Tillamook,December,12/1/2019,December 2019,56.88,220996.14,220996.14
12/1/2019,Usable MJ,Umatilla,December,12/1/2019,December 2019,52.81,74720.27,74720.27
12/1/2019,Usable MJ,Umatilla,December,12/1/2019,December 2019,52.81,411333.75,411333.75
12/1/2019,Usable MJ,Wallowa,December,12/1/2019,December 2019,63.33,6651.25,6651.25
12/1/2019,Usable MJ,Wallowa,December,12/1/2019,December 2019,63.33,32944.81,32944.81
12/1/2019,Usable MJ,Wasco,December,12/1/2019,December 2019,53.98,27749.14,27749.14
12/1/2019,Usable MJ,Wasco,December,12/1/2019,December 2019,53.98,152736.1,152736.1
12/1/2019,Usable MJ,Washington,December,12/1/2019,December 2019,52.46,628441.17,628441.17
12/1/2019,Usable MJ,Washington,December,12/1/2019,December 2019,52.46,2926638.48,2926638.48
12/1/2019,Usable MJ,Yamhill,December,12/1/2019,December 2019,50.61,93205.94,93205.94
12/1/2019,Usable MJ,Yamhill,December,12/1/2019,December 2019,50.61,488661.13,488661.13
1/1/2020,Concentrate/Extract,Baker,January,1/1/2020,January 2020,28.69,435.91,435.91
1/1/2020,Concentrate/Extract,Baker,January,1/1/2020,January 2020,28.69,164493.24,164493.24
1/1/2020,Concentrate/Extract,Benton,January,1/1/2020,January 2020,26.52,3546.7,3546.7
1/1/2020,Concentrate/Extract,Benton,January,1/1/2020,January 2020,26.52,245644.59,245644.59
1/1/2020,Concentrate/Extract,Clackamas,January,1/1/2020,January 2020,25.74,116,116
1/1/2020,Concentrate/Extract,Clackamas,January,1/1/2020,January 2020,25.74,11654.52,11654.52
1/1/2020,Concentrate/Extract,Clackamas,January,1/1/2020,January 2020,25.74,862702.84,862702.84
1/1/2020,Concentrate/Extract,Clatsop,January,1/1/2020,January 2020,22.84,4376.95,4376.95
1/1/2020,Concentrate/Extract,Clatsop,January,1/1/2020,January 2020,22.84,195400.96,195400.96
1/1/2020,Concentrate/Extract,Columbia,January,1/1/2020,January 2020,29.74,517.39,517.39
1/1/2020,Concentrate/Extract,Columbia,January,1/1/2020,January 2020,29.74,204538.42,204538.42
1/1/2020,Concentrate/Extract,Coos,January,1/1/2020,January 2020,27.78,1878.19,1878.19
1/1/2020,Concentrate/Extract,Coos,January,1/1/2020,January 2020,27.78,294299.85,294299.85
1/1/2020,Concentrate/Extract,Curry,January,1/1/2020,January 2020,26.7,2829.55,2829.55
1/1/2020,Concentrate/Extract,Curry,January,1/1/2020,January 2020,26.7,178691.75,178691.75
1/1/2020,Concentrate/Extract,Deschutes,January,1/1/2020,January 2020,28.41,2493.24,2493.24
1/1/2020,Concentrate/Extract,Deschutes,January,1/1/2020,January 2020,28.41,9247.45,9247.45
1/1/2020,Concentrate/Extract,Deschutes,January,1/1/2020,January 2020,28.41,902990.97,902990.97
1/1/2020,Concentrate/Extract,Douglas,January,1/1/2020,January 2020,33.11,2276.79,2276.79
1/1/2020,Concentrate/Extract,Douglas,January,1/1/2020,January 2020,33.11,355981.98,355981.98
1/1/2020,Concentrate/Extract,Grant,January,1/1/2020,January 2020,32.1,114.6,114.6
1/1/2020,Concentrate/Extract,Grant,January,1/1/2020,January 2020,32.1,21599.28,21599.28
1/1/2020,Concentrate/Extract,Harney,January,1/1/2020,January 2020,23.77,25585.48,25585.48
1/1/2020,Concentrate/Extract,Hood River,January,1/1/2020,January 2020,24.25,415,415
1/1/2020,Concentrate/Extract,Hood River,January,1/1/2020,January 2020,24.25,81774.17,81774.17
1/1/2020,Concentrate/Extract,Jackson,January,1/1/2020,January 2020,30.38,156,156
1/1/2020,Concentrate/Extract,Jackson,January,1/1/2020,January 2020,30.38,236,236
1/1/2020,Concentrate/Extract,Jackson,January,1/1/2020,January 2020,30.38,33679.71,33679.71
1/1/2020,Concentrate/Extract,Jackson,January,1/1/2020,January 2020,30.38,804812.49,804812.49
1/1/2020,Concentrate/Extract,Jefferson,January,1/1/2020,January 2020,33.11,651.28,651.28
1/1/2020,Concentrate/Extract,Jefferson,January,1/1/2020,January 2020,33.11,100427.85,100427.85
1/1/2020,Concentrate/Extract,Josephine,January,1/1/2020,January 2020,36.35,346,346
1/1/2020,Concentrate/Extract,Josephine,January,1/1/2020,January 2020,36.35,12025.79,12025.79
1/1/2020,Concentrate/Extract,Josephine,January,1/1/2020,January 2020,36.35,293268.76,293268.76
1/1/2020,Concentrate/Extract,Klamath,January,1/1/2020,January 2020,34.7,8360.25,8360.25
1/1/2020,Concentrate/Extract,Klamath,January,1/1/2020,January 2020,34.7,232734.88,232734.88
1/1/2020,Concentrate/Extract,Lake,January,1/1/2020,January 2020,26.89,19815.44,19815.44
1/1/2020,Concentrate/Extract,Lane,January,1/1/2020,January 2020,26.2,320,320
1/1/2020,Concentrate/Extract,Lane,January,1/1/2020,January 2020,26.2,21517.11,21517.11
1/1/2020,Concentrate/Extract,Lane,January,1/1/2020,January 2020,26.2,37144.77,37144.77
1/1/2020,Concentrate/Extract,Lane,January,1/1/2020,January 2020,26.2,1476328.24,1476328.24
1/1/2020,Concentrate/Extract,Lincoln,January,1/1/2020,January 2020,22.65,18.33,18.33
1/1/2020,Concentrate/Extract,Lincoln,January,1/1/2020,January 2020,22.65,5007.37,5007.37
1/1/2020,Concentrate/Extract,Lincoln,January,1/1/2020,January 2020,22.65,235761.22,235761.22
1/1/2020,Concentrate/Extract,Linn,January,1/1/2020,January 2020,30.15,12,12
1/1/2020,Concentrate/Extract,Linn,January,1/1/2020,January 2020,30.15,12379.16,12379.16
1/1/2020,Concentrate/Extract,Linn,January,1/1/2020,January 2020,30.15,418907.79,418907.79
1/1/2020,Concentrate/Extract,Malheur,January,1/1/2020,January 2020,29.87,4117.05,4117.05
1/1/2020,Concentrate/Extract,Malheur,January,1/1/2020,January 2020,29.87,1552568.51,1552568.51
1/1/2020,Concentrate/Extract,Marion,January,1/1/2020,January 2020,29.52,237.5,237.5
1/1/2020,Concentrate/Extract,Marion,January,1/1/2020,January 2020,29.52,11006.19,11006.19
1/1/2020,Concentrate/Extract,Marion,January,1/1/2020,January 2020,29.52,12082.17,12082.17
1/1/2020,Concentrate/Extract,Marion,January,1/1/2020,January 2020,29.52,1264661.98,1264661.98
1/1/2020,Concentrate/Extract,Multnomah,January,1/1/2020,January 2020,22.34,690,690
1/1/2020,Concentrate/Extract,Multnomah,January,1/1/2020,January 2020,22.34,34700.96,34700.96
1/1/2020,Concentrate/Extract,Multnomah,January,1/1/2020,January 2020,22.34,73046.03,73046.03
1/1/2020,Concentrate/Extract,Multnomah,January,1/1/2020,January 2020,22.34,3820199.15,3820199.15
1/1/2020,Concentrate/Extract,Polk,January,1/1/2020,January 2020,35.16,395.1,395.1
1/1/2020,Concentrate/Extract,Polk,January,1/1/2020,January 2020,35.16,220134.06,220134.06
1/1/2020,Concentrate/Extract,Tillamook,January,1/1/2020,January 2020,23.23,1203.5,1203.5
1/1/2020,Concentrate/Extract,Tillamook,January,1/1/2020,January 2020,23.23,104755.52,104755.52
1/1/2020,Concentrate/Extract,Umatilla,January,1/1/2020,January 2020,35.57,55.9,55.9
1/1/2020,Concentrate/Extract,Umatilla,January,1/1/2020,January 2020,35.57,7218.05,7218.05
1/1/2020,Concentrate/Extract,Umatilla,January,1/1/2020,January 2020,35.57,325739.31,325739.31
1/1/2020,Concentrate/Extract,Wallowa,January,1/1/2020,January 2020,25.54,13589.74,13589.74
1/1/2020,Concentrate/Extract,Wasco,January,1/1/2020,January 2020,29.18,3121.89,3121.89
1/1/2020,Concentrate/Extract,Wasco,January,1/1/2020,January 2020,29.18,98309.71,98309.71
1/1/2020,Concentrate/Extract,Washington,January,1/1/2020,January 2020,27.08,25211.74,25211.74
1/1/2020,Concentrate/Extract,Washington,January,1/1/2020,January 2020,27.08,1767804.46,1767804.46
1/1/2020,Concentrate/Extract,Yamhill,January,1/1/2020,January 2020,30.6,2476.53,2476.53
1/1/2020,Concentrate/Extract,Yamhill,January,1/1/2020,January 2020,30.6,322215.09,322215.09
2/1/2020,Concentrate/Extract,Baker,February,2/1/2020,February 2020,28.97,35.83,35.83
2/1/2020,Concentrate/Extract,Baker,February,2/1/2020,February 2020,28.97,172997.24,172997.24
2/1/2020,Concentrate/Extract,Benton,February,2/1/2020,February 2020,26.81,22.8,22.8
2/1/2020,Concentrate/Extract,Benton,February,2/1/2020,February 2020,26.81,50.8,50.8
2/1/2020,Concentrate/Extract,Benton,February,2/1/2020,February 2020,26.81,3709.59,3709.59
2/1/2020,Concentrate/Extract,Benton,February,2/1/2020,February 2020,26.81,237166.87,237166.87
2/1/2020,Concentrate/Extract,Clackamas,February,2/1/2020,February 2020,26.66,102,102
2/1/2020,Concentrate/Extract,Clackamas,February,2/1/2020,February 2020,26.66,7063.64,7063.64
2/1/2020,Concentrate/Extract,Clackamas,February,2/1/2020,February 2020,26.66,876016.1,876016.1
2/1/2020,Concentrate/Extract,Clatsop,February,2/1/2020,February 2020,23.22,841.03,841.03
2/1/2020,Concentrate/Extract,Clatsop,February,2/1/2020,February 2020,23.22,216087.45,216087.45
2/1/2020,Concentrate/Extract,Columbia,February,2/1/2020,February 2020,29.14,528.08,528.08
2/1/2020,Concentrate/Extract,Columbia,February,2/1/2020,February 2020,29.14,206011.62,206011.62
2/1/2020,Concentrate/Extract,Coos,February,2/1/2020,February 2020,26.48,3602.82,3602.82
2/1/2020,Concentrate/Extract,Coos,February,2/1/2020,February 2020,26.48,282472.15,282472.15
2/1/2020,Concentrate/Extract,Curry,February,2/1/2020,February 2020,25.94,548.36,548.36
2/1/2020,Concentrate/Extract,Curry,February,2/1/2020,February 2020,25.94,186535.24,186535.24
2/1/2020,Concentrate/Extract,Deschutes,February,2/1/2020,February 2020,28.39,110,110
2/1/2020,Concentrate/Extract,Deschutes,February,2/1/2020,February 2020,28.39,2803.6,2803.6
2/1/2020,Concentrate/Extract,Deschutes,February,2/1/2020,February 2020,28.39,6568.34,6568.34
2/1/2020,Concentrate/Extract,Deschutes,February,2/1/2020,February 2020,28.39,915829.38,915829.38
2/1/2020,Concentrate/Extract,Douglas,February,2/1/2020,February 2020,33.74,1558.41,1558.41
2/1/2020,Concentrate/Extract,Douglas,February,2/1/2020,February 2020,33.74,385081.69,385081.69
2/1/2020,Concentrate/Extract,Grant,February,2/1/2020,February 2020,31.84,21589.99,21589.99
2/1/2020,Concentrate/Extract,Harney,February,2/1/2020,February 2020,22.24,24380.92,24380.92
2/1/2020,Concentrate/Extract,Hood River,February,2/1/2020,February 2020,25.65,677.92,677.92
2/1/2020,Concentrate/Extract,Hood River,February,2/1/2020,February 2020,25.65,88293.81,88293.81
2/1/2020,Concentrate/Extract,Jackson,February,2/1/2020,February 2020,30.46,303.1,303.1
2/1/2020,Concentrate/Extract,Jackson,February,2/1/2020,February 2020,30.46,34871.8,34871.8
2/1/2020,Concentrate/Extract,Jackson,February,2/1/2020,February 2020,30.46,841806.66,841806.66
2/1/2020,Concentrate/Extract,Jefferson,February,2/1/2020,February 2020,33.35,2627.4,2627.4
2/1/2020,Concentrate/Extract,Jefferson,February,2/1/2020,February 2020,33.35,103250.62,103250.62
2/1/2020,Concentrate/Extract,Josephine,February,2/1/2020,February 2020,35.7,344,344
2/1/2020,Concentrate/Extract,Josephine,February,2/1/2020,February 2020,35.7,10189.9,10189.9
2/1/2020,Concentrate/Extract,Josephine,February,2/1/2020,February 2020,35.7,297996.36,297996.36
2/1/2020,Concentrate/Extract,Klamath,February,2/1/2020,February 2020,34.92,5696.33,5696.33
2/1/2020,Concentrate/Extract,Klamath,February,2/1/2020,February 2020,34.92,263064.53,263064.53
2/1/2020,Concentrate/Extract,Lake,February,2/1/2020,February 2020,28.81,21794.82,21794.82
2/1/2020,Concentrate/Extract,Lane,February,2/1/2020,February 2020,26.75,586,586
2/1/2020,Concentrate/Extract,Lane,February,2/1/2020,February 2020,26.75,18192.27,18192.27
2/1/2020,Concentrate/Extract,Lane,February,2/1/2020,February 2020,26.75,36655.1,36655.1
2/1/2020,Concentrate/Extract,Lane,February,2/1/2020,February 2020,26.75,1557637.52,1557637.52
2/1/2020,Concentrate/Extract,Lincoln,February,2/1/2020,February 2020,22.98,34,34
2/1/2020,Concentrate/Extract,Lincoln,February,2/1/2020,February 2020,22.98,4072.52,4072.52
2/1/2020,Concentrate/Extract,Lincoln,February,2/1/2020,February 2020,22.98,249715.45,249715.45
2/1/2020,Concentrate/Extract,Linn,February,2/1/2020,February 2020,29.71,3073.94,3073.94
2/1/2020,Concentrate/Extract,Linn,February,2/1/2020,February 2020,29.71,428739.17,428739.17
2/1/2020,Concentrate/Extract,Malheur,February,2/1/2020,February 2020,30.36,647.66,647.66
2/1/2020,Concentrate/Extract,Malheur,February,2/1/2020,February 2020,30.36,1697103.32,1697103.32
2/1/2020,Concentrate/Extract,Marion,February,2/1/2020,February 2020,29.81,192.13,192.13
2/1/2020,Concentrate/Extract,Marion,February,2/1/2020,February 2020,29.81,9753.23,9753.23
2/1/2020,Concentrate/Extract,Marion,February,2/1/2020,February 2020,29.81,13659.95,13659.95
2/1/2020,Concentrate/Extract,Marion,February,2/1/2020,February 2020,29.81,1288875.18,1288875.18
2/1/2020,Concentrate/Extract,Multnomah,February,2/1/2020,February 2020,22.48,702.9,702.9
2/1/2020,Concentrate/Extract,Multnomah,February,2/1/2020,February 2020,22.48,34700.25,34700.25
2/1/2020,Concentrate/Extract,Multnomah,February,2/1/2020,February 2020,22.48,61839.19,61839.19
2/1/2020,Concentrate/Extract,Multnomah,February,2/1/2020,February 2020,22.48,3851728.51,3851728.51
2/1/2020,Concentrate/Extract,Polk,February,2/1/2020,February 2020,34.65,1042.17,1042.17
2/1/2020,Concentrate/Extract,Polk,February,2/1/2020,February 2020,34.65,216716.03,216716.03
2/1/2020,Concentrate/Extract,Tillamook,February,2/1/2020,February 2020,23.46,1036.25,1036.25
2/1/2020,Concentrate/Extract,Tillamook,February,2/1/2020,February 2020,23.46,112829.58,112829.58
2/1/2020,Concentrate/Extract,Umatilla,February,2/1/2020,February 2020,35.31,15,15
2/1/2020,Concentrate/Extract,Umatilla,February,2/1/2020,February 2020,35.31,5662.78,5662.78
2/1/2020,Concentrate/Extract,Umatilla,February,2/1/2020,February 2020,35.31,336985.21,336985.21
2/1/2020,Concentrate/Extract,Wallowa,February,2/1/2020,February 2020,26.31,15820.65,15820.65
2/1/2020,Concentrate/Extract,Wasco,February,2/1/2020,February 2020,28.96,3177.35,3177.35
2/1/2020,Concentrate/Extract,Wasco,February,2/1/2020,February 2020,28.96,99660.19,99660.19
2/1/2020,Concentrate/Extract,Washington,February,2/1/2020,February 2020,27.87,15150.48,15150.48
2/1/2020,Concentrate/Extract,Washington,February,2/1/2020,February 2020,27.87,1811641.44,1811641.44
2/1/2020,Concentrate/Extract,Yamhill,February,2/1/2020,February 2020,33.22,2266.34,2266.34
2/1/2020,Concentrate/Extract,Yamhill,February,2/1/2020,February 2020,33.22,404155.45,404155.45
3/1/2020,Concentrate/Extract,Baker,March,3/1/2020,March 2020,26.44,79.15,79.15
3/1/2020,Concentrate/Extract,Baker,March,3/1/2020,March 2020,26.44,192879.49,192879.49
3/1/2020,Concentrate/Extract,Benton,March,3/1/2020,March 2020,26.95,44.94,44.94
3/1/2020,Concentrate/Extract,Benton,March,3/1/2020,March 2020,26.95,162.51,162.51
3/1/2020,Concentrate/Extract,Benton,March,3/1/2020,March 2020,26.95,4310.64,4310.64
3/1/2020,Concentrate/Extract,Benton,March,3/1/2020,March 2020,26.95,284029.8,284029.8
3/1/2020,Concentrate/Extract,Clackamas,March,3/1/2020,March 2020,25.05,126,126
3/1/2020,Concentrate/Extract,Clackamas,March,3/1/2020,March 2020,25.05,13450.24,13450.24
3/1/2020,Concentrate/Extract,Clackamas,March,3/1/2020,March 2020,25.05,1013323.03,1013323.03
3/1/2020,Concentrate/Extract,Clatsop,March,3/1/2020,March 2020,23.1,1077.1,1077.1
3/1/2020,Concentrate/Extract,Clatsop,March,3/1/2020,March 2020,23.1,258371.11,258371.11
3/1/2020,Concentrate/Extract,Columbia,March,3/1/2020,March 2020,26.8,538.4,538.4
3/1/2020,Concentrate/Extract,Columbia,March,3/1/2020,March 2020,26.8,229580.06,229580.06
3/1/2020,Concentrate/Extract,Coos,March,3/1/2020,March 2020,24.8,3060.77,3060.77
3/1/2020,Concentrate/Extract,Coos,March,3/1/2020,March 2020,24.8,321419.58,321419.58
3/1/2020,Concentrate/Extract,Curry,March,3/1/2020,March 2020,25.87,325.64,325.64
3/1/2020,Concentrate/Extract,Curry,March,3/1/2020,March 2020,25.87,228825.66,228825.66
3/1/2020,Concentrate/Extract,Deschutes,March,3/1/2020,March 2020,26.48,170.5,170.5
3/1/2020,Concentrate/Extract,Deschutes,March,3/1/2020,March 2020,26.48,5601.46,5601.46
3/1/2020,Concentrate/Extract,Deschutes,March,3/1/2020,March 2020,26.48,6921,6921
3/1/2020,Concentrate/Extract,Deschutes,March,3/1/2020,March 2020,26.48,1006536.5,1006536.5
3/1/2020,Concentrate/Extract,Douglas,March,3/1/2020,March 2020,31.82,113.33,113.33
3/1/2020,Concentrate/Extract,Douglas,March,3/1/2020,March 2020,31.82,1122.94,1122.94
3/1/2020,Concentrate/Extract,Douglas,March,3/1/2020,March 2020,31.82,448993.63,448993.63
3/1/2020,Concentrate/Extract,Grant,March,3/1/2020,March 2020,29.5,21660.05,21660.05
3/1/2020,Concentrate/Extract,Harney,March,3/1/2020,March 2020,22.47,739.14,739.14
3/1/2020,Concentrate/Extract,Harney,March,3/1/2020,March 2020,22.47,29960.01,29960.01
3/1/2020,Concentrate/Extract,Hood River,March,3/1/2020,March 2020,23.51,45,45
3/1/2020,Concentrate/Extract,Hood River,March,3/1/2020,March 2020,23.51,249,249
3/1/2020,Concentrate/Extract,Hood River,March,3/1/2020,March 2020,23.51,758.62,758.62
3/1/2020,Concentrate/Extract,Hood River,March,3/1/2020,March 2020,23.51,99940.94,99940.94
3/1/2020,Concentrate/Extract,Jackson,March,3/1/2020,March 2020,29.37,619.9,619.9
3/1/2020,Concentrate/Extract,Jackson,March,3/1/2020,March 2020,29.37,33139.47,33139.47
3/1/2020,Concentrate/Extract,Jackson,March,3/1/2020,March 2020,29.37,979730.88,979730.88
3/1/2020,Concentrate/Extract,Jefferson,March,3/1/2020,March 2020,31.67,864.45,864.45
3/1/2020,Concentrate/Extract,Jefferson,March,3/1/2020,March 2020,31.67,120049.09,120049.09
3/1/2020,Concentrate/Extract,Josephine,March,3/1/2020,March 2020,32.91,481.87,481.87
3/1/2020,Concentrate/Extract,Josephine,March,3/1/2020,March 2020,32.91,12423.2,12423.2
3/1/2020,Concentrate/Extract,Josephine,March,3/1/2020,March 2020,32.91,342651.4,342651.4
3/1/2020,Concentrate/Extract,Klamath,March,3/1/2020,March 2020,33.98,3277.27,3277.27
3/1/2020,Concentrate/Extract,Klamath,March,3/1/2020,March 2020,33.98,318440.63,318440.63
3/1/2020,Concentrate/Extract,Lake,March,3/1/2020,March 2020,29.41,28044.21,28044.21
3/1/2020,Concentrate/Extract,Lane,March,3/1/2020,March 2020,25.53,786.83,786.83
3/1/2020,Concentrate/Extract,Lane,March,3/1/2020,March 2020,25.53,34177.21,34177.21
3/1/2020,Concentrate/Extract,Lane,March,3/1/2020,March 2020,25.53,40402.72,40402.72
3/1/2020,Concentrate/Extract,Lane,March,3/1/2020,March 2020,25.53,1785104.46,1785104.46
3/1/2020,Concentrate/Extract,Lincoln,March,3/1/2020,March 2020,21.98,54,54
3/1/2020,Concentrate/Extract,Lincoln,March,3/1/2020,March 2020,21.98,79,79
3/1/2020,Concentrate/Extract,Lincoln,March,3/1/2020,March 2020,21.98,4690.68,4690.68
3/1/2020,Concentrate/Extract,Lincoln,March,3/1/2020,March 2020,21.98,287502.17,287502.17
3/1/2020,Concentrate/Extract,Linn,March,3/1/2020,March 2020,28.67,374,374
3/1/2020,Concentrate/Extract,Linn,March,3/1/2020,March 2020,28.67,8604.27,8604.27
3/1/2020,Concentrate/Extract,Linn,March,3/1/2020,March 2020,28.67,497812.48,497812.48
3/1/2020,Concentrate/Extract,Malheur,March,3/1/2020,March 2020,29.15,493.58,493.58
3/1/2020,Concentrate/Extract,Malheur,March,3/1/2020,March 2020,29.15,1930705.62,1930705.62
3/1/2020,Concentrate/Extract,Marion,March,3/1/2020,March 2020,28.69,332.6,332.6
3/1/2020,Concentrate/Extract,Marion,March,3/1/2020,March 2020,28.69,12515.84,12515.84
3/1/2020,Concentrate/Extract,Marion,March,3/1/2020,March 2020,28.69,21186.08,21186.08
3/1/2020,Concentrate/Extract,Marion,March,3/1/2020,March 2020,28.69,1494188.73,1494188.73
3/1/2020,Concentrate/Extract,Multnomah,March,3/1/2020,March 2020,20.92,425.77,425.77
3/1/2020,Concentrate/Extract,Multnomah,March,3/1/2020,March 2020,20.92,66908.46,66908.46
3/1/2020,Concentrate/Extract,Multnomah,March,3/1/2020,March 2020,20.92,68948.86,68948.86
3/1/2020,Concentrate/Extract,Multnomah,March,3/1/2020,March 2020,20.92,4352733.57,4352733.57
3/1/2020,Concentrate/Extract,Polk,March,3/1/2020,March 2020,33.78,917.55,917.55
3/1/2020,Concentrate/Extract,Polk,March,3/1/2020,March 2020,33.78,261661.56,261661.56
3/1/2020,Concentrate/Extract,Tillamook,March,3/1/2020,March 2020,23.29,855,855
