Date,Product Type,County,Market Share County,Sales,Population
5/1/2017,Concentrate/Extract,Lane,20.96,736,304298.337801935
5/1/2017,Concentrate/Extract,Lane,20.96,18600.72,304298.337801935
5/1/2017,Concentrate/Extract,Lane,20.96,179748.95,304298.337801935
5/1/2017,Concentrate/Extract,Lincoln,23.96,1996.66,40188.226027662
5/1/2017,Concentrate/Extract,Lincoln,23.96,65184.59,40188.226027662
5/1/2017,Concentrate/Extract,Linn,22.9,2071.18,95840.755878161
5/1/2017,Concentrate/Extract,Linn,22.9,27323.31,95840.755878161
5/1/2017,Concentrate/Extract,Marion,22.45,9724.48,253936.87331948
5/1/2017,Concentrate/Extract,Marion,22.45,128840.94,253936.87331948
5/1/2017,Concentrate/Extract,Multnomah,20.08,442.67,649995.123762215
5/1/2017,Concentrate/Extract,Multnomah,20.08,41676.02,649995.123762215
5/1/2017,Concentrate/Extract,Multnomah,20.08,469646.94,649995.123762215
5/1/2017,Concentrate/Extract,Polk,25.53,453.48,61853.195463854
5/1/2017,Concentrate/Extract,Polk,25.53,21957.09,61853.195463854
5/1/2017,Concentrate/Extract,Tillamook,21.58,1577.74,21045.179194766
5/1/2017,Concentrate/Extract,Tillamook,21.58,15993.77,21045.179194766
5/1/2017,Concentrate/Extract,Umatilla,22.39,862.97,60004.016375178
5/1/2017,Concentrate/Extract,Umatilla,22.39,3197.85,60004.016375178
5/1/2017,Concentrate/Extract,Wasco,20.67,224.72,21067.638346647
5/1/2017,Concentrate/Extract,Wasco,20.67,3867.65,21067.638346647
5/1/2017,Concentrate/Extract,Washington,23.21,6955.01,454995.045746174
5/1/2017,Concentrate/Extract,Washington,23.21,146043.45,454995.045746174
5/1/2017,Concentrate/Extract,Yamhill,21.85,3594.18,81645.22490943
5/1/2017,Concentrate/Extract,Yamhill,21.85,28011.13,81645.22490943
6/1/2017,Concentrate/Extract,Baker,31.68,849,13577.019972651
6/1/2017,Concentrate/Extract,Baker,31.68,7265.95,13577.019972651
6/1/2017,Concentrate/Extract,Benton,24.14,947,77957.550411723
6/1/2017,Concentrate/Extract,Benton,24.14,42344.3,77957.550411723
6/1/2017,Concentrate/Extract,Clackamas,24.91,4161.69,324422.907508312
6/1/2017,Concentrate/Extract,Clackamas,24.91,74743.56,324422.907508312
6/1/2017,Concentrate/Extract,Clatsop,21.07,491.49,31239.743411755
6/1/2017,Concentrate/Extract,Clatsop,21.07,25807.42,31239.743411755
6/1/2017,Concentrate/Extract,Columbia,23.07,2679.25,40577.069361993
6/1/2017,Concentrate/Extract,Columbia,23.07,18525.75,40577.069361993
6/1/2017,Concentrate/Extract,Coos,21.49,760.82,51544.375816609
6/1/2017,Concentrate/Extract,Coos,21.49,21930.75,51544.375816609
6/1/2017,Concentrate/Extract,Curry,25.6,537,19646.412887628
6/1/2017,Concentrate/Extract,Curry,25.6,25509.41,19646.412887628
6/1/2017,Concentrate/Extract,Deschutes,25.19,60,142876.611438081
6/1/2017,Concentrate/Extract,Deschutes,25.19,60,142876.611438081
6/1/2017,Concentrate/Extract,Deschutes,25.19,14634.97,142876.611438081
6/1/2017,Concentrate/Extract,Deschutes,25.19,133888.4,142876.611438081
6/1/2017,Concentrate/Extract,Douglas,23.91,516.15,90362.912960113
6/1/2017,Concentrate/Extract,Douglas,23.91,21229.3,90362.912960113
6/1/2017,Concentrate/Extract,Hood River,21.64,949.09,19197.831419992
6/1/2017,Concentrate/Extract,Hood River,21.64,10915.85,19197.831419992
6/1/2017,Concentrate/Extract,Jackson,28.34,18971.76,172890.725855491
6/1/2017,Concentrate/Extract,Jackson,28.34,135691.06,172890.725855491
6/1/2017,Concentrate/Extract,Jefferson,24.82,85.5,18028.277480645
6/1/2017,Concentrate/Extract,Jefferson,24.82,9721.17,18028.277480645
6/1/2017,Concentrate/Extract,Josephine,31.72,2287.07,69606.000741385
6/1/2017,Concentrate/Extract,Josephine,31.72,41553.76,69606.000741385
6/1/2017,Concentrate/Extract,Lane,21.68,100,304298.337801935
6/1/2017,Concentrate/Extract,Lane,21.68,555.75,304298.337801935
6/1/2017,Concentrate/Extract,Lane,21.68,17712.51,304298.337801935
6/1/2017,Concentrate/Extract,Lane,21.68,190771.78,304298.337801935
6/1/2017,Concentrate/Extract,Lincoln,24.65,2137.29,40188.226027662
6/1/2017,Concentrate/Extract,Lincoln,24.65,74363.28,40188.226027662
6/1/2017,Concentrate/Extract,Linn,23.83,2243,95840.755878161
6/1/2017,Concentrate/Extract,Linn,23.83,31887.5,95840.755878161
6/1/2017,Concentrate/Extract,Marion,23,7424.04,253936.87331948
6/1/2017,Concentrate/Extract,Marion,23,140037.64,253936.87331948
6/1/2017,Concentrate/Extract,Multnomah,20.52,741.18,649995.123762215
6/1/2017,Concentrate/Extract,Multnomah,20.52,37690.44,649995.123762215
6/1/2017,Concentrate/Extract,Multnomah,20.52,485915.18,649995.123762215
6/1/2017,Concentrate/Extract,Polk,26.47,777,61853.195463854
6/1/2017,Concentrate/Extract,Polk,26.47,25846.02,61853.195463854
6/1/2017,Concentrate/Extract,Tillamook,22.1,1159.29,21045.179194766
6/1/2017,Concentrate/Extract,Tillamook,22.1,22012.83,21045.179194766
6/1/2017,Concentrate/Extract,Umatilla,24.25,1179.55,60004.016375178
6/1/2017,Concentrate/Extract,Umatilla,24.25,6264.73,60004.016375178
6/1/2017,Concentrate/Extract,Wasco,20.51,597.5,21067.638346647
6/1/2017,Concentrate/Extract,Wasco,20.51,4220.04,21067.638346647
6/1/2017,Concentrate/Extract,Washington,23.5,6868.61,454995.045746174
6/1/2017,Concentrate/Extract,Washington,23.5,143603.41,454995.045746174
6/1/2017,Concentrate/Extract,Yamhill,22.62,2417.15,81645.22490943
6/1/2017,Concentrate/Extract,Yamhill,22.62,32273.45,81645.22490943
7/1/2017,Concentrate/Extract,Baker,31.85,2724.51,13577.019972651
7/1/2017,Concentrate/Extract,Baker,31.85,7934.25,13577.019972651
7/1/2017,Concentrate/Extract,Benton,24.43,1308.25,77957.550411723
7/1/2017,Concentrate/Extract,Benton,24.43,41198.4,77957.550411723
7/1/2017,Concentrate/Extract,Clackamas,24.7,2665.78,324422.907508312
7/1/2017,Concentrate/Extract,Clackamas,24.7,79406.21,324422.907508312
7/1/2017,Concentrate/Extract,Clatsop,21.68,1223.5,31239.743411755
7/1/2017,Concentrate/Extract,Clatsop,21.68,23663.2,31239.743411755
7/1/2017,Concentrate/Extract,Columbia,23.6,2796.75,40577.069361993
7/1/2017,Concentrate/Extract,Columbia,23.6,17971.08,40577.069361993
7/1/2017,Concentrate/Extract,Coos,23.17,220.1,51544.375816609
7/1/2017,Concentrate/Extract,Coos,23.17,26425.9,51544.375816609
7/1/2017,Concentrate/Extract,Curry,25.57,630,19646.412887628
7/1/2017,Concentrate/Extract,Curry,25.57,29885.74,19646.412887628
7/1/2017,Concentrate/Extract,Deschutes,25.44,95,142876.611438081
7/1/2017,Concentrate/Extract,Deschutes,25.44,192,142876.611438081
7/1/2017,Concentrate/Extract,Deschutes,25.44,20885.51,142876.611438081
7/1/2017,Concentrate/Extract,Deschutes,25.44,133213.29,142876.611438081
7/1/2017,Concentrate/Extract,Douglas,27.85,1678.8,90362.912960113
7/1/2017,Concentrate/Extract,Douglas,27.85,20676.34,90362.912960113
7/1/2017,Concentrate/Extract,Hood River,24.38,1031.83,19197.831419992
7/1/2017,Concentrate/Extract,Hood River,24.38,13933.39,19197.831419992
7/1/2017,Concentrate/Extract,Jackson,29.16,18978.4,172890.725855491
7/1/2017,Concentrate/Extract,Jackson,29.16,135773.21,172890.725855491
7/1/2017,Concentrate/Extract,Jefferson,22.29,7503.35,18028.277480645
7/1/2017,Concentrate/Extract,Josephine,30.96,4736.56,69606.000741385
7/1/2017,Concentrate/Extract,Josephine,30.96,56771.95,69606.000741385
7/1/2017,Concentrate/Extract,Lane,22.68,270,304298.337801935
7/1/2017,Concentrate/Extract,Lane,22.68,1157,304298.337801935
7/1/2017,Concentrate/Extract,Lane,22.68,24247.1,304298.337801935
7/1/2017,Concentrate/Extract,Lane,22.68,198236.94,304298.337801935
7/1/2017,Concentrate/Extract,Lincoln,24.39,2724.26,40188.226027662
7/1/2017,Concentrate/Extract,Lincoln,24.39,75683.89,40188.226027662
7/1/2017,Concentrate/Extract,Linn,24.19,2105.05,95840.755878161
7/1/2017,Concentrate/Extract,Linn,24.19,32445.24,95840.755878161
7/1/2017,Concentrate/Extract,Marion,23,85,253936.87331948
7/1/2017,Concentrate/Extract,Marion,23,10031.41,253936.87331948
7/1/2017,Concentrate/Extract,Marion,23,148853.71,253936.87331948
7/1/2017,Concentrate/Extract,Multnomah,20.5,748.58,649995.123762215
7/1/2017,Concentrate/Extract,Multnomah,20.5,33483.83,649995.123762215
7/1/2017,Concentrate/Extract,Multnomah,20.5,486972.11,649995.123762215
7/1/2017,Concentrate/Extract,Polk,26.01,1315.65,61853.195463854
7/1/2017,Concentrate/Extract,Polk,26.01,27651.21,61853.195463854
7/1/2017,Concentrate/Extract,Tillamook,23.73,2060.8,21045.179194766
7/1/2017,Concentrate/Extract,Tillamook,23.73,25893.47,21045.179194766
7/1/2017,Concentrate/Extract,Umatilla,23.82,1421.29,60004.016375178
7/1/2017,Concentrate/Extract,Umatilla,23.82,7251.62,60004.016375178
7/1/2017,Concentrate/Extract,Wasco,22.2,403.65,21067.638346647
7/1/2017,Concentrate/Extract,Wasco,22.2,4997.52,21067.638346647
7/1/2017,Concentrate/Extract,Washington,23.83,11678.81,454995.045746174
7/1/2017,Concentrate/Extract,Washington,23.83,140631.13,454995.045746174
7/1/2017,Concentrate/Extract,Yamhill,22.87,1006.72,81645.22490943
7/1/2017,Concentrate/Extract,Yamhill,22.87,35941.02,81645.22490943
8/1/2017,Concentrate/Extract,Baker,31.56,1475.1,13577.019972651
8/1/2017,Concentrate/Extract,Baker,31.56,9644.06,13577.019972651
8/1/2017,Concentrate/Extract,Benton,22.56,35,77957.550411723
8/1/2017,Concentrate/Extract,Benton,22.56,1133.2,77957.550411723
8/1/2017,Concentrate/Extract,Benton,22.56,38303.3,77957.550411723
8/1/2017,Concentrate/Extract,Clackamas,24.67,2803.39,324422.907508312
8/1/2017,Concentrate/Extract,Clackamas,24.67,85650.43,324422.907508312
8/1/2017,Concentrate/Extract,Clatsop,21.14,60,31239.743411755
8/1/2017,Concentrate/Extract,Clatsop,21.14,1970.16,31239.743411755
8/1/2017,Concentrate/Extract,Clatsop,21.14,21736,31239.743411755
8/1/2017,Concentrate/Extract,Columbia,24.86,1511,40577.069361993
8/1/2017,Concentrate/Extract,Columbia,24.86,20776.38,40577.069361993
8/1/2017,Concentrate/Extract,Coos,21.89,671.3,51544.375816609
8/1/2017,Concentrate/Extract,Coos,21.89,20875.45,51544.375816609
8/1/2017,Concentrate/Extract,Curry,24.44,609.19,19646.412887628
8/1/2017,Concentrate/Extract,Curry,24.44,30458.78,19646.412887628
8/1/2017,Concentrate/Extract,Deschutes,26.38,51,142876.611438081
8/1/2017,Concentrate/Extract,Deschutes,26.38,123.25,142876.611438081
8/1/2017,Concentrate/Extract,Deschutes,26.38,12023.56,142876.611438081
8/1/2017,Concentrate/Extract,Deschutes,26.38,169075.02,142876.611438081
8/1/2017,Concentrate/Extract,Douglas,28.39,2454.73,90362.912960113
8/1/2017,Concentrate/Extract,Douglas,28.39,23296.36,90362.912960113
8/1/2017,Concentrate/Extract,Harney,12.66,30,5873.547979464
8/1/2017,Concentrate/Extract,Hood River,24.22,630.36,19197.831419992
8/1/2017,Concentrate/Extract,Hood River,24.22,12914.45,19197.831419992
8/1/2017,Concentrate/Extract,Jackson,29.6,14535.01,172890.725855491
8/1/2017,Concentrate/Extract,Jackson,29.6,156792.09,172890.725855491
8/1/2017,Concentrate/Extract,Jefferson,23.79,165.75,18028.277480645
8/1/2017,Concentrate/Extract,Jefferson,23.79,9381.4,18028.277480645
8/1/2017,Concentrate/Extract,Josephine,31.69,3038.53,69606.000741385
8/1/2017,Concentrate/Extract,Josephine,31.69,68384.49,69606.000741385
8/1/2017,Concentrate/Extract,Lane,23.24,50,304298.337801935
8/1/2017,Concentrate/Extract,Lane,23.24,633,304298.337801935
8/1/2017,Concentrate/Extract,Lane,23.24,15417.14,304298.337801935
8/1/2017,Concentrate/Extract,Lane,23.24,217289.43,304298.337801935
8/1/2017,Concentrate/Extract,Lincoln,24.99,4710.51,40188.226027662
8/1/2017,Concentrate/Extract,Lincoln,24.99,81779.22,40188.226027662
8/1/2017,Concentrate/Extract,Linn,25.13,29,95840.755878161
8/1/2017,Concentrate/Extract,Linn,25.13,2936.65,95840.755878161
8/1/2017,Concentrate/Extract,Linn,25.13,42802.46,95840.755878161
8/1/2017,Concentrate/Extract,Marion,24.01,30,253936.87331948
8/1/2017,Concentrate/Extract,Marion,24.01,5575.56,253936.87331948
8/1/2017,Concentrate/Extract,Marion,24.01,165223.35,253936.87331948
8/1/2017,Concentrate/Extract,Multnomah,21.47,35,649995.123762215
8/1/2017,Concentrate/Extract,Multnomah,21.47,607.28,649995.123762215
8/1/2017,Concentrate/Extract,Multnomah,21.47,34445.62,649995.123762215
8/1/2017,Concentrate/Extract,Multnomah,21.47,509552.92,649995.123762215
8/1/2017,Concentrate/Extract,Polk,25.42,908.71,61853.195463854
8/1/2017,Concentrate/Extract,Polk,25.42,23788.51,61853.195463854
8/1/2017,Concentrate/Extract,Tillamook,23.1,1599.18,21045.179194766
8/1/2017,Concentrate/Extract,Tillamook,23.1,23053.83,21045.179194766
8/1/2017,Concentrate/Extract,Umatilla,25.96,1178.57,60004.016375178
8/1/2017,Concentrate/Extract,Umatilla,25.96,11492.14,60004.016375178
8/1/2017,Concentrate/Extract,Wasco,20.94,65,21067.638346647
8/1/2017,Concentrate/Extract,Wasco,20.94,6091.93,21067.638346647
8/1/2017,Concentrate/Extract,Washington,24.34,11381.03,454995.045746174
8/1/2017,Concentrate/Extract,Washington,24.34,144064.88,454995.045746174
8/1/2017,Concentrate/Extract,Yamhill,24.8,3014.22,81645.22490943
8/1/2017,Concentrate/Extract,Yamhill,24.8,39962.8,81645.22490943
9/1/2017,Concentrate/Extract,Baker,32.17,230,13577.019972651
9/1/2017,Concentrate/Extract,Baker,32.17,13847.91,13577.019972651
9/1/2017,Concentrate/Extract,Benton,24.64,2625,77957.550411723
9/1/2017,Concentrate/Extract,Benton,24.64,36438.55,77957.550411723
9/1/2017,Concentrate/Extract,Clackamas,25.1,4015.05,324422.907508312
9/1/2017,Concentrate/Extract,Clackamas,25.1,84764.63,324422.907508312
9/1/2017,Concentrate/Extract,Clatsop,22.86,2724.23,31239.743411755
9/1/2017,Concentrate/Extract,Clatsop,22.86,22777.66,31239.743411755
9/1/2017,Concentrate/Extract,Columbia,23.91,2446.84,40577.069361993
9/1/2017,Concentrate/Extract,Columbia,23.91,20831.53,40577.069361993
9/1/2017,Concentrate/Extract,Coos,23.21,434.49,51544.375816609
9/1/2017,Concentrate/Extract,Coos,23.21,22539.4,51544.375816609
9/1/2017,Concentrate/Extract,Curry,26.47,6948.85,19646.412887628
9/1/2017,Concentrate/Extract,Curry,26.47,21802.23,19646.412887628
9/1/2017,Concentrate/Extract,Deschutes,27.25,20,142876.611438081
9/1/2017,Concentrate/Extract,Deschutes,27.25,25,142876.611438081
9/1/2017,Concentrate/Extract,Deschutes,27.25,14714.88,142876.611438081
9/1/2017,Concentrate/Extract,Deschutes,27.25,152388.89,142876.611438081
9/1/2017,Concentrate/Extract,Douglas,27.17,2024.48,90362.912960113
9/1/2017,Concentrate/Extract,Douglas,27.17,24901.13,90362.912960113
9/1/2017,Concentrate/Extract,Harney,25.01,43.5,5873.547979464
9/1/2017,Concentrate/Extract,Harney,25.01,720.8,5873.547979464
9/1/2017,Concentrate/Extract,Hood River,24.07,737,19197.831419992
9/1/2017,Concentrate/Extract,Hood River,24.07,11831.2,19197.831419992
9/1/2017,Concentrate/Extract,Jackson,30.95,18317.08,172890.725855491
9/1/2017,Concentrate/Extract,Jackson,30.95,171870.5,172890.725855491
9/1/2017,Concentrate/Extract,Jefferson,25.31,234.2,18028.277480645
9/1/2017,Concentrate/Extract,Jefferson,25.31,9429.98,18028.277480645
9/1/2017,Concentrate/Extract,Josephine,33.07,4716.53,69606.000741385
9/1/2017,Concentrate/Extract,Josephine,33.07,68838.37,69606.000741385
9/1/2017,Concentrate/Extract,Lane,23.6,135,304298.337801935
9/1/2017,Concentrate/Extract,Lane,23.6,24863.41,304298.337801935
9/1/2017,Concentrate/Extract,Lane,23.6,204620.98,304298.337801935
9/1/2017,Concentrate/Extract,Lincoln,26.17,9404.21,40188.226027662
9/1/2017,Concentrate/Extract,Lincoln,26.17,77000.96,40188.226027662
9/1/2017,Concentrate/Extract,Linn,26.21,33,95840.755878161
9/1/2017,Concentrate/Extract,Linn,26.21,3754,95840.755878161
9/1/2017,Concentrate/Extract,Linn,26.21,42133.07,95840.755878161
9/1/2017,Concentrate/Extract,Marion,25.01,543.33,253936.87331948
9/1/2017,Concentrate/Extract,Marion,25.01,9505.25,253936.87331948
9/1/2017,Concentrate/Extract,Marion,25.01,159644.71,253936.87331948
9/1/2017,Concentrate/Extract,Multnomah,21.68,311.5,649995.123762215
9/1/2017,Concentrate/Extract,Multnomah,21.68,49268.97,649995.123762215
9/1/2017,Concentrate/Extract,Multnomah,21.68,489598.58,649995.123762215
9/1/2017,Concentrate/Extract,Polk,27.16,810.05,61853.195463854
9/1/2017,Concentrate/Extract,Polk,27.16,27441.52,61853.195463854
9/1/2017,Concentrate/Extract,Tillamook,23.84,1316.67,21045.179194766
9/1/2017,Concentrate/Extract,Tillamook,23.84,25236.94,21045.179194766
9/1/2017,Concentrate/Extract,Umatilla,26.93,1184.7,60004.016375178
9/1/2017,Concentrate/Extract,Umatilla,26.93,13183.9,60004.016375178
9/1/2017,Concentrate/Extract,Wasco,19.66,35.54,21067.638346647
9/1/2017,Concentrate/Extract,Wasco,19.66,5770.33,21067.638346647
9/1/2017,Concentrate/Extract,Washington,25.72,10897.19,454995.045746174
9/1/2017,Concentrate/Extract,Washington,25.72,154123.42,454995.045746174
9/1/2017,Concentrate/Extract,Yamhill,24.4,2562.25,81645.22490943
9/1/2017,Concentrate/Extract,Yamhill,24.4,34726.28,81645.22490943
10/1/2017,Concentrate/Extract,Baker,34.13,1080.05,13577.019972651
10/1/2017,Concentrate/Extract,Baker,34.13,12480.31,13577.019972651
10/1/2017,Concentrate/Extract,Benton,25.91,4171.35,77957.550411723
10/1/2017,Concentrate/Extract,Benton,25.91,31891.69,77957.550411723
10/1/2017,Concentrate/Extract,Clackamas,27.03,3735.61,324422.907508312
10/1/2017,Concentrate/Extract,Clackamas,27.03,76244.32,324422.907508312
10/1/2017,Concentrate/Extract,Clatsop,22.75,80,31239.743411755
10/1/2017,Concentrate/Extract,Clatsop,22.75,3120.74,31239.743411755
10/1/2017,Concentrate/Extract,Clatsop,22.75,20241.27,31239.743411755
10/1/2017,Concentrate/Extract,Columbia,27.48,922.7,40577.069361993
10/1/2017,Concentrate/Extract,Columbia,27.48,21113.71,40577.069361993
10/1/2017,Concentrate/Extract,Coos,25.07,894.05,51544.375816609
10/1/2017,Concentrate/Extract,Coos,25.07,20290.42,51544.375816609
10/1/2017,Concentrate/Extract,Curry,29.29,5489.14,19646.412887628
10/1/2017,Concentrate/Extract,Curry,29.29,22038.92,19646.412887628
10/1/2017,Concentrate/Extract,Deschutes,28.8,30,142876.611438081
10/1/2017,Concentrate/Extract,Deschutes,28.8,6160.11,142876.611438081
10/1/2017,Concentrate/Extract,Deschutes,28.8,148104.21,142876.611438081
10/1/2017,Concentrate/Extract,Douglas,30.86,3541.75,90362.912960113
10/1/2017,Concentrate/Extract,Douglas,30.86,26043.32,90362.912960113
10/1/2017,Concentrate/Extract,Harney,33.79,730,5873.547979464
10/1/2017,Concentrate/Extract,Harney,33.79,807,5873.547979464
10/1/2017,Concentrate/Extract,Hood River,26.66,1902.53,19197.831419992
10/1/2017,Concentrate/Extract,Hood River,26.66,12816.86,19197.831419992
10/1/2017,Concentrate/Extract,Jackson,34.63,22990.31,172890.725855491
10/1/2017,Concentrate/Extract,Jackson,34.63,156965.13,172890.725855491
10/1/2017,Concentrate/Extract,Jefferson,26.53,258,18028.277480645
10/1/2017,Concentrate/Extract,Jefferson,26.53,7140.57,18028.277480645
10/1/2017,Concentrate/Extract,Josephine,36.83,7339.58,69606.000741385
10/1/2017,Concentrate/Extract,Josephine,36.83,62972.11,69606.000741385
10/1/2017,Concentrate/Extract,Lane,26.44,37.5,304298.337801935
10/1/2017,Concentrate/Extract,Lane,26.44,324,304298.337801935
10/1/2017,Concentrate/Extract,Lane,26.44,36006.54,304298.337801935
10/1/2017,Concentrate/Extract,Lane,26.44,206745.07,304298.337801935
10/1/2017,Concentrate/Extract,Lincoln,26.75,12360.71,40188.226027662
10/1/2017,Concentrate/Extract,Lincoln,26.75,66829.49,40188.226027662
10/1/2017,Concentrate/Extract,Linn,29.01,9057.66,95840.755878161
10/1/2017,Concentrate/Extract,Linn,29.01,32984.7,95840.755878161
10/1/2017,Concentrate/Extract,Marion,26.82,105,253936.87331948
10/1/2017,Concentrate/Extract,Marion,26.82,285,253936.87331948
10/1/2017,Concentrate/Extract,Marion,26.82,18307.56,253936.87331948
10/1/2017,Concentrate/Extract,Marion,26.82,140345.09,253936.87331948
10/1/2017,Concentrate/Extract,Multnomah,22.52,98,649995.123762215
10/1/2017,Concentrate/Extract,Multnomah,22.52,317.83,649995.123762215
10/1/2017,Concentrate/Extract,Multnomah,22.52,52799.93,649995.123762215
10/1/2017,Concentrate/Extract,Multnomah,22.52,475316.02,649995.123762215
10/1/2017,Concentrate/Extract,Polk,28.26,1036.26,61853.195463854
10/1/2017,Concentrate/Extract,Polk,28.26,20244.67,61853.195463854
10/1/2017,Concentrate/Extract,Tillamook,24.63,1120.9,21045.179194766
10/1/2017,Concentrate/Extract,Tillamook,24.63,21225.35,21045.179194766
10/1/2017,Concentrate/Extract,Umatilla,29.86,1678.53,60004.016375178
10/1/2017,Concentrate/Extract,Umatilla,29.86,11806.91,60004.016375178
10/1/2017,Concentrate/Extract,Wasco,23.82,5400.3,21067.638346647
10/1/2017,Concentrate/Extract,Washington,26.85,9722.03,454995.045746174
10/1/2017,Concentrate/Extract,Washington,26.85,154252.78,454995.045746174
10/1/2017,Concentrate/Extract,Yamhill,26.31,3704.69,81645.22490943
10/1/2017,Concentrate/Extract,Yamhill,26.31,31379.62,81645.22490943
11/1/2017,Concentrate/Extract,Baker,37.41,666.73,13577.019972651
11/1/2017,Concentrate/Extract,Baker,37.41,8106.71,13577.019972651
11/1/2017,Concentrate/Extract,Benton,26.45,5547.1,77957.550411723
11/1/2017,Concentrate/Extract,Benton,26.45,27065.16,77957.550411723
11/1/2017,Concentrate/Extract,Clackamas,28.44,2137.04,324422.907508312
11/1/2017,Concentrate/Extract,Clackamas,28.44,73948.01,324422.907508312
11/1/2017,Concentrate/Extract,Clatsop,24.15,2697.88,31239.743411755
11/1/2017,Concentrate/Extract,Clatsop,24.15,19828.48,31239.743411755
11/1/2017,Concentrate/Extract,Columbia,28.24,763.54,40577.069361993
11/1/2017,Concentrate/Extract,Columbia,28.24,19182.84,40577.069361993
11/1/2017,Concentrate/Extract,Coos,26.2,1594.29,51544.375816609
11/1/2017,Concentrate/Extract,Coos,26.2,22953.23,51544.375816609
11/1/2017,Concentrate/Extract,Curry,30.75,4884.37,19646.412887628
11/1/2017,Concentrate/Extract,Curry,30.75,17099.24,19646.412887628
11/1/2017,Concentrate/Extract,Deschutes,30.89,6604.63,142876.611438081
11/1/2017,Concentrate/Extract,Deschutes,30.89,141280.85,142876.611438081
11/1/2017,Concentrate/Extract,Douglas,32.67,2121.97,90362.912960113
11/1/2017,Concentrate/Extract,Douglas,32.67,23438.93,90362.912960113
11/1/2017,Concentrate/Extract,Harney,27.34,629,5873.547979464
11/1/2017,Concentrate/Extract,Hood River,27.99,1550.38,19197.831419992
11/1/2017,Concentrate/Extract,Hood River,27.99,9371.32,19197.831419992
11/1/2017,Concentrate/Extract,Jackson,38.21,14687.63,172890.725855491
11/1/2017,Concentrate/Extract,Jackson,38.21,151854.85,172890.725855491
11/1/2017,Concentrate/Extract,Jefferson,29.2,411.67,18028.277480645
11/1/2017,Concentrate/Extract,Jefferson,29.2,7475.16,18028.277480645
11/1/2017,Concentrate/Extract,Josephine,43,6656.8,69606.000741385
11/1/2017,Concentrate/Extract,Josephine,43,58311.02,69606.000741385
11/1/2017,Concentrate/Extract,Lane,28.11,17.5,304298.337801935
11/1/2017,Concentrate/Extract,Lane,28.11,703.5,304298.337801935
11/1/2017,Concentrate/Extract,Lane,28.11,30230.02,304298.337801935
11/1/2017,Concentrate/Extract,Lane,28.11,184068.57,304298.337801935
11/1/2017,Concentrate/Extract,Lincoln,27.26,8670.15,40188.226027662
11/1/2017,Concentrate/Extract,Lincoln,27.26,60850.61,40188.226027662
11/1/2017,Concentrate/Extract,Linn,32.99,7245.62,95840.755878161
11/1/2017,Concentrate/Extract,Linn,32.99,40617.93,95840.755878161
11/1/2017,Concentrate/Extract,Marion,28.34,1099.42,253936.87331948
11/1/2017,Concentrate/Extract,Marion,28.34,11347.22,253936.87331948
11/1/2017,Concentrate/Extract,Marion,28.34,142859.06,253936.87331948
11/1/2017,Concentrate/Extract,Multnomah,23.99,44,649995.123762215
11/1/2017,Concentrate/Extract,Multnomah,23.99,1174.11,649995.123762215
11/1/2017,Concentrate/Extract,Multnomah,23.99,42873.8,649995.123762215
11/1/2017,Concentrate/Extract,Multnomah,23.99,466577.54,649995.123762215
11/1/2017,Concentrate/Extract,Polk,29.04,337,61853.195463854
11/1/2017,Concentrate/Extract,Polk,29.04,18226.3,61853.195463854
11/1/2017,Concentrate/Extract,Tillamook,27,936.15,21045.179194766
11/1/2017,Concentrate/Extract,Tillamook,27,19932.88,21045.179194766
11/1/2017,Concentrate/Extract,Umatilla,33.07,807.29,60004.016375178
11/1/2017,Concentrate/Extract,Umatilla,33.07,10827.67,60004.016375178
11/1/2017,Concentrate/Extract,Wasco,26.65,4520.95,21067.638346647
11/1/2017,Concentrate/Extract,Washington,28.69,9444.36,454995.045746174
11/1/2017,Concentrate/Extract,Washington,28.69,154152.92,454995.045746174
11/1/2017,Concentrate/Extract,Yamhill,28.14,2511.9,81645.22490943
11/1/2017,Concentrate/Extract,Yamhill,28.14,32406.52,81645.22490943
12/1/2017,Concentrate/Extract,Baker,38.46,282,13577.019972651
12/1/2017,Concentrate/Extract,Baker,38.46,11142.23,13577.019972651
12/1/2017,Concentrate/Extract,Benton,27.95,3157.24,77957.550411723
12/1/2017,Concentrate/Extract,Benton,27.95,32891,77957.550411723
12/1/2017,Concentrate/Extract,Clackamas,30,2291.32,324422.907508312
12/1/2017,Concentrate/Extract,Clackamas,30,93563.9,324422.907508312
12/1/2017,Concentrate/Extract,Clatsop,25.5,1637.74,31239.743411755
12/1/2017,Concentrate/Extract,Clatsop,25.5,18647.08,31239.743411755
12/1/2017,Concentrate/Extract,Columbia,27.93,764.67,40577.069361993
12/1/2017,Concentrate/Extract,Columbia,27.93,18481.78,40577.069361993
12/1/2017,Concentrate/Extract,Coos,26.13,1117.74,51544.375816609
12/1/2017,Concentrate/Extract,Coos,26.13,31053.47,51544.375816609
12/1/2017,Concentrate/Extract,Curry,32.76,3813.54,19646.412887628
12/1/2017,Concentrate/Extract,Curry,32.76,21343.36,19646.412887628
12/1/2017,Concentrate/Extract,Deschutes,31.79,147.5,142876.611438081
12/1/2017,Concentrate/Extract,Deschutes,31.79,7119.21,142876.611438081
12/1/2017,Concentrate/Extract,Deschutes,31.79,151575.72,142876.611438081
12/1/2017,Concentrate/Extract,Douglas,32.84,2528.81,90362.912960113
