Date,Product Type,County,Market Share County,Sales,Population
10/1/2016,Usable MJ,Baker,100,58637.51,13332.6
10/1/2016,Usable MJ,Baker,100,441,13332.6
10/1/2016,Concentrate/Extract,Clackamas,15.14,803.2,316351.8
10/1/2016,Edible/Tincture,Clackamas,9.31,359.68,316351.8
10/1/2016,Other,Clackamas,1.13,30,316351.8
10/1/2016,Usable MJ,Clackamas,74.42,4416.94,316351.8
10/1/2016,Concentrate/Extract,Clackamas,15.14,144,316351.8
10/1/2016,Edible/Tincture,Clackamas,9.31,223.05,316351.8
10/1/2016,Other,Clackamas,1.13,40.5,316351.8
10/1/2016,Usable MJ,Clackamas,74.42,238.8,316351.8
10/1/2016,Concentrate/Extract,Clatsop,19.55,10808,30656.5
10/1/2016,Edible/Tincture,Clatsop,5.61,3177,30656.5
10/1/2016,Other,Clatsop,1.79,1014,30656.5
10/1/2016,Usable MJ,Clatsop,73.04,42128.05,30656.5
10/1/2016,Concentrate/Extract,Clatsop,19.55,2249,30656.5
10/1/2016,Edible/Tincture,Clatsop,5.61,570.5,30656.5
10/1/2016,Other,Clatsop,1.79,184,30656.5
10/1/2016,Usable MJ,Clatsop,73.04,6653.24,30656.5
10/1/2016,Concentrate/Extract,Deschutes,12.36,9588.78,137483.9
10/1/2016,Edible/Tincture,Deschutes,8.56,6546.11,137483.9
10/1/2016,Other,Deschutes,1.44,1087.4,137483.9
10/1/2016,Usable MJ,Deschutes,77.65,56737.77,137483.9
10/1/2016,Concentrate/Extract,Deschutes,12.36,174.67,137483.9
10/1/2016,Edible/Tincture,Deschutes,8.56,218.36,137483.9
10/1/2016,Other,Deschutes,1.44,50,137483.9
10/1/2016,Usable MJ,Deschutes,77.65,4619.01,137483.9
10/1/2016,Concentrate/Extract,Hood River,21.23,21414.29,18771.1
10/1/2016,Edible/Tincture,Hood River,15.73,15717.61,18771.1
10/1/2016,Other,Hood River,4.6,4584.65,18771.1
10/1/2016,Usable MJ,Hood River,58.45,61443.07,18771.1
10/1/2016,Concentrate/Extract,Hood River,21.23,2024.15,18771.1
10/1/2016,Edible/Tincture,Hood River,15.73,1650.81,18771.1
10/1/2016,Other,Hood River,4.6,489.83,18771.1
10/1/2016,Usable MJ,Hood River,58.45,3090.14,18771.1
10/1/2016,Concentrate/Extract,Jackson,31.27,66499.13,169681
10/1/2016,Edible/Tincture,Jackson,10.72,23396.25,169681
10/1/2016,Edible/Tincture,Jackson,10.72,51,169681
10/1/2016,Other,Jackson,8.96,21861.33,169681
10/1/2016,Usable MJ,Jackson,49.05,124808.26,169681
10/1/2016,Concentrate/Extract,Jackson,31.27,28847.32,169681
10/1/2016,Edible/Tincture,Jackson,10.72,9159.04,169681
10/1/2016,Edible/Tincture,Jackson,10.72,80,169681
10/1/2016,Other,Jackson,8.96,5446.35,169681
10/1/2016,Usable MJ,Jackson,49.05,24766.09,169681
10/1/2016,Concentrate/Extract,Lane,23,9483.99,299002.4
10/1/2016,Edible/Tincture,Lane,13.24,6203.84,299002.4
10/1/2016,Other,Lane,1.41,701.81,299002.4
10/1/2016,Usable MJ,Lane,62.35,30798.61,299002.4
10/1/2016,Concentrate/Extract,Lane,23,4219.62,299002.4
10/1/2016,Edible/Tincture,Lane,13.24,1685.09,299002.4
10/1/2016,Other,Lane,1.41,139.6,299002.4
10/1/2016,Usable MJ,Lane,62.35,6358.8,299002.4
10/1/2016,Concentrate/Extract,Lincoln,17,4466.93,39868.9
10/1/2016,Edible/Tincture,Lincoln,11.81,3102.56,39868.9
10/1/2016,Other,Lincoln,7.84,2060.6,39868.9
10/1/2016,Usable MJ,Lincoln,63.36,16649.81,39868.9
10/1/2016,Concentrate/Extract,Marion,26.42,54155.81,248943.2
10/1/2016,Edible/Tincture,Marion,8.85,19482.83,248943.2
10/1/2016,Other,Marion,0.68,957,248943.2
10/1/2016,Usable MJ,Marion,64.05,133437.14,248943.2
10/1/2016,Concentrate/Extract,Marion,26.42,10032.91,248943.2
10/1/2016,Edible/Tincture,Marion,8.85,2021.51,248943.2
10/1/2016,Other,Marion,0.68,686.18,248943.2
10/1/2016,Usable MJ,Marion,64.05,22152.23,248943.2
10/1/2016,Concentrate/Extract,Multnomah,26.77,26073.4,637504.5
10/1/2016,Concentrate/Extract,Multnomah,26.77,240624.24,637504.5
10/1/2016,Edible/Tincture,Multnomah,10.88,109630.06,637504.5
10/1/2016,Edible/Tincture,Multnomah,10.88,819.13,637504.5
10/1/2016,Other,Multnomah,4.06,1793.32,637504.5
10/1/2016,Other,Multnomah,4.06,40304.17,637504.5
10/1/2016,Usable MJ,Multnomah,58.28,622339.37,637504.5
10/1/2016,Concentrate/Extract,Multnomah,26.77,21365.15,637504.5
10/1/2016,Concentrate/Extract,Multnomah,26.77,39730.56,637504.5
10/1/2016,Edible/Tincture,Multnomah,10.88,852.5,637504.5
10/1/2016,Edible/Tincture,Multnomah,10.88,21966.41,637504.5
10/1/2016,Other,Multnomah,4.06,623.25,637504.5
10/1/2016,Other,Multnomah,4.06,7014.15,637504.5
10/1/2016,Usable MJ,Multnomah,58.28,91286.55,637504.5
10/1/2016,Concentrate/Extract,Tillamook,13.96,414.65,20799.5
10/1/2016,Edible/Tincture,Tillamook,0.81,24,20799.5
10/1/2016,Other,Tillamook,1.88,56,20799.5
10/1/2016,Usable MJ,Tillamook,83.35,1799.44,20799.5
10/1/2016,Usable MJ,Tillamook,83.35,676.83,20799.5
10/1/2016,Concentrate/Extract,Washington,18.93,51582.31,443283.4
10/1/2016,Edible/Tincture,Washington,9.21,25125.84,443283.4
10/1/2016,Other,Washington,3.6,9773.88,443283.4
10/1/2016,Usable MJ,Washington,68.26,190621.27,443283.4
10/1/2016,Concentrate/Extract,Washington,18.93,4116.36,443283.4
10/1/2016,Edible/Tincture,Washington,9.21,1980.6,443283.4
10/1/2016,Other,Washington,3.6,822.12,443283.4
10/1/2016,Usable MJ,Washington,68.26,10274.21,443283.4
10/1/2016,Concentrate/Extract,Yamhill,21.53,12858.33,80237.2
10/1/2016,Edible/Tincture,Yamhill,14.43,9081,80237.2
10/1/2016,Other,Yamhill,2.52,1606.13,80237.2
10/1/2016,Usable MJ,Yamhill,61.52,38654.15,80237.2
10/1/2016,Concentrate/Extract,Yamhill,21.53,1299.17,80237.2
10/1/2016,Edible/Tincture,Yamhill,14.43,411.44,80237.2
10/1/2016,Other,Yamhill,2.52,51.81,80237.2
10/1/2016,Usable MJ,Yamhill,61.52,1802.2,80237.2
11/1/2016,Usable MJ,Baker,100,188477.52,13332.6
11/1/2016,Usable MJ,Baker,100,1686.1,13332.6
11/1/2016,Concentrate/Extract,Clackamas,13.58,2315.28,316351.8
11/1/2016,Edible/Tincture,Clackamas,4.98,338.96,316351.8
11/1/2016,Other,Clackamas,2.35,486.23,316351.8
11/1/2016,Usable MJ,Clackamas,79.09,17086.67,316351.8
11/1/2016,Concentrate/Extract,Clackamas,13.58,981.5,316351.8
11/1/2016,Edible/Tincture,Clackamas,4.98,871.4,316351.8
11/1/2016,Other,Clackamas,2.35,85,316351.8
11/1/2016,Usable MJ,Clackamas,79.09,2116.15,316351.8
11/1/2016,Concentrate/Extract,Clatsop,6.28,3299,30656.5
11/1/2016,Edible/Tincture,Clatsop,3.79,1819,30656.5
11/1/2016,Other,Clatsop,1.26,583,30656.5
11/1/2016,Usable MJ,Clatsop,88.67,44134.7,30656.5
11/1/2016,Concentrate/Extract,Clatsop,6.28,226,30656.5
11/1/2016,Edible/Tincture,Clatsop,3.79,311.5,30656.5
11/1/2016,Other,Clatsop,1.26,122,30656.5
11/1/2016,Usable MJ,Clatsop,88.67,5651.65,30656.5
11/1/2016,Concentrate/Extract,Columbia,8.7,3078.55,39892.4
11/1/2016,Edible/Tincture,Columbia,1.76,694.31,39892.4
11/1/2016,Other,Columbia,0.5,171,39892.4
11/1/2016,Usable MJ,Columbia,89.04,35779.54,39892.4
11/1/2016,Concentrate/Extract,Columbia,8.7,460.25,39892.4
11/1/2016,Edible/Tincture,Columbia,1.76,23.25,39892.4
11/1/2016,Other,Columbia,0.5,32,39892.4
11/1/2016,Usable MJ,Columbia,89.04,446.68,39892.4
11/1/2016,Usable MJ,Curry,100,3074,19392.8
11/1/2016,Concentrate/Extract,Deschutes,11.63,20733.89,137483.9
11/1/2016,Edible/Tincture,Deschutes,7.44,13884.55,137483.9
11/1/2016,Other,Deschutes,4.99,10104.31,137483.9
11/1/2016,Usable MJ,Deschutes,75.94,158114.26,137483.9
11/1/2016,Concentrate/Extract,Deschutes,11.63,8269.51,137483.9
11/1/2016,Edible/Tincture,Deschutes,7.44,4652.11,137483.9
11/1/2016,Other,Deschutes,4.99,2344.83,137483.9
11/1/2016,Usable MJ,Deschutes,75.94,31187.85,137483.9
11/1/2016,Concentrate/Extract,Douglas,29.59,30604.47,89329.8
11/1/2016,Edible/Tincture,Douglas,4.24,4387.92,89329.8
11/1/2016,Other,Douglas,0.17,172,89329.8
11/1/2016,Usable MJ,Douglas,66,68258.38,89329.8
11/1/2016,Concentrate/Extract,Hood River,22.69,22124.52,18771.1
11/1/2016,Edible/Tincture,Hood River,16,15644.1,18771.1
11/1/2016,Other,Hood River,3.49,3363.78,18771.1
11/1/2016,Usable MJ,Hood River,57.82,59309.06,18771.1
11/1/2016,Concentrate/Extract,Hood River,22.69,2544.5,18771.1
11/1/2016,Edible/Tincture,Hood River,16,1756.73,18771.1
11/1/2016,Other,Hood River,3.49,433.54,18771.1
11/1/2016,Usable MJ,Hood River,57.82,3555.39,18771.1
11/1/2016,Concentrate/Extract,Jackson,16.01,60,169681
11/1/2016,Concentrate/Extract,Jackson,16.01,23277.43,169681
11/1/2016,Edible/Tincture,Jackson,10.48,36.75,169681
11/1/2016,Edible/Tincture,Jackson,10.48,15586.39,169681
11/1/2016,Other,Jackson,7.06,11674.63,169681
11/1/2016,Usable MJ,Jackson,66.44,120361.42,169681
11/1/2016,Concentrate/Extract,Jackson,16.01,11153.21,169681
11/1/2016,Concentrate/Extract,Jackson,16.01,28,169681
11/1/2016,Edible/Tincture,Jackson,10.48,45,169681
11/1/2016,Edible/Tincture,Jackson,10.48,6922.85,169681
11/1/2016,Other,Jackson,7.06,3544.42,169681
11/1/2016,Usable MJ,Jackson,66.44,22859.31,169681
11/1/2016,Concentrate/Extract,Lane,11.23,21122.34,299002.4
11/1/2016,Edible/Tincture,Lane,6.06,11682.65,299002.4
11/1/2016,Other,Lane,0.71,1217.79,299002.4
11/1/2016,Usable MJ,Lane,82,165038.15,299002.4
11/1/2016,Concentrate/Extract,Lane,11.23,3361.23,299002.4
11/1/2016,Edible/Tincture,Lane,6.06,1524.6,299002.4
11/1/2016,Other,Lane,0.71,323.2,299002.4
11/1/2016,Usable MJ,Lane,82,13693.31,299002.4
11/1/2016,Concentrate/Extract,Lincoln,24.05,23399.82,39868.9
11/1/2016,Edible/Tincture,Lincoln,7.7,8068.89,39868.9
11/1/2016,Other,Lincoln,3.12,3153.94,39868.9
11/1/2016,Usable MJ,Lincoln,65.13,64958.16,39868.9
11/1/2016,Concentrate/Extract,Lincoln,24.05,2283.98,39868.9
11/1/2016,Edible/Tincture,Lincoln,7.7,151.5,39868.9
11/1/2016,Other,Lincoln,3.12,182.6,39868.9
11/1/2016,Usable MJ,Lincoln,65.13,4599.71,39868.9
11/1/2016,Concentrate/Extract,Marion,12.43,123.5,248943.2
11/1/2016,Concentrate/Extract,Marion,12.43,36910.31,248943.2
11/1/2016,Edible/Tincture,Marion,2.82,8072.32,248943.2
11/1/2016,Other,Marion,1.5,4568.52,248943.2
11/1/2016,Usable MJ,Marion,83.25,252676.95,248943.2
11/1/2016,Concentrate/Extract,Marion,12.43,4899.36,248943.2
11/1/2016,Concentrate/Extract,Marion,12.43,19.5,248943.2
11/1/2016,Edible/Tincture,Marion,2.82,1430.94,248943.2
11/1/2016,Other,Marion,1.5,502.25,248943.2
11/1/2016,Usable MJ,Marion,83.25,28192.14,248943.2
11/1/2016,Concentrate/Extract,Multnomah,22.29,320934.74,637504.5
11/1/2016,Concentrate/Extract,Multnomah,22.29,72553.69,637504.5
11/1/2016,Edible/Tincture,Multnomah,9.02,7230.99,637504.5
11/1/2016,Edible/Tincture,Multnomah,9.02,154698.69,637504.5
11/1/2016,Other,Multnomah,3.79,1739.7,637504.5
11/1/2016,Other,Multnomah,3.79,64783.66,637504.5
11/1/2016,Usable MJ,Multnomah,64.9,1246698.78,637504.5
11/1/2016,Concentrate/Extract,Multnomah,22.29,51622.13,637504.5
11/1/2016,Concentrate/Extract,Multnomah,22.29,29877.02,637504.5
11/1/2016,Edible/Tincture,Multnomah,9.02,28419.16,637504.5
11/1/2016,Edible/Tincture,Multnomah,9.02,1779.78,637504.5
11/1/2016,Other,Multnomah,3.79,13790.06,637504.5
11/1/2016,Other,Multnomah,3.79,492.7,637504.5
11/1/2016,Usable MJ,Multnomah,64.9,136125.4,637504.5
11/1/2016,Concentrate/Extract,Tillamook,20.85,15261.05,20799.5
11/1/2016,Edible/Tincture,Tillamook,1.89,1383.47,20799.5
11/1/2016,Other,Tillamook,0.25,184,20799.5
11/1/2016,Usable MJ,Tillamook,77.01,51758.11,20799.5
11/1/2016,Usable MJ,Tillamook,77.01,4605.38,20799.5
11/1/2016,Concentrate/Extract,Washington,15.27,74363.24,443283.4
11/1/2016,Edible/Tincture,Washington,8.07,40963.17,443283.4
11/1/2016,Other,Washington,3.52,18261.15,443283.4
11/1/2016,Usable MJ,Washington,73.14,374399.28,443283.4
11/1/2016,Concentrate/Extract,Washington,15.27,10385.48,443283.4
11/1/2016,Edible/Tincture,Washington,8.07,3820.04,443283.4
11/1/2016,Other,Washington,3.52,1262.25,443283.4
11/1/2016,Usable MJ,Washington,73.14,31402.45,443283.4
11/1/2016,Concentrate/Extract,Yamhill,11.19,8504.05,80237.2
11/1/2016,Edible/Tincture,Yamhill,17.26,13569.61,80237.2
11/1/2016,Other,Yamhill,2.13,1626.54,80237.2
11/1/2016,Usable MJ,Yamhill,69.42,53482.11,80237.2
11/1/2016,Concentrate/Extract,Yamhill,11.19,791.31,80237.2
11/1/2016,Edible/Tincture,Yamhill,17.26,771.31,80237.2
11/1/2016,Other,Yamhill,2.13,147,80237.2
11/1/2016,Usable MJ,Yamhill,69.42,4209.69,80237.2
12/1/2016,Concentrate/Extract,Baker,6.96,15528.06,13332.6
12/1/2016,Edible/Tincture,Baker,2.93,6634.99,13332.6
12/1/2016,Other,Baker,0.24,550,13332.6
12/1/2016,Usable MJ,Baker,89.87,203565.86,13332.6
12/1/2016,Concentrate/Extract,Baker,6.96,340,13332.6
12/1/2016,Edible/Tincture,Baker,2.93,50,13332.6
12/1/2016,Usable MJ,Baker,89.87,1394.3,13332.6
12/1/2016,Concentrate/Extract,Clackamas,10.46,3265.18,316351.8
12/1/2016,Concentrate/Extract,Clackamas,10.46,1070.8,316351.8
12/1/2016,Edible/Tincture,Clackamas,8.81,3321.49,316351.8
12/1/2016,Edible/Tincture,Clackamas,8.81,597.48,316351.8
12/1/2016,Other,Clackamas,3.49,34.5,316351.8
12/1/2016,Other,Clackamas,3.49,1671.89,316351.8
12/1/2016,Usable MJ,Clackamas,77.23,36854.87,316351.8
12/1/2016,Concentrate/Extract,Clackamas,10.46,44,316351.8
12/1/2016,Concentrate/Extract,Clackamas,10.46,1350.57,316351.8
12/1/2016,Edible/Tincture,Clackamas,8.81,138,316351.8
12/1/2016,Edible/Tincture,Clackamas,8.81,766.47,316351.8
12/1/2016,Other,Clackamas,3.49,195,316351.8
12/1/2016,Other,Clackamas,3.49,12,316351.8
12/1/2016,Usable MJ,Clackamas,77.23,5437.59,316351.8
12/1/2016,Concentrate/Extract,Clatsop,12.49,850,30656.5
12/1/2016,Concentrate/Extract,Clatsop,12.49,8608,30656.5
12/1/2016,Edible/Tincture,Clatsop,5.08,3952.37,30656.5
12/1/2016,Other,Clatsop,2.31,1845.1,30656.5
12/1/2016,Usable MJ,Clatsop,80.11,64927.36,30656.5
12/1/2016,Concentrate/Extract,Clatsop,12.49,250,30656.5
12/1/2016,Concentrate/Extract,Clatsop,12.49,2132,30656.5
12/1/2016,Edible/Tincture,Clatsop,5.08,867,30656.5
12/1/2016,Other,Clatsop,2.31,349.05,30656.5
12/1/2016,Usable MJ,Clatsop,80.11,11028.05,30656.5
12/1/2016,Concentrate/Extract,Columbia,4.75,2771.18,39892.4
12/1/2016,Edible/Tincture,Columbia,2.03,1500.68,39892.4
12/1/2016,Other,Columbia,0.98,753.6,39892.4
12/1/2016,Usable MJ,Columbia,92.24,70035.54,39892.4
12/1/2016,Concentrate/Extract,Columbia,4.75,943.1,39892.4
12/1/2016,Edible/Tincture,Columbia,2.03,83.43,39892.4
12/1/2016,Other,Columbia,0.98,15.7,39892.4
12/1/2016,Usable MJ,Columbia,92.24,2109.48,39892.4
12/1/2016,Edible/Tincture,Coos,7.54,632.8,51335.1
12/1/2016,Usable MJ,Coos,92.46,7699.02,51335.1
12/1/2016,Edible/Tincture,Coos,7.54,44,51335.1
12/1/2016,Usable MJ,Coos,92.46,600.32,51335.1
12/1/2016,Concentrate/Extract,Curry,25,9367.72,19392.8
12/1/2016,Edible/Tincture,Curry,6.73,1662.64,19392.8
12/1/2016,Other,Curry,4.3,1568.16,19392.8
12/1/2016,Usable MJ,Curry,63.97,25740.21,19392.8
12/1/2016,Concentrate/Extract,Curry,25,692.25,19392.8
12/1/2016,Edible/Tincture,Curry,6.73,1044.2,19392.8
12/1/2016,Other,Curry,4.3,161.6,19392.8
12/1/2016,Concentrate/Extract,Deschutes,11.42,33762.35,137483.9
12/1/2016,Concentrate/Extract,Deschutes,11.42,12428.29,137483.9
12/1/2016,Edible/Tincture,Deschutes,4.74,17852.58,137483.9
12/1/2016,Other,Deschutes,5.58,733.37,137483.9
12/1/2016,Other,Deschutes,5.58,23428,137483.9
12/1/2016,Usable MJ,Deschutes,78.27,324086.83,137483.9
12/1/2016,Concentrate/Extract,Deschutes,11.42,2029.43,137483.9
12/1/2016,Concentrate/Extract,Deschutes,11.42,8690.8,137483.9
12/1/2016,Edible/Tincture,Deschutes,4.74,5761.03,137483.9
12/1/2016,Other,Deschutes,5.58,162.51,137483.9
12/1/2016,Other,Deschutes,5.58,3480.97,137483.9
12/1/2016,Usable MJ,Deschutes,78.27,66056.89,137483.9
12/1/2016,Concentrate/Extract,Douglas,14.82,16024,89329.8
12/1/2016,Edible/Tincture,Douglas,2.34,2343.2,89329.8
12/1/2016,Other,Douglas,0.15,164,89329.8
12/1/2016,Usable MJ,Douglas,82.7,95528.4,89329.8
12/1/2016,Concentrate/Extract,Douglas,14.82,1904.5,89329.8
12/1/2016,Edible/Tincture,Douglas,2.34,489,89329.8
12/1/2016,Other,Douglas,0.15,16,89329.8
12/1/2016,Usable MJ,Douglas,82.7,4544.7,89329.8
12/1/2016,Concentrate/Extract,Hood River,21.45,316.75,18771.1
12/1/2016,Concentrate/Extract,Hood River,21.45,20729.81,18771.1
12/1/2016,Edible/Tincture,Hood River,17.46,17338.16,18771.1
12/1/2016,Other,Hood River,3.26,3051.57,18771.1
12/1/2016,Usable MJ,Hood River,57.82,62169.21,18771.1
12/1/2016,Concentrate/Extract,Hood River,21.45,2924.6,18771.1
12/1/2016,Edible/Tincture,Hood River,17.46,2175.76,18771.1
12/1/2016,Other,Hood River,3.26,591.77,18771.1
12/1/2016,Usable MJ,Hood River,57.82,2445.91,18771.1
12/1/2016,Concentrate/Extract,Jackson,20.18,43055.24,169681
12/1/2016,Concentrate/Extract,Jackson,20.18,2509.25,169681
12/1/2016,Edible/Tincture,Jackson,12.9,29433.4,169681
12/1/2016,Edible/Tincture,Jackson,12.9,2343.6,169681
12/1/2016,Other,Jackson,3.16,7802.14,169681
12/1/2016,Usable MJ,Jackson,63.75,178601.42,169681
12/1/2016,Concentrate/Extract,Jackson,20.18,17199.37,169681
12/1/2016,Concentrate/Extract,Jackson,20.18,2007,169681
12/1/2016,Edible/Tincture,Jackson,12.9,845,169681
12/1/2016,Edible/Tincture,Jackson,12.9,8777.88,169681
12/1/2016,Other,Jackson,3.16,2348.15,169681
12/1/2016,Usable MJ,Jackson,63.75,25977.85,169681
12/1/2016,Concentrate/Extract,Lane,13.86,52947.9,299002.4
12/1/2016,Concentrate/Extract,Lane,13.86,2779.39,299002.4
12/1/2016,Edible/Tincture,Lane,7.7,30.4,299002.4
12/1/2016,Edible/Tincture,Lane,7.7,33971.17,299002.4
12/1/2016,Other,Lane,1.57,5897.74,299002.4
12/1/2016,Usable MJ,Lane,76.86,358584.11,299002.4
12/1/2016,Concentrate/Extract,Lane,13.86,559.92,299002.4
12/1/2016,Concentrate/Extract,Lane,13.86,13767.45,299002.4
12/1/2016,Edible/Tincture,Lane,7.7,4928.13,299002.4
12/1/2016,Other,Lane,1.57,2046.03,299002.4
12/1/2016,Usable MJ,Lane,76.86,29843.71,299002.4
12/1/2016,Concentrate/Extract,Lincoln,25.94,1721.5,39868.9
12/1/2016,Concentrate/Extract,Lincoln,25.94,38193,39868.9
12/1/2016,Edible/Tincture,Lincoln,7.65,13252.67,39868.9
12/1/2016,Other,Lincoln,2.85,5709.32,39868.9
12/1/2016,Usable MJ,Lincoln,63.56,124516.79,39868.9
12/1/2016,Concentrate/Extract,Lincoln,25.94,1515.2,39868.9
12/1/2016,Concentrate/Extract,Lincoln,25.94,22736.62,39868.9
12/1/2016,Edible/Tincture,Lincoln,7.65,5662.95,39868.9
12/1/2016,Other,Lincoln,2.85,1344.2,39868.9
12/1/2016,Usable MJ,Lincoln,63.56,32714.56,39868.9
12/1/2016,Concentrate/Extract,Marion,14.13,2270.4,248943.2
12/1/2016,Concentrate/Extract,Marion,14.13,55654.44,248943.2
12/1/2016,Edible/Tincture,Marion,5.36,22760.26,248943.2
12/1/2016,Other,Marion,3.77,15701.41,248943.2
12/1/2016,Usable MJ,Marion,76.74,308405.49,248943.2
12/1/2016,Concentrate/Extract,Marion,14.13,5298.92,248943.2
12/1/2016,Concentrate/Extract,Marion,14.13,463,248943.2
12/1/2016,Edible/Tincture,Marion,5.36,1376.6,248943.2
12/1/2016,Other,Marion,3.77,1289.55,248943.2
12/1/2016,Usable MJ,Marion,76.74,37419.22,248943.2
12/1/2016,Concentrate/Extract,Multnomah,19.35,31552.18,637504.5
12/1/2016,Concentrate/Extract,Multnomah,19.35,519654.18,637504.5
12/1/2016,Edible/Tincture,Multnomah,9.85,292118.72,637504.5
12/1/2016,Edible/Tincture,Multnomah,9.85,2732,637504.5
12/1/2016,Other,Multnomah,2.9,80436.41,637504.5
12/1/2016,Other,Multnomah,2.9,2004.57,637504.5
12/1/2016,Usable MJ,Multnomah,67.9,2078942.77,637504.5
12/1/2016,Concentrate/Extract,Multnomah,19.35,112644.37,637504.5
12/1/2016,Concentrate/Extract,Multnomah,19.35,7787.42,637504.5
12/1/2016,Edible/Tincture,Multnomah,9.85,46120.48,637504.5
12/1/2016,Edible/Tincture,Multnomah,9.85,734.8,637504.5
12/1/2016,Other,Multnomah,2.9,16706.94,637504.5
12/1/2016,Other,Multnomah,2.9,1467,637504.5
12/1/2016,Usable MJ,Multnomah,67.9,277829.28,637504.5
12/1/2016,Concentrate/Extract,Polk,21.3,8383.5,60693.2
12/1/2016,Edible/Tincture,Polk,6.92,2024,60693.2
12/1/2016,Other,Polk,1.03,408,60693.2
12/1/2016,Usable MJ,Polk,70.76,29069.68,60693.2
12/1/2016,Concentrate/Extract,Polk,21.3,1516,60693.2
12/1/2016,Edible/Tincture,Polk,6.92,1190,60693.2
12/1/2016,Other,Polk,1.03,70,60693.2
12/1/2016,Usable MJ,Polk,70.76,3813.54,60693.2
12/1/2016,Concentrate/Extract,Tillamook,19.14,15113.05,20799.5
12/1/2016,Edible/Tincture,Tillamook,3.58,100,20799.5
12/1/2016,Edible/Tincture,Tillamook,3.58,2866.12,20799.5
12/1/2016,Other,Tillamook,0.71,447.1,20799.5
12/1/2016,Other,Tillamook,0.71,189.5,20799.5
12/1/2016,Usable MJ,Tillamook,76.56,63012.72,20799.5
12/1/2016,Concentrate/Extract,Tillamook,19.14,3179.7,20799.5
12/1/2016,Edible/Tincture,Tillamook,3.58,20,20799.5
12/1/2016,Edible/Tincture,Tillamook,3.58,433,20799.5
12/1/2016,Other,Tillamook,0.71,35,20799.5
12/1/2016,Other,Tillamook,0.71,10.01,20799.5
12/1/2016,Usable MJ,Tillamook,76.56,10145.23,20799.5
12/1/2016,Concentrate/Extract,Wasco,9.15,973.75,20683.7
12/1/2016,Usable MJ,Wasco,90.85,10072.68,20683.7
12/1/2016,Concentrate/Extract,Wasco,9.15,196.68,20683.7
12/1/2016,Usable MJ,Wasco,90.85,1551.58,20683.7
12/1/2016,Concentrate/Extract,Washington,21.95,146914.66,443283.4
12/1/2016,Concentrate/Extract,Washington,21.95,24510.05,443283.4
12/1/2016,Edible/Tincture,Washington,6.92,51765.26,443283.4
12/1/2016,Edible/Tincture,Washington,6.92,3843.49,443283.4
12/1/2016,Other,Washington,2.89,693.28,443283.4
12/1/2016,Other,Washington,2.89,23168.28,443283.4
12/1/2016,Usable MJ,Washington,68.24,549919.25,443283.4
12/1/2016,Concentrate/Extract,Washington,21.95,6144.84,443283.4
12/1/2016,Concentrate/Extract,Washington,21.95,13970.46,443283.4
12/1/2016,Edible/Tincture,Washington,6.92,4300.97,443283.4
12/1/2016,Edible/Tincture,Washington,6.92,454.56,443283.4
12/1/2016,Other,Washington,2.89,87.5,443283.4
12/1/2016,Other,Washington,2.89,1235.79,443283.4
12/1/2016,Usable MJ,Washington,68.24,45476.08,443283.4
12/1/2016,Concentrate/Extract,Yamhill,13.48,11479.64,80237.2
12/1/2016,Concentrate/Extract,Yamhill,13.48,384.64,80237.2
12/1/2016,Edible/Tincture,Yamhill,15.17,14112.37,80237.2
12/1/2016,Other,Yamhill,2.41,2115.47,80237.2
12/1/2016,Usable MJ,Yamhill,68.93,63912.24,80237.2
12/1/2016,Concentrate/Extract,Yamhill,13.48,362.49,80237.2
12/1/2016,Concentrate/Extract,Yamhill,13.48,1274.2,80237.2
12/1/2016,Edible/Tincture,Yamhill,15.17,1084.09,80237.2
12/1/2016,Other,Yamhill,2.41,303.16,80237.2
12/1/2016,Usable MJ,Yamhill,68.93,5129.83,80237.2
1/1/2017,Concentrate/Extract,Baker,26.35,12953,13577.019972651
1/1/2017,Concentrate/Extract,Baker,26.35,121083.1,13577.019972651
1/1/2017,Edible/Tincture,Baker,3.9,19969.1,13577.019972651
1/1/2017,Other,Baker,0.45,2271.5,13577.019972651
1/1/2017,Usable MJ,Baker,69.31,355079.55,13577.019972651
1/1/2017,Concentrate/Extract,Baker,26.35,1435,13577.019972651
1/1/2017,Concentrate/Extract,Baker,26.35,524,13577.019972651
1/1/2017,Edible/Tincture,Baker,3.9,160,13577.019972651
1/1/2017,Other,Baker,0.45,40,13577.019972651
1/1/2017,Usable MJ,Baker,69.31,2687.88,13577.019972651
1/1/2017,Concentrate/Extract,Benton,21.95,183368.19,77957.550411723
1/1/2017,Concentrate/Extract,Benton,21.95,650,77957.550411723
1/1/2017,Edible/Tincture,Benton,5.09,42208.86,77957.550411723
1/1/2017,Other,Benton,1.13,9173.53,77957.550411723
1/1/2017,Usable MJ,Benton,71.83,643504.35,77957.550411723
1/1/2017,Concentrate/Extract,Benton,21.95,29621.71,77957.550411723
1/1/2017,Concentrate/Extract,Benton,21.95,219.5,77957.550411723
1/1/2017,Edible/Tincture,Benton,5.09,7348.28,77957.550411723
1/1/2017,Other,Benton,1.13,1828.89,77957.550411723
1/1/2017,Usable MJ,Benton,71.83,56330.13,77957.550411723
1/1/2017,Concentrate/Extract,Clackamas,21.1,4039.58,324422.907508312
1/1/2017,Concentrate/Extract,Clackamas,21.1,204146.18,324422.907508312
